,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
CREATINE,0.985429434,0.961974954,0.951844177,0.918148159,0.958739953,0.939174732,0.992258205,0.979498392,0.946924464,1.034209233,0.921764586,1.016089133,0.9160416,0.950682102,0.974660564,0.986362684,1.028329971,0.982556873,0.921286332,0.929885776,0.980067347,0.984573277,0.941922271,0.966295388,1.003140658,0.907522329,0.938493544,0.958554189,0.914024556,0.944246433,0.97210869,0.981759551,0.910154219,0.962229821,0.986646926,1.021110967,0.94504909,0.980169493,0.978219493,1.011199078,1.012843397,0.884084797,0.966094425,0.992753278,1.005175816,1.003072343,0.991268822,1.00481663,1.01247603
Cysteineglutathione disulfide,0.827487363,0.868728323,1.085463385,0.83444492,0.720395918,0.987941349,0.7110616,0.456054818,0.43236877,0.75918969,0.750026887,0.852781234,0.869765882,0.560809569,1.627603543,0.59513798,1.036110994,0.733579916,0.83441763,1.357626401,1.344231175,1.271373397,1.141974013,1.229327617,1.186975586,0.858513944,1.3904555,1.725530146,1.252024454,0.388761656,1.208312877,1.240008674,1.168073058,1.210681933,1.482159367,0.587268238,1.367013545,0.816227763,1.425693128,1.005946073,1.38312984,1.296847156,0.848986183,0.890307461,1.011295471,0.987123965,1.011784099,1.011434515,1.011926434
CYTIDINE,0.943945932,0.916855975,0.569468514,0.917094604,0.737587159,0.589152157,1.055688733,1.048581974,0.973892879,1.344104751,1.169750887,0.810494634,1.232820621,0.884134479,0.813086793,0.918172845,0.959674433,1.087822515,0.780347524,0.975646096,0.998476798,1.002353785,0.892812956,0.820482044,0.470634638,0.663946475,0.534601667,0.518622188,1.035603664,0.564220155,0.411264185,0.890358834,0.910779158,1.154155841,0.644060009,1.048374086,0.974645191,0.872056447,0.810575264,0.714640002,0.89315443,1.018998629,1.173949523,0.985475101,0.900774827,1.026039344,0.982674505,1.012433331,1.012066682
Cytidine diphosphate choline (CDPcholine),1.194012991,1.358000664,1.133922445,1.023046714,1.021903084,0.511366944,0.854276101,0.656514661,0.803591756,0.688354,1.036085933,1.110827536,0.950945557,1.127545578,0.857885745,0.730962611,0.837878341,0.432049981,1.217586017,1.052420013,0.881903157,0.793643199,0.925038062,0.985541356,1.092477126,1.239425139,0.686741341,1.077447439,1.748686438,1.569952164,1.050833309,0.552785078,0.57573923,0.974316852,1.186821664,0.996751916,1.505672512,1.384519533,1.021803943,0.838558702,0.638254083,0.956243189,1.379978731,0.986446408,1.012507677,1.013085067,0.984681597,0.841310441,0.986050003
CYTOSINE,0.909945485,1.212140798,1.056090333,0.907952348,1.042600234,1.004887082,0.993947846,0.99548776,1.041244598,1.931724273,1.126304883,0.94699215,1.286545274,0.851835299,0.893668136,1.03189707,0.959936914,1.17419155,0.77862282,1.195743477,0.790889359,0.878439481,0.786574095,0.843689103,0.796536872,0.891663804,0.669628117,0.745916524,0.867558039,0.927990323,0.917629896,1.05789787,0.928137251,1.090401817,0.776265722,0.920087852,0.944553801,0.808621872,0.931014315,0.634500907,0.856133291,1.253285532,0.893785882,0.988374911,0.996867384,0.98874294,1.010341537,1.003530477,1.048123909
D-Aspartic acid,1.269582816,0.686710226,0.903250745,0.788968855,0.998620066,0.859016745,0.842892335,0.790413293,0.822240113,0.838080485,0.71150147,0.752025557,0.803319183,0.680121634,0.904534727,0.89356657,0.984007269,0.835266376,0.81506599,1.074528409,1.005438201,0.983253754,0.930306294,1.003351044,1.011752958,0.724260965,0.955588411,1.381580141,1.03880349,1.496023669,1.196741387,1.040776605,0.884030464,1.050072351,1.0509349,1.128350559,1.11262887,1.316794688,0.944269264,1.149532874,0.777059946,0.880592012,1.224250504,1.074146203,0.987183305,1.011520326,0.98718793,1.003011873,0.995217629
DEOXYCARNITINE,0.837797737,0.82740023,1.214961524,0.802031012,0.946757591,1.010137121,1.008010558,1.205022631,1.095883621,1.297622789,1.073899886,1.194281268,1.139545699,0.961929033,0.768688109,1.062320225,1.199907921,1.06444697,0.88367366,0.979521026,1.060344373,0.837316008,1.177619425,1.073048761,1.03408162,0.800376502,0.910414237,1.019184933,1.288407435,1.260006009,1.0718938,0.936936986,0.762151305,0.782744831,1.042385227,1.181681108,1.107299536,1.203651843,0.973968617,1.159942442,0.946973667,0.926772988,0.869859427,0.982498282,1.016473489,0.984234782,1.012631384,1.012774711,1.013715673
DESMOSTEROL,0.979246545,0.951289434,0.956626536,0.983392406,0.860538986,1.019689733,1.002497443,0.98439973,0.944552248,1.159755963,1.049750025,1.036997731,0.996604585,0.977693616,0.87326688,0.994263795,0.969103325,0.806688313,0.915655636,0.921533392,0.96454137,0.886931775,0.937152543,0.907721908,0.84186624,0.887815117,0.906673258,0.979318106,0.881623449,0.82544171,0.992373338,0.923950113,0.879909701,0.872626839,0.965424926,1.049626669,0.882183106,0.916269461,0.870762555,0.867488445,0.981081,0.859079952,0.916541335,0.995742538,0.995758696,1.00179834,1.002331613,1.003508396,1.031849583
DG(16:0/18:0/0:0),0.932323889,1.188459622,0.82865358,1.029105419,0.853363495,0.81140371,0.984961682,1.084154018,0.917273557,1.212602676,0.984977476,0.858177353,1.298192961,0.906918314,0.769890088,1.015100878,0.836039098,0.977406835,0.999172561,0.962188177,0.830784538,0.921174247,1.085604312,0.896002783,0.962268124,1.189455702,0.997021529,0.922920122,0.994503669,0.982981159,0.885747978,1.067992751,1.04321143,0.85489522,0.89952088,0.985045871,0.992297872,1.016223642,0.965214186,0.868779514,1.282601156,1.047881952,0.939246322,0.992222851,1.007611128,0.992650203,1.019992824,1.02023175,0.992500857
DG(20:2/0:0/22:6),0.964309374,1.024108394,0.849107754,0.925587571,0.812849173,0.98359788,1.046465332,0.922662365,0.909020779,1.122369649,0.914996377,1.242201636,0.821321274,0.956794209,1.077500442,1.005651672,1.152857862,1.126564839,0.916723919,0.909975803,1.029986438,0.930046033,1.099678534,0.926256777,0.97803362,0.94254395,0.895047254,1.098081094,0.907257427,0.862783264,1.050969932,0.840871029,0.857096108,0.809748983,0.910243607,1.058889219,1.003604084,0.903213185,1.017332293,1.087981633,0.959585419,0.830149996,1.04398463,0.986698055,0.996368149,0.987935989,1.011140773,1.003563512,1.015249281
DG(20:4/24:0/0:0),0.450260085,1.509969011,0.705761871,1.164682261,0.827870275,0.395585045,0.909418825,0.986231255,1.494564473,1.057449769,0.793456733,2.180089218,1.290642108,0.93943944,1.529863417,1.691630771,2.024536774,1.420817873,1.800339259,0.518771829,0.596179969,0.753603582,0.273572485,0.362338686,0.81766732,1.032465923,0.56104345,0.368795889,0.424280906,1.508618046,0.869740152,0.390126493,0.586350437,0.454908242,1.453356061,1.319422383,0.526398311,0.396663455,0.588250389,0.684750602,0.621345364,0.761601077,0.696384691,0.982870843,1.001183268,0.982454827,1.016511104,0.984061342,1.241571698
DG(22:0/0:0/20:4),0.341805486,1.011393514,0.529752199,0.904583203,0.626752337,0.350604119,0.590555101,0.848515893,1.678491347,1.128395554,0.704569457,2.106537277,1.317449407,0.820597945,1.246947068,1.566606965,1.671100907,1.237164424,1.861745273,0.450469219,0.43131633,0.664084785,0.489842801,0.264880116,0.700907068,0.766535746,0.408374506,0.341380226,0.267751764,1.550423582,0.842658378,0.48759425,0.480116101,0.489465836,1.472363705,1.50084416,0.535350961,0.426800234,0.362005761,0.591354775,0.750495766,0.554832308,0.562938078,0.988768441,0.98613896,0.986143748,1.011963016,0.987342296,1.040221754
Docosatrienoic acid,0.883770733,1.264073201,0.860303725,1.259859582,0.669283884,0.973032262,0.999484795,1.049825329,1.294192471,1.159116828,1.01899487,0.944118693,1.142810458,0.875792644,0.776349345,0.874278945,0.902654245,0.887016842,1.139077521,0.810569414,1.12356586,1.035248735,1.143977772,0.937853569,0.800070294,1.002022233,1.220677693,1.074182853,0.799017899,0.736451334,0.928753247,0.932604711,0.925036843,0.802243032,0.899526892,0.946316795,0.912374964,1.029745485,0.831657068,0.918234745,1.228125116,0.958993451,1.0029352,1.007182745,0.992920998,0.999654864,1.051863573,0.994270834,0.986308923
Dodecanoic acid,0.958876468,0.976577557,0.709201811,1.613265508,0.261398918,0.454334412,0.644848759,0.654711586,0.4920045,1.126844459,0.543841768,1.146371509,0.66313612,0.418673213,1.436350454,1.709193153,1.349494662,0.882990365,1.329769782,0.974199872,1.140685624,0.900066906,0.741382979,0.889110175,1.299310584,0.946280988,1.076156006,0.818730477,1.015261382,2.048835666,1.29803352,1.154807245,1.032526339,1.041108963,1.000778997,1.842750823,0.834145852,0.979610918,0.969975815,0.970783839,1.423748199,0.607879629,1.031566906,1.019067945,0.978654846,1.145480762,0.998570867,0.981883237,1.017531405
D-PANTOTHENIC ACID,0.941770261,0.80745621,0.918334244,0.910268303,0.915112532,1.68872144,0.838682769,1.102106677,1.296642089,1.852656357,0.819292114,0.79025556,0.846208289,0.801117006,0.75778983,0.749114514,0.976537611,1.489416498,0.767678444,0.662922131,1.082852339,0.776018523,0.737864852,1.007160443,0.789976862,0.92299287,1.105443881,1.099791608,1.486280038,0.824400866,1.021853735,0.663583254,0.890492897,0.73219434,0.882811941,0.628618822,0.938660992,0.850949297,0.678536724,1.443483541,0.657260475,0.869305905,1.341947373,0.972258732,0.974339221,1.102916684,0.972215256,1.006489151,1.020685921
dUMP,0.933079954,0.98763214,0.961911236,1.143454302,0.892238862,1.047121783,1.051288626,1.062289147,1.009941937,1.022849223,0.95544379,1.035804344,0.976900975,1.032993272,0.958620951,0.937421447,1.072006938,0.994331578,0.951776895,0.899433881,0.97616841,0.951042675,0.990096645,1.00409309,0.941712913,0.939336489,1.010268248,0.920734619,0.981687679,0.924567465,0.943030328,0.857254879,0.809135304,0.894412423,0.922113598,0.979779729,0.965067212,0.984977713,0.907766585,0.992365405,0.945309626,0.902821668,1.011236667,0.975629662,0.994795157,1.013387963,1.005074134,1.005280095,0.99460047
Ergothioneine,0.731316067,0.605960715,0.862293376,0.615205809,0.716497593,0.734875327,1.07022248,0.898040937,0.894574815,1.022918972,0.817124479,1.035301877,1.004327026,0.982763649,0.991550507,0.953268772,1.082377475,1.634915279,0.834851809,1.105027877,1.104566547,0.835725602,1.022428091,0.688360674,1.026604999,1.249456427,1.029051665,1.473904779,1.024795663,1.14795153,1.064928359,1.078657397,0.930485387,0.798639876,1.271757653,0.734715566,1.19210625,1.428928817,1.007242968,0.81778146,0.973399839,1.166766244,1.144809886,0.989193486,1.053967669,0.992732779,0.952107054,1.012454508,0.990919937
gamma-Glutamylglutamic acid,1.008080163,0.884156712,0.797816502,0.731790369,1.222823036,0.757117112,0.96148046,0.814577297,0.730430135,0.9322113,0.818887226,0.797301311,0.79688174,0.823717131,1.412049406,1.051359876,0.786159535,0.993355595,1.091120275,1.216079848,1.017368854,0.957108965,1.102698857,1.178412819,0.887846439,0.757589061,1.026451215,1.095944302,1.303514241,1.023183927,0.916557843,0.942961589,1.130254893,0.966285491,1.153917429,1.276060375,0.92897026,0.912872049,0.919661405,0.837004295,0.989282432,0.969162924,0.803806937,0.987772096,0.988476533,0.988203896,1.010852289,1.092697944,0.989526565
GLUTAMIC ACID,0.951249552,0.910651863,0.923760748,0.908924573,0.958141939,0.943921962,0.939138653,0.948467631,0.958693168,1.070620761,0.925943361,0.963092839,0.868303438,0.933169335,0.981037287,0.999011881,0.975276725,1.065715333,0.978645524,0.967569563,1.018439525,0.947360717,0.972801179,0.962514401,0.951918182,0.902276663,0.965911237,1.032034805,0.932737779,1.017058046,0.967099095,0.990753067,0.952625917,0.891407659,0.95908009,1.018576784,0.98388525,0.984565706,0.986350158,1.035565083,0.987466101,0.903857231,0.94640835,0.987476239,0.996875717,0.996859506,1.003076313,1.003000076,1.003025184
L-GLUTAMINE,0.984262367,0.946096036,0.943591415,0.929886515,0.798084055,0.8436853,0.821792664,0.956723346,0.960663931,1.168247842,0.934149612,0.867034483,0.748635643,0.975982946,0.888813728,1.031482872,0.992176355,1.166164109,0.899586771,0.941573538,0.9835551,0.963503626,0.986758767,0.924609239,0.979785332,0.955816699,0.981135073,0.897010491,0.731687568,0.930135267,0.924716245,1.026120128,0.924308997,0.990394952,0.982249987,0.99065299,1.088194038,1.062526512,1.040726808,1.031510327,1.02030604,0.980326854,0.948405118,0.985799365,1.002060639,0.996984662,0.997632348,1.002894343,1.002903871
GLUTATHIONE,0.731152131,0.807048089,0.927680623,1.116571336,0.758267535,0.770512635,0.841584578,0.654013671,0.541660133,0.713339116,0.8167552,0.600880064,0.768783553,0.700298863,1.41846798,0.657166466,0.811497438,0.441936346,0.939709312,1.291654051,0.896833663,0.889668895,0.766601456,0.929286437,1.099148208,0.750810456,0.9356912,1.035498986,1.250255362,1.21174044,0.904779323,0.655047414,0.595872694,1.027252854,1.12701415,1.455369293,1.080734745,0.667577818,0.825886276,0.676941016,0.713283996,1.105060223,0.822386913,0.926357166,1.012348085,1.01288943,1.01072255,0.988619291,1.060314981
Glycerophosphocholine,0.581558634,0.538871414,1.022648333,1.397971575,0.572076035,0.56019436,0.82085978,0.757718795,0.806085122,0.642023336,0.906005719,0.727416655,0.559875743,0.949086239,0.890355063,0.702281086,1.513064273,0.253901104,0.842352986,1.077859398,0.926195175,0.683189696,1.124725952,1.263441925,0.838117012,0.586490321,0.911619955,0.920306493,0.786063495,0.94391105,1.097319883,0.399070884,0.400649022,0.854043776,0.947527753,1.533241373,1.015773553,1.032618654,0.660974135,1.448266096,0.480933891,0.91036689,1.037463514,1.033842533,0.986005578,0.982322889,1.0117239,0.987818226,1.058985024
GLYCINE,1.049775101,1.122571024,1.107405791,0.69270328,0.997657705,0.704687976,1.08048252,0.881891194,0.966326165,1.184842693,0.571165324,0.851566356,1.232301546,1.104758588,0.567600748,1.039302396,0.975554505,0.832908547,0.641536907,1.117677492,0.99498233,1.087789675,0.983692788,1.104598454,0.982039455,1.008922779,0.841574668,0.679259643,0.699834635,0.772270578,0.965921073,0.985105252,1.358211751,0.893403025,1.001834748,1.248291886,1.311587786,1.047251886,1.272949414,0.611247708,0.666221034,0.720990112,0.891034809,0.942432887,1.051809318,0.722790922,1.219783899,0.957521031,1.010100794
GLYCOCHOLATE,0.979404393,0.751209084,0.722737946,0.993381601,0.661363626,0.704509191,1.099434446,1.058672116,1.221730511,1.40206077,1.010999081,1.162739335,0.997601055,0.782869309,0.928491642,0.904563343,0.933872061,1.369724116,1.077270399,0.58235795,0.880228501,4.210400626,0.71189334,0.822102009,0.684344183,0.76571404,0.856679724,0.864923687,0.623325097,0.505648899,0.806223369,0.745959338,0.903291934,0.656190371,0.906154487,0.901178869,0.852900536,0.887463186,0.690567686,1.295625497,0.926939605,0.64784884,0.83472204,0.986220187,0.999505971,0.985235659,0.985187161,1.011471194,1.011477926
GUANINE,0.988286515,1.000570811,0.807270095,0.734183411,0.988920319,0.811590793,0.766573692,0.589951762,0.736412247,1.029252063,0.814799423,0.671392872,0.682273088,0.883721126,1.121094464,0.834122008,0.737425969,0.874034491,0.845673227,1.008408111,0.929512678,0.82395095,1.057039048,0.934084269,0.967173958,0.62082518,0.823093626,1.103122877,0.751656537,1.319407224,1.054796837,0.768064673,0.997578549,1.001877562,1.021138153,1.325007544,0.728267895,0.941593118,0.644592493,0.979972131,1.035413129,1.012957279,0.755670167,0.97142122,0.978165694,0.972832357,1.088496065,0.976360696,1.019707563
Guanosine,1.02272117,0.914572522,0.894597434,0.960875302,0.996057863,0.999017426,0.966943066,0.816960269,0.8133661,1.191432549,0.949390911,0.97241469,0.93367012,0.90913446,0.959232216,0.911349633,0.958738535,0.90323879,0.910089745,0.930608017,1.029658437,0.900151164,0.932348981,0.906659419,1.17972439,0.767626121,0.963276118,1.166827338,0.996313471,0.956730073,1.15422433,0.829122521,0.828828128,0.91530504,1.013599931,1.058597233,0.926652664,0.982119757,0.860285942,1.019572731,0.784994737,0.801008598,0.806426392,0.93100851,1.008384236,1.005650409,0.991920262,1.007779105,1.022516975
HISTIDINE,0.962063999,0.977918644,0.781290152,1.044942118,0.86528472,0.890490188,0.973580192,1.118116435,0.90650047,1.164100658,1.071985097,1.127759611,0.846843195,0.966299635,1.070798955,0.980489009,0.921409708,1.163645357,0.891524545,0.937629311,1.031836424,1.063590591,1.029127008,0.881415925,0.964933126,1.095117798,0.962144783,0.918527247,0.92997522,1.022009498,0.974750532,1.071670646,1.026477866,0.863073673,0.885119173,0.904390285,0.875499469,1.06640608,0.950990349,0.974495435,1.099425784,1.191598367,0.972896128,0.993434526,0.993609416,1.006111078,0.989743774,1.007388802,1.005705185
Homoanserine,0.951251816,0.785670333,0.775313812,0.750279353,0.765874348,0.754081109,1.131764415,0.84021419,0.90831748,1.126327464,0.938251012,1.101418864,0.834542203,1.02682968,1.008939108,0.673557024,1.043591787,1.186397097,0.760956038,0.807942104,0.919688825,1.021991175,1.000345556,1.026239633,0.900561123,1.134914992,1.042311004,0.989751012,0.750786066,1.223257337,1.068126026,1.116028731,0.833874338,0.76462925,0.878359251,1.016580779,0.757011909,1.066131705,1.0850888,0.836029842,1.076572175,1.019004131,0.885496194,0.990739459,0.969646641,1.007239786,1.008706665,1.033524226,0.999743102
HYPOXANTHINE,0.825191972,1.326334706,1.049618208,0.954481608,0.962074634,1.048871334,1.012831925,0.95132944,0.9432573,1.166043722,0.866921437,1.290316982,0.996926682,0.86292761,0.684166025,0.887474962,0.959849117,1.005145113,0.900897169,1.091337422,1.093410015,0.933204254,0.942765882,0.768483122,0.889022822,1.005616966,0.937381423,1.136503653,0.963114779,1.1627713,1.169471936,1.060115525,0.880043761,0.781391351,1.115237688,0.814273616,0.888179384,0.707798961,0.937288607,1.161671222,1.027376218,1.090201765,0.803042924,0.987687325,1.010884607,0.974252256,1.011263171,1.011178397,0.986862924
INOSINE,1.037344868,1.080586305,1.042794266,1.114108981,1.037027299,1.001663601,1.086256489,1.049583469,1.17144226,1.17068518,0.820926835,1.017607042,0.777124792,0.978921417,0.728530365,0.970515037,1.337064496,0.836547038,0.911910546,1.072922355,0.897647737,1.074921681,1.218181976,0.755816752,0.82467303,0.827210511,0.943243275,1.058885304,0.974560506,1.306501188,1.07916323,0.887296333,0.834600243,1.027774658,1.280714336,0.958320626,0.807471143,0.784323188,0.841491,1.295946645,0.971188193,0.984414564,0.90645321,0.896975533,1.011452343,1.012698944,1.043911868,0.988249938,1.012640769
JASMONATE,0.762302592,1.089464473,0.806604987,1.091715276,0.798914048,0.861832964,0.859091657,0.798368931,0.974318522,0.955346514,0.875323315,1.138693296,0.899819219,0.90252456,0.977577316,1.087292822,1.094777997,0.942665152,1.046586937,1.032063662,1.061480474,1.099329132,0.858465163,0.84252672,1.160885443,0.769223631,0.92189466,0.910372712,0.964282918,1.080438416,0.991459085,0.870939149,0.840344663,0.891397426,1.182279577,0.887919124,0.908411464,0.778700609,0.787999449,0.86122507,0.88106246,0.844695891,0.946535359,0.851326279,0.982925797,1.020900623,1.014484793,1.014467383,0.985364566
L-AMINOCYCLOPROPANE-1-CARBOXYLATE,0.93677583,0.927130678,0.877339962,0.817666589,1.06412054,0.976558184,0.96247489,0.988952662,0.938176232,1.118629393,0.961459395,0.908553145,0.883819417,0.893360062,0.924672766,0.932435373,0.885215544,1.003343438,1.082070828,0.891659563,0.924991402,1.010610818,0.90915724,0.940271726,0.888314302,0.863795217,0.913541703,1.016633974,0.941572699,0.959124018,0.955628539,0.936451753,1.039827488,0.927928233,0.889491631,1.116203129,0.911442782,1.020822078,0.935947741,1.079704369,0.936172732,0.980256637,0.901069391,0.997821948,1.013071,0.981568153,0.997832893,1.002126599,1.002113295
LAUROYLCARNITINE,0.724741631,1.111130182,0.698172136,1.200898909,0.459443131,0.621452763,1.141865728,0.869167612,1.487962758,1.353017365,0.887650188,1.212737963,0.896763433,0.980753869,0.884626369,1.076300506,0.805578078,2.118644679,1.157716155,0.538081101,0.89244231,0.782116746,0.996084498,0.664486863,0.716852707,0.649594959,0.985233924,0.998543992,0.503970176,0.447785087,0.831738553,0.741117964,0.780601834,0.520648317,0.793710557,0.836044292,0.751923315,0.794445635,0.474544334,1.664762364,0.882572203,0.571839388,0.871064868,0.989821057,0.992057131,0.990193432,1.060240829,0.99003274,1.039320078
LEUCINE,0.947834537,1.00889599,0.950781976,0.973780841,0.884008893,0.982109792,0.944027357,1.022164624,0.856284475,1.247123168,0.831559645,1.288835634,0.959683289,0.94538682,0.763666828,0.856771891,1.022480484,0.889245089,0.853211965,0.736666444,0.956702781,0.883770206,0.885626985,0.836884513,0.951604009,0.80181375,0.873506613,0.932279448,0.800320446,0.834529459,0.964593523,0.787258124,0.726336069,0.889200784,0.829592803,0.862875042,0.943872557,0.941599622,0.880428926,1.077600682,0.882063876,0.842777173,0.9444904,0.906470394,1.010915322,1.010344634,0.989123086,0.989966999,1.022529984
Linolenelaidic acid,1.233731948,1.236962944,0.956115553,1.341379238,0.927275216,0.85500065,1.135795693,1.236156796,0.821427657,1.596443476,1.102732857,1.16911424,1.090713483,0.819201153,0.989918178,1.083351566,1.066498264,1.043254194,0.99808763,1.035441267,1.165514092,1.023854099,1.085256135,0.911004463,0.765081173,1.00655843,1.280427403,1.367001088,0.908913106,0.771487178,1.032604228,1.038905203,0.924402903,0.830438175,1.096692251,0.888914902,0.906168935,1.017728373,0.889704023,1.03546973,1.111572366,0.936992603,0.797307631,0.98380269,1.014837103,0.985805684,1.013849631,0.997465392,1.249073629
Methionine,0.898437621,0.991586162,0.926188381,1.009577142,0.786620245,0.960624928,0.971891932,1.052030507,0.891934623,1.433574072,0.820061377,1.186589454,0.87345976,0.933439196,0.785128966,0.865552605,1.015307676,0.895844429,0.848619303,0.747656546,0.944283662,0.872589283,0.856420517,0.844569937,0.767163764,0.757896119,0.773886469,0.785006585,0.677720853,0.745722941,0.849813143,0.78228442,0.800885724,0.733484613,0.736102423,0.881201435,0.885585802,0.945962741,0.808729348,1.135523741,0.943007866,0.815584349,1.013845867,0.946371663,0.989602423,1.009229447,0.99047194,0.990526891,1.008784553
L-OLEOYL-RAC-GLYCEROL,0.9253429,1.10450081,1.067172009,1.3116204,0.661368763,1.160813497,1.039536588,0.788989441,0.869448956,1.263446702,1.301772658,1.338875555,1.132525987,1.293603924,0.951527026,0.950023495,0.995196476,0.959509996,0.886798614,0.881210945,1.13462546,0.945049636,1.074854093,0.719907293,0.92630816,0.846482838,0.88344546,1.337117856,0.760174328,0.58226344,1.140509903,0.783659455,0.729770273,0.79582563,0.958503246,0.866479775,1.02672536,0.885418467,0.856735304,0.883566258,1.328602219,0.985547678,1.096573799,0.994054867,0.994153346,0.99435132,1.005490507,0.994666874,1.021326901
LYSINE,0.930136042,1.039907331,0.935125218,0.884697825,0.920040655,0.960609467,0.951608173,0.991283192,0.793346653,1.376468761,0.920831798,1.222681488,1.022761709,0.913734552,0.797770604,0.836861291,1.063339357,0.833444579,0.903686648,0.956177862,1.005149369,0.939491163,1.010039975,1.054685602,1.012660339,0.93551508,0.997411303,0.939969574,1.088562838,0.888882137,0.881881806,0.889007431,0.906051231,0.860998687,0.861906914,1.019759669,0.954812995,0.995763555,0.878652479,0.945949519,1.085051928,1.042184106,1.104634293,0.997263403,0.997279207,1.002599114,0.998718305,1.002612263,1.002592214
LysoPA(0:0/16:0),0.933601025,1.13015215,0.928520371,0.873578916,0.904625246,0.794251247,1.058039664,1.002658497,1.008900756,1.001149663,0.840285751,1.030323722,0.805432119,0.983416343,0.910191234,0.969074583,0.867519944,0.858073193,1.104590446,1.005843969,0.932559208,1.037981201,0.973535727,0.784461639,0.902204618,0.852706715,0.891878236,0.930470718,1.031990984,0.941122883,0.98645686,0.956028588,0.981273117,0.996010355,0.831197212,0.962747964,0.888695142,1.006597221,0.957010338,0.965444035,0.917924464,0.989771136,0.977174031,0.817519028,0.992581749,0.986165913,1.014713078,1.014466922,1.01274792
LysoPC(14:0/0:0),0.885385811,0.952583673,0.892950367,0.879147137,0.960896242,0.957250683,0.885692477,0.908804666,1.030003692,0.919883024,0.800605174,0.898321883,0.874809876,0.761682422,0.949092147,0.834951932,1.130048064,0.943239401,0.967489131,0.967833803,1.010842437,0.92779965,1.037443708,1.060399976,1.021475816,1.077274031,0.97085067,0.914573727,1.095716266,1.116629859,1.061789593,0.95666875,0.968295441,0.813661006,1.036763339,1.045104501,0.899684093,1.062206509,1.154216027,1.064460195,0.967201265,0.907400802,1.063128285,1.00703399,1.055346671,1.006825599,0.979932263,0.992833384,0.993189405
LysoPC(16:1/0:0),0.853865085,0.899750636,0.900271046,0.851369685,0.983778533,0.986982419,0.999410632,0.969642281,0.935047067,0.998095983,0.874964223,1.195388331,0.828379835,0.931043411,1.002621955,0.92589187,1.197786898,1.034905017,0.86385525,0.965683267,1.037649429,0.966671727,0.989553144,1.094759525,1.17760931,1.021343845,1.094077656,1.098407555,1.174128937,1.073433822,1.081526564,1.012719174,0.88342526,0.915816812,1.068877277,0.926237561,1.037288112,0.971879533,1.102996318,1.144821963,0.888218437,0.812542164,1.017426536,0.971971674,0.998388565,1.002100406,0.997877237,0.999334183,1.013278652
LysoPC(18:0),0.951568074,0.951128965,0.837585477,0.883835714,0.844033581,0.836843384,0.922562704,0.925624436,0.938090433,1.10990963,0.770053001,1.030580658,0.819942266,0.727693163,0.832180506,0.814939325,0.926963131,0.855127094,0.817322468,0.94505556,1.010609643,0.970182681,0.94413434,0.91014533,0.973933547,0.951148095,1.091996603,0.992668054,1.055276953,0.863615324,0.994371393,0.96326283,0.819008869,0.91575245,0.940676983,0.941374003,0.927996936,1.024242049,1.064514986,0.948314114,0.992467505,0.882741678,1.012507184,0.92366148,1.010561565,0.989879138,1.009644905,0.990719619,1.009105091
LysoPC(18:1),0.95459491,0.970573326,0.881091601,0.864413308,0.946144256,0.977204782,1.065221521,1.056680976,0.965362421,1.18206877,0.85227996,1.16147725,0.897779059,0.893070935,0.930342753,0.981951225,1.039997404,0.974010702,0.835180484,0.932536224,0.957216235,0.958165047,0.93710444,0.952746715,0.956213013,0.862381119,1.025687235,1.03002533,0.940636837,0.899578824,0.998313255,0.934227192,0.906297638,0.903584262,0.920718238,0.883821491,0.917969165,0.939032587,1.007764296,1.014194936,0.922223656,0.798695388,0.985018459,0.975613733,0.989053775,1.010335468,0.997258681,0.993043597,1.052063214
LysoPC(18:2),0.835528224,0.824457961,0.958683342,1.019317531,0.805245659,1.202620625,0.889997941,0.969636472,0.888690306,1.312450863,0.726530205,1.206542217,0.844532305,0.731407232,0.966036341,0.908075239,1.114979571,1.055975223,0.691762697,0.978344199,0.927936741,0.985078973,1.071296849,0.990832953,1.282852587,0.94150579,1.36443098,1.274565172,1.112787095,0.909913068,1.090453554,1.138042526,0.867313015,0.77399419,1.276591456,1.008021553,1.139197428,1.163059688,1.202721227,1.218767946,0.928705136,0.927231855,1.134097803,0.991933223,0.959076531,0.998531161,1.007730777,0.997929276,1.031841439
