,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
LysoPC(20:4),0.953361037,0.91439241,0.859536804,0.799494144,1.051870011,0.929501362,1.018397174,1.167762096,0.982864447,1.367894582,0.744844918,1.295667671,0.915581455,0.870069615,0.873660253,1.044760326,1.021431297,1.120649758,0.771609054,0.844153689,0.853499248,0.94373723,0.928561153,0.786668056,0.938804361,0.733803078,0.915993437,0.943051209,0.808100185,0.90360698,0.999208557,0.893654916,0.926864052,0.880430455,0.859262891,0.903766448,0.814315216,0.919635328,0.932215574,1.001024185,0.773345811,0.72758024,0.917765829,0.985739931,0.986057676,1.012739133,0.988306568,0.996623874,1.063907974
LysoPC(22:6),0.976051349,0.942530279,0.833171135,0.726243904,1.110192146,0.993366366,0.979574635,1.075186926,0.862198371,1.151918503,0.668683095,1.210012764,0.714676472,0.777785621,0.861793325,0.940195664,0.97498906,0.990978369,0.761652059,1.015275688,0.975262377,1.097667246,0.994918983,1.018221583,1.092949375,0.926192407,1.147193246,1.106025738,1.130134116,0.958339765,1.049814971,1.113648243,1.120492159,1.048480512,1.095029972,0.819233717,0.871245638,1.079751815,1.233008307,1.150429568,0.843869339,0.870330696,1.001448771,0.924210529,0.985561501,0.986551897,1.012824306,0.98770315,1.034840684
LysoPE(0:0/20:0),1.165848501,1.544428514,1.112736058,1.492437516,1.050817427,0.856664435,1.030165286,1.197424502,1.302366208,1.446172403,1.334185122,1.213064883,0.525129916,0.804758904,0.534775857,0.653661541,0.368604573,1.09903771,1.619950652,1.055388815,0.574136143,1.021419491,0.568069455,0.382518329,1.12948656,1.126063894,0.844660768,0.608128046,1.115838036,0.76454861,1.306785307,0.470259458,0.650645726,1.322162044,0.984311991,1.270166155,0.623076074,0.897577269,1.18197175,1.118520261,1.021838115,0.580419222,0.79238097,0.808664071,1.030523869,0.97644995,0.979473869,1.01858833,0.994376083
LysoPE(0:0/20:1),0.935731927,1.204476681,0.869871673,1.141214964,0.703601056,0.833033089,0.994603432,0.950987367,1.127472131,1.217018309,1.017601152,0.98071157,1.042846824,0.855147764,0.763420284,0.939593222,0.838386657,0.911776756,1.05220839,0.837696321,0.991030136,0.932840077,1.070238778,0.92807113,0.755634212,0.988937763,1.103682132,1.036799682,0.760417444,0.641208498,0.914173437,0.836219875,0.870054224,0.907084738,0.771580699,0.877843641,0.951729718,0.962432677,0.808267827,0.872859941,1.241062221,0.87094654,0.991913088,1.001961113,0.99751817,1.00170857,1.002397994,0.997571671,1.014750888
LysoPE(0:0/22:0),0.917080034,1.570920577,0.982535995,1.130392674,0.983145404,0.851992416,0.565035684,1.154308833,1.299258999,1.638814303,1.206234085,1.110285626,0.471365686,0.670897881,0.790800429,0.518878525,0.524179326,1.041840734,1.494046054,0.809321506,0.332278854,0.72435774,0.537090887,0.598693081,1.062729546,1.012288126,0.785997867,0.547175461,1.062067664,0.884777496,1.166651383,0.367188907,0.56858472,1.259603342,0.873373528,1.535971564,0.819293087,0.798240234,1.128682101,0.772104133,1.361598124,0.508046021,0.714520031,0.757728171,1.02030768,1.021105891,0.97594822,1.020814485,1.021201167
LysoPE(0:0/22:2),0.947679349,0.942790481,0.898973606,0.899809203,0.764074369,0.829298797,0.954599838,0.963777994,0.785581915,1.11462412,0.915634481,0.970249053,1.037578391,0.916481767,0.954440097,0.928440654,0.9864316,1.01818398,0.97419137,0.88333513,1.034070649,0.941882134,1.01276376,0.871324926,1.014303531,0.984372811,1.069340292,1.014479948,0.87312807,0.844989912,1.093941692,0.949712921,0.879488632,0.838680632,0.924885408,1.129973334,1.028120732,1.061294364,0.895632372,1.022679447,1.028239607,1.050371279,1.008935222,0.995468617,0.995396467,0.995557278,1.008247853,0.995443791,1.004193173
LysoPE(15:0/0:0),0.899404861,1.7863484,0.840224418,0.94800477,0.743776685,0.762634337,0.935508482,0.953152301,0.940929927,1.075492108,0.932035603,0.994771992,0.898075582,0.971745294,0.698172459,0.809626982,0.880827779,0.541038038,0.861484706,0.783715523,0.921632755,0.842039687,0.709143034,0.950769158,0.873300892,0.855804858,0.949022319,0.918215257,1.018258515,0.7690332,0.836112462,0.704558866,0.818766047,0.854291318,0.717020587,0.894773634,0.804246426,0.864213602,0.771247254,0.854826818,1.080868776,1.009180658,0.906841621,0.988079009,1.067729239,0.988252484,0.988635133,1.010609447,0.989023445
LysoPE(16:1/0:0),1.174754445,1.175302416,0.92111009,1.174702804,0.898426938,0.871915274,1.090555939,1.078210586,0.788604538,1.429751538,1.019600231,1.120592668,0.933095071,0.847534723,0.900735638,0.957801319,1.149762181,0.963965183,0.78438765,0.911803681,1.136171342,0.931888209,0.941254827,0.841747509,0.795506557,0.829793903,1.208154131,1.278371548,0.799812927,0.675739439,0.894303389,0.800488329,0.877229739,0.890042132,1.028262522,0.801897487,0.865454747,0.878407814,0.900433658,1.027004277,0.971875744,0.749305832,0.824942714,0.979878174,0.983802949,1.005661004,1.017704248,0.983581978,1.124078421
LysoPE(18:0/0:0),0.870523983,1.048117693,0.820994945,0.976688478,0.899779421,1.018943042,1.053502162,1.00844261,1.000979042,1.1710544,0.90347319,1.246717237,0.906712071,0.852136854,0.986709017,0.961277005,1.028670305,0.972153691,0.90917261,0.901139815,0.974285094,0.915857314,0.906950967,0.949367281,0.992296245,0.958487251,1.050203233,1.023160634,1.003765908,0.94265773,0.998300744,0.89132201,0.862500793,0.866869022,0.931748512,0.909439687,0.902310529,0.889575435,0.976527946,1.01901319,0.85792351,0.833091106,0.937423776,0.989713134,1.002972634,1.015011816,0.997015794,0.996980629,1.002875286
LysoPE(22:6/0:0),1.002240941,0.961867647,0.973951122,0.924691302,0.976268448,0.973802407,0.980785104,1.040674992,0.91054296,1.096611375,0.932017475,0.988424597,0.959992783,0.973969861,0.924492489,0.967754436,0.971681139,0.993819877,0.931277988,0.93794476,0.97133413,0.931980446,1.000001032,0.993554028,0.985338765,0.920693474,0.964633712,1.020741027,0.976101796,0.95980691,0.990253773,1.007557295,0.961612533,0.967859412,0.945910203,0.947922072,0.924256711,0.949129441,0.959706535,1.017188673,0.971278098,0.935047536,0.992667937,0.977750354,1.00150325,1.001044761,0.995767797,1.004049005,1.004044796
LysoPI(18:0/0:0),0.992726609,1.006625708,0.925875571,0.852606192,1.279396206,0.848634159,0.828793061,0.995818063,0.793611045,0.853303844,0.910413386,0.918224905,0.862225434,0.98143089,0.890164968,0.954794414,0.904007369,0.750493752,0.985603299,1.126451706,0.973772694,1.148814853,1.092511034,1.116629934,1.317250039,1.017619133,1.084973026,1.028244204,1.178816888,1.066916584,1.099697317,1.247678164,1.131478434,1.062591747,1.035638933,0.88430235,1.018823554,1.041577245,1.139367723,1.06099137,0.988185214,1.123040081,1.042077018,0.976128754,1.004040038,1.003962166,0.995753075,0.995848338,0.995812943
Lysyl-Leucine,0.817439513,0.678815461,0.707710811,0.878950558,0.607682038,0.607155514,0.838193708,1.019204866,0.927560744,1.500394176,0.797864902,1.181180328,0.804998508,0.885493521,1.149454767,1.048380622,0.863205032,1.513881894,0.854061053,1.126997433,0.802803422,0.897223487,0.883658285,0.853257908,0.799455956,0.776535942,0.978183426,0.85509136,1.150223433,0.780476868,0.847392899,0.766532421,0.910084184,0.852466041,0.938720623,0.904491021,0.901785423,0.787364767,0.93048323,1.015677214,1.184706595,1.196477702,0.892599703,0.987814892,0.987352928,1.010390347,0.9938028,1.011189678,1.073199523
Lysyl-Proline,0.870554369,1.042367582,0.8224963,1.513579576,1.697142368,1.787578975,2.070524583,2.378086769,0.333484586,2.030844041,0.911308578,1.943811585,1.162855224,1.770535628,0.375179715,1.521831721,0.878945789,3.970943922,0.63738246,0.357495463,1.574716657,1.248956819,1.046694415,1.399188191,0.981745648,0.55361526,0.826927427,0.066292893,0.444958958,0.544628602,0.51268265,1.956239415,3.198702596,0.997871907,0.73214024,0.6598431,0.389552261,0.462349485,1.569319003,1.820883695,1.768676049,0.460142484,0.748911892,0.987366191,0.988378442,0.949184663,1.051061979,1.030018869,0.988398821
METHACHOLINE,0.480404714,1.42014397,0.626761876,0.597657553,2.172527083,3.340489337,0.729888589,1.091640606,3.110557526,3.662418818,0.836480769,0.598631552,1.105859909,0.694502794,0.559163241,0.866450224,1.165672784,2.794147467,0.411910144,0.671203841,0.614932575,0.45471927,0.482055647,0.482598124,1.064595627,1.077775247,1.281538884,1.87661487,1.791988294,1.006193221,0.785258551,0.247035661,0.413194941,0.940764509,0.299499257,0.346147376,0.541669875,0.483635878,0.32039641,0.600712679,0.853980774,0.983489506,1.757197619,0.974281136,0.975809756,1.103710881,0.972649273,1.011448849,1.020045129
Methionine sulfoxide,1.191878552,0.884680944,0.900486308,0.720557135,0.613624805,0.701221194,0.748104435,0.594693272,0.877763979,0.811691027,0.635212384,0.662651347,0.682241684,0.476236662,1.241336287,0.80111224,0.956405556,0.976590477,0.769613734,1.354895206,0.88063918,0.779489048,0.990501132,0.967047096,0.853740416,0.93353709,1.0541622,1.781609412,1.019829098,1.212818338,1.30788528,0.803851317,0.954414757,1.09723941,1.128525344,0.772407117,1.699153677,1.184456673,0.764723998,1.082386455,0.89237631,0.852112605,1.164031408,1.011994666,0.986330296,1.073799397,1.002695835,0.986539776,0.953447756
Methyl linoleate,0.833084037,0.981578557,0.600896572,1.226935884,0.771098253,1.240395891,0.72750789,1.087725583,0.151273927,1.273072003,1.034594764,1.294785761,1.130421617,1.015660096,0.660509416,0.551314002,1.089164889,0.811318716,0.899807321,0.734625792,0.775059908,0.658541366,0.355622787,0.800947222,0.955704256,0.844938409,0.592968739,0.580479519,0.515213173,0.675867499,0.925912411,0.774625868,0.59181259,0.852474407,0.482914165,1.000211312,0.615370427,0.653026909,1.413769661,0.778533805,0.920933659,0.742762902,0.996241378,0.989526745,0.985750668,1.010906481,1.008648925,1.0097876,1.051740901
MG(0:0/22:6/0:0),0.894928034,0.940891991,0.836227954,0.978752347,0.934088844,0.891119071,0.925781609,1.08804946,0.982894567,1.115643417,0.887339124,0.887839848,1.029813476,0.854838118,0.865348673,0.981605574,0.814707933,0.914956017,0.782749276,0.872727463,1.047640245,0.963157258,0.99773172,0.927323284,1.011514896,0.965198407,0.976643029,0.869870096,0.96028387,0.985107945,0.965923872,1.019585061,1.007426567,0.842452644,0.877192605,1.005547349,0.774357553,0.988868408,0.840920819,0.937156375,0.972947769,0.964766972,1.079130638,0.994786038,1.029892885,0.995050258,0.994745445,0.994793801,1.004893063
N-(1-Deoxy-1-fructosyl)alanine,0.993452095,0.876467911,0.741708354,0.815290544,0.973959678,0.855709424,0.866616389,0.990749694,0.777058084,1.213428702,0.849140384,1.123430254,0.946583888,0.906766567,0.763036118,0.847864358,0.963972489,0.791052052,0.73066289,1.002898791,1.027458845,1.097061009,0.901852217,1.065564873,0.830439256,0.891840364,0.794067103,0.843994054,0.900074984,1.00201222,1.019240892,0.907948668,0.998471943,0.799326577,0.827602673,0.975478551,0.817888768,1.004026218,1.031241624,0.943101781,1.074468308,0.896997402,0.958968693,0.990004588,0.95337832,1.008822633,1.008561019,0.991812355,1.009517291
"N,N-dimethyl-Safingol",0.899280007,0.856537572,1.429800404,1.128090137,0.818741146,1.364994124,1.038496928,0.737731344,0.817152587,0.681663792,0.973397428,1.310474184,0.845476909,1.246820208,1.160817485,1.027447731,1.245172485,0.951024526,0.561614148,0.763128568,1.409378399,0.824475024,0.8349101,0.96176731,1.210207532,0.687002705,1.079649741,1.30442278,0.909113699,0.569186906,1.017234767,0.619585674,0.747652825,1.045735419,1.00243066,0.704756291,1.157284351,0.782360009,1.10719965,1.112722763,0.809907519,0.725011835,1.094297344,0.980568341,0.981052023,1.017160659,0.988442083,1.000961543,1.097000022
N1-Acetylspermidine,0.963310703,0.626585181,0.700508534,0.956572894,0.522073284,1.05876007,1.256228836,1.080409595,0.752522921,1.012656295,1.10501188,0.879650483,1.842325653,0.841828607,0.832949863,1.071671992,1.140968179,0.830216293,0.9939965,1.451146422,0.812562714,0.850701551,1.575953524,0.932693088,2.123821339,0.693760708,0.588521953,1.151510839,0.774323361,1.292744025,0.521421485,1.124423726,0.891616441,0.425457758,1.600567547,1.5485539,0.662376649,1.236258618,0.512172563,0.822494899,1.191570434,2.073141208,0.975468037,0.979029451,1.145739591,1.023472227,0.970806264,0.971475052,0.966993617
N-ACETYL-L-ASPARTIC ACID,1.188239384,0.711203169,0.945073198,0.785371275,1.082190952,0.920754272,0.868766762,0.808775933,0.820008564,0.833842269,0.728984664,0.83026741,0.845733014,0.734351136,1.018894321,0.977097813,1.012390693,0.845439537,0.847435217,1.030138493,1.036265572,1.038281684,0.931096616,1.044254473,1.019377824,0.773285216,1.053065353,1.403962542,1.089414224,1.560815648,1.257782459,0.992398182,0.959040654,1.004588667,1.108043498,1.151443745,1.129852759,1.313858308,0.970338409,1.053325654,0.835951954,0.891672399,1.17378693,1.135645709,0.987979175,0.987793535,0.987819254,0.994286265,0.987815198
N-ACETYLNEURAMINATE,0.944749779,0.939976867,0.722381951,0.858142635,0.93364882,0.821730804,0.881592028,0.951715601,0.850994609,1.124699318,0.828019419,1.049910601,0.939218653,0.85838608,0.8458644,0.874679466,1.004678647,0.746943122,0.824651128,0.893345768,1.050306751,1.057457509,0.96071844,1.04906293,0.83848313,0.920118176,0.901178206,0.820795977,0.919763088,1.025808591,1.00001829,0.864608862,0.907985383,0.833899384,0.929204806,1.180693313,0.949691294,0.988697112,0.967799004,1.022524508,1.080743796,0.949368955,1.072995471,0.961233219,1.00104005,0.99919748,1.004603535,1.006125068,0.995503488
"NE,NE,NE-TRIMETHYLLYSINE",1.062916972,0.882489352,0.801528472,0.895663346,0.888422979,0.870929924,0.912859022,1.032538123,1.004123803,1.248672015,0.768863078,0.945323408,0.912991689,0.859364558,0.749775349,1.000940377,0.929686845,0.724570358,0.856409324,0.910516466,0.816573967,0.919775812,0.909231255,1.14026266,0.935584069,0.954573298,1.090442028,1.002646581,0.825816619,1.032824241,0.856787462,1.090895587,0.857603748,0.846444138,0.846890543,1.105373093,0.938435732,1.040476233,0.916092535,0.838363018,0.877233612,0.886978357,0.823638406,0.954527002,1.009965255,1.011099215,0.988120432,0.988467108,1.010185719
NICOTINAMIDE,0.918566544,1.134831826,1.169396943,1.073204601,0.820759198,1.068320676,0.905122906,1.185185303,0.854900636,0.975494079,0.912305957,1.467332042,1.098615831,1.268250861,0.907374635,1.097858271,1.251265326,0.728292773,0.907093152,1.047202719,1.151256501,0.904467143,0.895207677,0.923390246,1.116454743,0.749690821,0.71453225,1.158715567,0.891800678,0.896980117,1.105553915,0.686611111,0.623249247,0.944709902,1.028150615,1.013131471,1.093495126,0.710149877,0.686386488,0.721097202,0.851201856,0.817223279,0.741230217,0.961336064,1.025926157,0.971573186,0.971130364,1.276685872,0.967099298
Cer(d18:1/16:0)( N-Palmitoylsphingosine),0.814292835,0.801517821,0.888479927,0.887563771,1.010796135,1.083120972,0.91259334,1.06477046,0.62278776,1.66937082,0.89044579,1.38629263,0.956124262,0.883985939,0.823259651,0.934679413,1.074770398,1.372847009,0.82807127,0.69307654,0.724934676,0.819149292,0.625865057,0.714452636,0.797968101,0.655117558,0.666454589,0.649964873,0.633286518,0.923070803,0.785102506,0.686547203,0.8663308,0.866152649,0.686167892,1.120392905,0.63714937,0.707961083,0.891963754,1.001845475,0.820696161,0.706798937,0.789730907,1.004104569,0.977359328,0.995853103,1.000410214,1.001879242,1.016694253
Octadecanamide,0.946800165,1.228457107,2.181675704,1.372164467,0.607619047,0.716131702,1.741348689,1.204448758,1.134774052,1.356823983,1.148385821,1.825982392,1.119791485,1.081069793,1.437758613,1.423761428,0.890916303,1.453755185,0.811882922,0.458087652,0.711344581,0.351355235,0.50149609,0.519676841,0.167194179,0.43273393,0.967073484,1.203918359,0.43581982,0.562592842,0.704541848,0.283684187,0.411216371,0.639755154,0.30910245,1.41807043,0.494447826,0.57828259,0.098323962,0.876255393,1.717100919,0.599291068,0.59059096,0.994372429,1.009903722,1.005988604,1.009518048,1.010085256,0.895528997
Octadecenoylcarnitine,0.952137223,1.017474906,0.769536994,0.9791938,0.631248708,0.758898568,1.083014077,1.063320959,1.138621475,1.432341591,0.947862628,1.32601506,0.962357431,0.83540445,0.859047847,1.026793542,1.099260112,1.30554103,0.931489319,0.676950181,0.885262784,0.809136846,0.973440721,0.877177364,0.832751096,0.744441323,0.912568207,0.932768648,0.768847073,0.574321186,0.944103424,0.816885692,0.691073935,0.646605655,0.825130105,0.935982202,0.895417045,0.970016986,0.754946805,1.152384115,0.965038628,0.686689412,0.942102284,0.914609117,1.01167272,0.988701004,0.989216475,1.01011186,1.009933909
OCTADECYLPHOSPHOCHOLINE,0.529310336,0.765975746,0.983817095,1.074887539,0.832654561,1.004107463,1.072704091,1.072351328,0.987786886,1.46864878,0.941797702,1.293340626,0.928224866,0.843175565,0.667147425,0.857436846,0.795975346,1.175543772,0.96885268,0.628563773,0.386824079,0.724861943,0.445217186,0.446518553,0.428657052,0.476029235,0.455578768,0.458438704,0.41611392,0.885528281,0.822782926,0.535839598,0.677696125,0.669428134,0.557878181,1.014072563,0.559355652,0.696747704,0.59593599,0.696507502,0.79049683,0.352616865,0.706135001,1.011418244,1.009637232,0.987709919,0.970372693,0.989372474,1.010010268
Oleamide,1.497020386,0.903458295,1.569449042,1.233068758,1.528419561,0.415508764,1.633108643,1.593176155,1.190192918,0.95398651,0.997278556,0.435835313,0.504672506,1.379911696,1.805166805,2.157500465,0.922069554,1.254204538,0.952271466,0.978483772,1.013580848,1.231940714,0.435838062,0.473352069,0.506406305,0.291563394,0.709447924,0.245077573,1.150722339,0.563303316,1.019932395,1.239156852,0.855334459,0.946218088,0.343730119,1.109082576,1.231957122,0.461897066,0.361779259,0.729303871,0.626849876,0.551679937,0.51133674,0.990141975,0.996193258,1.001125333,0.99046028,1.090118293,1.008907099
Oleic Acid ethyl ester,0.741316176,1.130429074,0.582638771,1.943118681,0.747119899,2.046020462,0.870242151,1.282456825,0.099238397,2.162610888,1.858845059,1.89631975,1.430006418,1.561141276,0.600269279,0.451752974,1.371964192,0.776856086,1.307921369,0.633800641,0.718291603,0.683319842,0.212525955,1.040326471,0.655839667,0.841786365,0.339289127,0.36606669,0.486753436,0.540566237,0.852780362,0.531965414,0.476683859,1.058430266,0.237610992,0.956038912,0.363942595,0.440213091,1.129756694,0.538617732,0.917994345,0.875912841,0.870146419,1.005450918,0.990575947,0.990391576,0.990770006,1.008642176,1.059682771
PA(24:0/21:0),0.865731525,1.126759229,0.814231831,1.387102207,0.768090703,0.997913092,0.976582852,1.029056726,1.242037498,1.134938123,1.163788104,0.895631063,1.135002594,0.999768358,0.916046279,1.024355243,0.912331042,0.91554278,1.097649072,0.848537965,0.777838023,0.775327105,1.034838709,0.843562756,0.803439315,1.084006975,0.998244895,1.006680726,0.86749615,0.849246787,0.878848709,0.994316635,0.804584532,0.922633141,1.067686425,1.170513409,1.112575491,1.242927626,0.933918488,1.053724657,1.173961897,1.035345378,0.917000257,0.994983543,1.010920181,1.004642291,1.004623646,0.973789956,0.995096472
Palmitic Acid ethyl ester,0.943130087,1.226609926,0.379597321,1.254795939,0.862545372,1.469778153,0.727370622,1.152730916,0.059664155,1.682150914,1.446884867,1.529924245,1.427415828,1.348079964,0.486111773,0.346369507,1.088748453,0.719350552,1.035225465,0.699375931,0.860722525,0.688974273,0.109063204,1.292990442,1.075650678,1.119971853,0.464151843,0.399502339,0.547707883,0.680956294,1.414257855,0.755957391,0.765695278,1.011547587,0.211165968,1.25704086,0.4087277,0.60440995,1.539487414,0.475508133,0.877780741,0.930367181,1.277355363,1.013701533,0.984388905,0.883804682,1.041816326,0.986411767,1.015132865
Palmitoyl carnitine,1.265036133,0.946890992,0.86761841,1.281185946,0.891471065,0.75816427,1.085740358,1.263640803,0.905985867,1.804208753,1.076929359,1.00320646,0.823815678,0.720371137,1.031962924,1.140118355,1.113337457,1.036130561,0.821073284,0.857525696,1.018641676,0.967074492,0.951401356,0.80999517,0.772665275,0.71703263,1.130603713,1.264990099,0.740911903,0.594579027,0.889674124,0.887165115,0.786527526,0.713604766,1.046489853,0.954488461,0.84526279,0.831285476,0.884987299,1.064328959,0.976686061,0.731264436,0.792443931,0.981179711,0.981947361,1.014491106,0.987182915,0.983784306,1.126933743
PC(16:0/18:2),0.828678107,0.828953617,0.987834175,1.019855562,0.925362506,0.931805345,0.789653913,0.93964947,1.108936845,0.754649554,0.895150842,0.849602172,1.060329347,0.986576361,1.107895945,0.988930358,0.981869412,1.015431579,1.165375049,1.098749864,0.832604499,1.155835819,1.041686381,0.995350828,1.112082537,1.207868656,1.04603353,1.009476315,1.056529174,0.976261925,0.996197622,1.184706729,0.984506897,0.937765513,1.120095858,1.181749386,1.087424418,1.421406108,1.012197616,0.998635172,1.103614525,1.261275502,1.01492904,1.010445988,1.010855043,1.01129572,1.012066407,0.986554433,0.986471828
PC(22:2/20:5),0.556644448,1.123613123,1.210138863,2.028772659,0.883271615,1.301818111,0.516592745,0.247863568,1.600377713,2.374280266,1.733277285,2.175105367,0.981628408,1.861099736,1.405108171,0.570046399,0.719094464,1.766249304,1.306267313,0.425164745,0.576915957,0.70260712,0.720273433,0.332925922,0.177708107,0.720944699,0.734984423,0.250686172,0.427123979,0.851378886,0.676857078,0.186873889,0.688909674,0.762814876,0.658804042,1.242455618,0.910344513,1.978830379,0.490897846,0.563910581,1.803344126,0.946274263,1.177251435,0.621605768,1.028272747,1.018755712,1.101841667,0.643798756,1.0338107
PC(22:6/18:2),0.912951321,0.812812013,0.894690492,0.890981743,0.853692617,0.793978052,0.827371866,1.046432604,0.957201423,1.059280489,0.822862305,0.858055859,0.990006117,0.868400823,0.871233605,0.88404998,0.927767426,0.914056257,0.96088639,0.960894204,0.905561451,0.92724318,0.91740836,0.961713616,0.902438811,1.019410901,0.926782127,0.936401419,0.89677347,1.109237628,0.864947893,1.002095213,0.982296433,0.868057698,0.878479882,1.210177778,0.893675049,1.191278854,0.864411887,0.949051111,0.989330194,1.065568406,0.91922401,1.074236636,0.991384402,0.999809416,0.990717315,1.009187484,0.990807105
PC(24:1/18:4),0.90935014,0.918055699,1.521867777,1.377915559,1.098803164,1.758577515,1.514156531,1.26327006,1.277828099,1.343691559,1.521984953,1.727064175,1.15755332,1.717196425,1.335901437,1.564830756,1.317965325,1.370756773,0.906086221,1.011103464,0.941627418,0.957921353,0.956315322,0.936871814,0.94289972,0.922822018,0.828941631,0.894752338,0.892101548,1.10365347,0.901812867,1.023831842,0.887013935,0.955936811,1.019180482,0.967705888,0.949456015,0.788421367,0.977119909,0.970843601,0.983567391,0.818334632,0.833902954,0.991485685,0.991444811,0.99458882,0.999763481,0.992298121,1.065525792
PC(22:0/18:3),1.17117788,1.291669404,1.031368984,1.063934609,0.842646121,0.609094927,0.76885491,1.018352636,1.005353399,0.793606487,1.113094931,0.774476047,1.174979579,0.7440616,0.787587614,0.934672221,0.669168325,0.790936974,1.313935658,1.005368111,1.063517185,0.832365387,0.901676673,0.875193572,1.096090088,1.200643308,1.085614438,0.915173997,1.055157963,0.652197132,0.943452955,1.016733516,1.122828796,1.463335513,1.197351213,0.763451717,0.979898207,1.06947291,0.970119419,0.788644637,1.567381445,1.217086797,1.15922122,0.908387565,1.016256796,1.014521736,1.014424869,1.016502262,0.959604154
PC(16:0/20:1),1.20853738,1.047089268,0.808603068,0.78673829,0.887409973,0.855827655,0.888067357,0.861316559,0.991801509,0.69605071,0.877065677,0.694987022,0.937814369,0.906218523,0.895127532,0.85828689,0.798896185,0.973982988,0.96450601,1.138516281,1.149956078,1.114687077,1.148987565,1.181975525,1.193904112,1.192770678,1.13942371,1.226986851,1.119339472,0.829924623,1.10478778,1.211498082,1.174077166,1.049028581,1.111434395,0.78123898,1.087849891,1.119227722,1.134683643,1.100691819,1.016538646,1.154168595,1.179892772,0.972127055,0.996437409,1.009768871,0.998495328,0.996136575,1.003837227
PC(16:0/22:1),1.133199789,1.080046726,0.82307095,0.908714261,0.822088314,0.830732685,0.928316661,0.872018221,0.994944382,0.662106983,0.88739052,0.767145911,0.880653374,0.941706792,0.851399497,0.828184117,0.826423014,0.958432037,1.011922082,1.050232328,1.204865958,1.032750165,1.062591441,1.033931054,1.063358416,1.122471252,1.140256285,1.123874416,1.022209247,0.751966416,1.158123284,1.045604821,0.89815203,0.964418568,1.084693122,0.804519648,1.112845817,1.037757588,1.043459743,1.080415222,1.063520195,1.122588539,1.121444994,0.994938406,1.005000339,0.990422982,0.995101213,1.02924243,1.004763248
PC(18:0/20:4),0.976589686,0.989415081,0.781819938,1.045563581,0.830083982,0.851448662,1.152119859,1.034132806,1.329240402,1.416917986,1.085579189,1.129521164,1.152887779,1.035077062,0.958855138,1.120136843,0.873684174,1.110747565,0.993929136,0.814760067,0.914232921,0.908284269,1.100193777,1.002911931,0.817300944,0.883968462,0.901388313,1.028703509,0.795525067,0.823149127,0.945699605,0.893028551,0.910820819,0.825332953,0.830470288,0.972728674,0.958058592,1.05768336,0.74248798,0.961937538,1.005656251,1.016056676,1.017327975,0.994348648,0.99438284,1.008275514,1.005203228,0.994607546,1.005146205
PE(16:0/0:0),1.00454194,1.027318635,0.907937482,0.856321789,0.917884797,0.862843494,0.968570257,0.968198877,0.926242021,1.105026858,0.865379238,1.21056125,0.91801508,0.900466294,0.823472615,0.940392724,1.023526359,0.804953174,1.065631127,0.90945709,1.022805746,1.083484148,0.968322075,0.992376007,1.055640928,0.897345161,1.123057128,1.085002927,0.913531527,0.866603713,1.035627507,0.872131162,0.938679654,0.962050159,0.86363167,1.131556477,0.983996656,1.08557429,0.972124514,0.910634889,0.978523239,0.894575625,1.037694159,0.949458364,0.990708388,1.006003156,1.008942255,0.991436508,1.028381939
PE(17:1/0:0),0.923761134,1.133984434,0.861338091,1.095601238,0.674195357,0.941223605,1.072314328,0.918324272,0.964568088,1.236158152,1.037415354,1.270271316,1.020261882,0.89712902,0.675141969,0.980178244,0.958804456,1.017853788,0.951342875,0.756014577,0.850810444,0.924772823,0.983855444,0.86248229,0.852590868,0.95303321,1.051208565,1.042429597,0.830063454,0.640067735,0.935788923,0.805855981,0.811444001,0.795007796,0.838525122,0.896238393,0.936505731,1.002523885,0.770437805,1.086959242,1.111431333,0.775975915,0.785342468,0.906734109,0.999622057,0.989330335,1.010008768,0.996960378,1.009684142
PE(18:0/22:2),0.909178783,1.03223691,0.899057587,0.965451953,0.840766425,0.896352597,0.892810178,0.934783329,1.112932438,1.235311774,1.026139223,1.032681386,0.928893957,0.879179468,1.040957923,1.020822391,0.988643498,0.977683833,0.893810026,0.952656678,1.03141188,1.048533432,1.055161472,1.03822015,0.892651114,0.956603149,1.073000574,1.043746795,0.967337319,0.909273554,0.992340489,1.016119944,0.80224481,0.738194103,0.97227114,1.096395559,1.07812595,1.029406969,0.840459863,0.986676931,1.175811347,1.086117019,1.135650536,0.99369191,0.975678991,1.006064277,1.002216112,1.014852434,1.005295514
