Compound,16-HETE,Myristoylcarnitine,Propionylcarnitine,Octadecenoic acid,Methyladenosine,Oleoylglycerophosphoinositol,2-AMINOETHYL DIHYDROGEN PHOSPHATE,Docosapentaenoic acid,4-AMINOBUTANOIC ACID,4-O-Galactopyranosylxylose,5-AMINOPENTANOATE,5-Hydroxyindoleacetic acid,5-Methyldeoxycytidine,5'-METHYLTHIOADENOSINE,9-Octadecenal,Eicosatrienoic acid,12-HYDROXYDODECANOIC ACID,13-hydroxyoctadecanoic acid,14-Hydroperoxy-H4-neuroprostane,"17,21-DIHYDROXY-4-PREGNENE-3,20-DIONE",Trihydroxyvitamin D3,Acetylcarnitine,Acetylcholine,ADENINE,ADENOSINE,Adrenic acid,ALANINE,Arachidonic acid ethyl ester,ARGININE,Argininosuccinic acid,AZELAIC ACID,C16 Sphingosine,Campesterol,CARNOSINE,Cer(18:1/18:0),Cholesterol,CITRATE,CITRULLINE,CMP,CREATINE,Cysteineglutathione disulfide,CYTIDINE,Cytidine diphosphate choline (CDPcholine),CYTOSINE,D-Aspartic acid,DEOXYCARNITINE,DESMOSTEROL,DG(16:0/18:0/0:0),DG(20:2/0:0/22:6),DG(20:4/24:0/0:0),DG(22:0/0:0/20:4),Docosatrienoic acid,Dodecanoic acid,D-PANTOTHENIC ACID,dUMP,Ergothioneine,gamma-Glutamylglutamic acid,GLUTAMIC ACID,L-GLUTAMINE,GLUTATHIONE,Glycerophosphocholine,GLYCINE,GLYCOCHOLATE,GUANINE,Guanosine,HISTIDINE,Homoanserine,HYPOXANTHINE,INOSINE,JASMONATE,L-AMINOCYCLOPROPANE-1-CARBOXYLATE,LAUROYLCARNITINE,LEUCINE,Linolenelaidic acid,Methionine,L-OLEOYL-RAC-GLYCEROL,LYSINE,LysoPA(0:0/16:0),LysoPC(14:0/0:0),LysoPC(16:1/0:0),LysoPC(18:0),LysoPC(18:1),LysoPC(18:2),LysoPC(20:4),LysoPC(22:6),LysoPE(0:0/20:0),LysoPE(0:0/20:1),LysoPE(0:0/22:0),LysoPE(0:0/22:2),LysoPE(15:0/0:0),LysoPE(16:1/0:0),LysoPE(18:0/0:0),LysoPE(22:6/0:0),LysoPI(18:0/0:0),Lysyl-Leucine,Lysyl-Proline,METHACHOLINE,Methionine sulfoxide,Methyl linoleate,MG(0:0/22:6/0:0),N-(1-Deoxy-1-fructosyl)alanine,"N,N-dimethyl-Safingol",N1-Acetylspermidine,N-ACETYL-L-ASPARTIC ACID,N-ACETYLNEURAMINATE,"NE,NE,NE-TRIMETHYLLYSINE",NICOTINAMIDE,Cer(d18:1/16:0)( N-Palmitoylsphingosine),Octadecanamide,Octadecenoylcarnitine,OCTADECYLPHOSPHOCHOLINE,Oleamide,Oleic Acid ethyl ester,PA(17:0/0:0),PA(24:0/21:0),Palmitic Acid ethyl ester,Palmitoyl carnitine,PC(16:0/18:2),PC(22:2/20:5),PC(22:6/18:2),PC(24:1/18:4),PC(22:0/18:3),PC(16:0/20:1),PC(16:0/22:1),PC(18:0/20:4),PE(16:0/0:0),PE(17:1/0:0),PE(18:0/22:2),PE(19:1/0:0),PE(22:2/20:5),PE(22:4/15:0),PE(22:6/22:6),PE(24:0/22:4),PE(16:0/22:4),PE(16:0/0:0)-iso2,PHENACYLAMINE,PIPECOLINIC ACID,PS(18:1/0:0),PS(18:3/20:0),PS(18:3/22:0),PS(18:4/22:2),PS(20:1/20:0),PS(20:4/20:0),PS(20:4/22:0),Spermic acid,SPERMIDINE,Sphinganine,Succinyladenosine,TAURINE,TG(14:1/20:5/22:6),TG(18:4/18:3/18:4),Urea,Uric acid,Valyl-Asparagine,Vitamin A,XANTHINE,Cer(d18:0/18:1),Cer(d18:0/18:1)_iso2,Cer(d18:0/20:0),Cer(d18:0/22:0),Cer(d18:1/18:1),Cer(d18:1/18:1)_iso2,Cer(d18:1/20:0),Cer(d18:1/22:1),Cer(d18:1/24:1),Cer(t18:0/16:0),Dihydroceramide,C2-Dihydroceramide ,HexHexCer(d18:1/18:1),HexCer(d18:1/16:0),HexCer(d18:1/18:1),HexCer(d18:1/20:0),HexCer(d18:1/18:0),HexCer(d18:1/24:1),HexHexCer(d18:1/18:0),SERINE,CYSTEINE,Guanidylic acid (guanosine monophosphate),Uracil,Uridine
Tg0,0.456171829,0.938435119,0.991876374,0.80803291,1.116088283,0.979356538,1.238387726,0.735807482,0.947058517,1.021374896,1.022553384,0.480124101,1.180886417,1.530594735,0.970602753,0.940307602,1.082737183,0.030099813,0.630430709,3.187598102,0.911146303,0.832476241,1.277374016,0.823262393,1.165647173,0.919098669,0.917511773,0.867620638,0.937895081,0.919385073,0.801104639,0.891910343,1.241496432,1.30330937,0.959213508,0.932679363,0.950380021,0.850980209,1.121609935,0.97210869,1.208312877,0.411264185,1.050833309,0.917629896,1.196741387,1.0718938,0.992373338,0.885747978,1.050969932,0.869740152,0.842658378,0.928753247,1.29803352,1.021853735,0.943030328,1.064928359,0.916557843,0.967099095,0.924716245,0.904779323,1.097319883,0.965921073,0.806223369,1.054796837,1.15422433,0.974750532,1.068126026,1.169471936,1.07916323,0.991459085,0.955628539,0.831738553,0.964593523,1.032604228,0.849813143,1.140509903,0.881881806,0.98645686,1.061789593,1.081526564,0.994371393,0.998313255,1.090453554,0.999208557,1.049814971,1.306785307,0.914173437,1.166651383,1.093941692,0.836112462,0.894303389,0.998300744,0.990253773,1.099697317,0.847392899,0.51268265,0.785258551,1.30788528,0.925912411,0.965923872,1.019240892,1.017234767,0.521421485,1.257782459,1.00001829,0.856787462,1.105553915,0.785102506,0.704541848,0.944103424,0.822782926,1.019932395,0.852780362,0.572086937,0.878848709,1.414257855,0.889674124,0.996197622,0.676857078,0.864947893,0.901812867,0.943452955,1.10478778,1.158123284,0.945699605,1.035627507,0.935788923,0.992340489,1.033494218,0.987684813,0.857283643,1.047201527,1.160321772,0.868844583,1.104688155,0.744274166,1.312313537,0.865490844,1.032402043,1.048368054,0.55407752,0.907720201,1.063283211,0.855531706,1.150369768,0.658422861,0.935727663,1.128953329,1.108108629,1.373714283,1.324619588,0.920483611,0.539573374,0.953942385,0.865886907,1.148373299,1.262443847,0.958989754,0.891404107,1.423582223,0.898617477,0.917866276,1.135517771,1.924506473,2.009175313,1.027961303,0.631036198,0.883463433,0.905063291,0.845495153,0.911796524,0.977784783,0.996617248,0.381337101,1.00726927,1.193367501,0.470539604,3.275521775,0.97554728,1.164324203
Tg1000,1.761970246,0.818115857,0.872578281,0.637682377,0.938542468,1.01670509,0.641465384,0.70318164,1.078464446,0.821074325,1.110702618,0.961337668,1.200800724,1.257339743,0.937372322,0.807028057,0.915151119,0.027043917,0.42704131,3.651703825,1.153467751,0.961485104,0.969441249,0.20221007,0.613282449,0.769079255,0.914160278,0.828932918,0.894117492,0.971153187,1.030225527,1.391193632,0.350027812,1.046988897,1.005748913,0.93218794,0.790396937,0.999772241,1.112312944,0.981759551,1.240008674,0.890358834,0.552785078,1.05789787,1.040776605,0.936936986,0.923950113,1.067992751,0.840871029,0.390126493,0.48759425,0.932604711,1.154807245,0.663583254,0.857254879,1.078657397,0.942961589,0.990753067,1.026120128,0.655047414,0.399070884,0.985105252,0.745959338,0.768064673,0.829122521,1.071670646,1.116028731,1.060115525,0.887296333,0.870939149,0.936451753,0.741117964,0.787258124,1.038905203,0.78228442,0.783659455,0.889007431,0.956028588,0.95666875,1.012719174,0.96326283,0.934227192,1.138042526,0.893654916,1.113648243,0.470259458,0.836219875,0.367188907,0.949712921,0.704558866,0.800488329,0.89132201,1.007557295,1.247678164,0.766532421,1.956239415,0.247035661,0.803851317,0.774625868,1.019585061,0.907948668,0.619585674,1.124423726,0.992398182,0.864608862,1.090895587,0.686611111,0.686547203,0.283684187,0.816885692,0.535839598,1.239156852,0.531965414,3.888915666,0.994316635,0.755957391,0.887165115,1.184706729,0.186873889,1.002095213,1.023831842,1.016733516,1.211498082,1.045604821,0.893028551,0.872131162,0.805855981,1.016119944,0.898129487,0.958095803,0.98919509,0.969571772,1.41246228,2.262117,0.842616665,0.704641259,0.568472303,1.022194339,0.96152903,0.814871092,0.558668095,0.76047444,0.825189809,0.902339612,0.736182102,1.300608332,0.961837271,0.634198666,1.066927229,1.104264438,1.150027384,0.973932053,0.845775672,1.038550095,0.666853842,0.950921625,0.845976626,0.928021297,0.956322521,1.527844166,0.938464678,0.858391809,0.924779137,2.307236385,1.104570117,1.37285017,0.762824467,0.575319784,1.845238541,1.191129129,0.977886911,0.917116957,1.058890838,0.911047387,1.528278373,1.047124169,0.809812907,0.89618775,0.867291618,1.084988547
Tg1000,0.739571933,0.812225745,1.373754907,0.443480863,1.058523697,1.003958102,0.738981425,0.551174218,0.976231332,0.818214051,0.939866936,0.759008798,0.998783551,1.347385187,0.989081884,0.828958737,0.866837972,0.009841883,0.603502156,0.284108446,1.038108207,1.077100192,0.767007733,1.38108398,0.832086068,0.876840571,0.83579434,0.724102378,1.018099517,0.984179556,0.925561912,1.074954522,0.442590857,0.954031767,1.110846436,0.989484422,1.083297128,1.028254675,0.88517013,0.910154219,1.168073058,0.910779158,0.57573923,0.928137251,0.884030464,0.762151305,0.879909701,1.04321143,0.857096108,0.586350437,0.480116101,0.925036843,1.032526339,0.890492897,0.809135304,0.930485387,1.130254893,0.952625917,0.924308997,0.595872694,0.400649022,1.358211751,0.903291934,0.997578549,0.828828128,1.026477866,0.833874338,0.880043761,0.834600243,0.840344663,1.039827488,0.780601834,0.726336069,0.924402903,0.800885724,0.729770273,0.906051231,0.981273117,0.968295441,0.88342526,0.819008869,0.906297638,0.867313015,0.926864052,1.120492159,0.650645726,0.870054224,0.56858472,0.879488632,0.818766047,0.877229739,0.862500793,0.961612533,1.131478434,0.910084184,3.198702596,0.413194941,0.954414757,0.59181259,1.007426567,0.998471943,0.747652825,0.891616441,0.959040654,0.907985383,0.857603748,0.623249247,0.8663308,0.411216371,0.691073935,0.677696125,0.855334459,0.476683859,0.116542243,0.804584532,0.765695278,0.786527526,0.984506897,0.688909674,0.982296433,0.887013935,1.122828796,1.174077166,0.89815203,0.910820819,0.938679654,0.811444001,0.80224481,0.831458865,0.957258607,0.93672981,0.933337134,1.123700519,1.474367934,0.804598228,0.927089617,0.609598657,1.017252436,1.051428338,1.047686687,0.612415505,0.970956192,0.965990859,0.576652518,0.765811619,0.994092444,1.046584029,0.778422452,1.005641268,0.800017166,1.004743759,0.777843323,1.070361296,0.871462915,0.634013201,0.766557557,1.065607474,0.962860495,0.927354781,1.457484096,1.093024449,0.992396243,1.086345947,2.472539044,0.977062606,1.146339497,0.955408173,0.593023904,0.903518917,1.130049204,1.091498853,0.827449195,1.082678017,1.021239442,1.230014921,1.009150188,1.397846414,1.173628838,1.061537951,0.988548923
Tg1000,0.77889764,0.646662067,1.436574277,0.620712934,1.14963813,0.87920033,0.779147963,0.629253231,0.975670679,0.810320371,1.307358417,0.695794275,0.759803914,1.375023071,0.880652089,0.861812088,0.982870447,0.031733097,0.551698227,1.165958873,0.649477956,0.418031899,0.850749862,2.59649954,1.272753009,0.748064038,0.72702796,1.021691685,0.953049749,0.924692837,0.976670429,0.964887118,0.217335933,0.888142575,1.00956981,0.854712449,1.158706054,0.70815047,1.229236726,0.962229821,1.210681933,1.154155841,0.974316852,1.090401817,1.050072351,0.782744831,0.872626839,0.85489522,0.809748983,0.454908242,0.489465836,0.802243032,1.041108963,0.73219434,0.894412423,0.798639876,0.966285491,0.891407659,0.990394952,1.027252854,0.854043776,0.893403025,0.656190371,1.001877562,0.91530504,0.863073673,0.76462925,0.781391351,1.027774658,0.891397426,0.927928233,0.520648317,0.889200784,0.830438175,0.733484613,0.79582563,0.860998687,0.996010355,0.813661006,0.915816812,0.91575245,0.903584262,0.77399419,0.880430455,1.048480512,1.322162044,0.907084738,1.259603342,0.838680632,0.854291318,0.890042132,0.866869022,0.967859412,1.062591747,0.852466041,0.997871907,0.940764509,1.09723941,0.852474407,0.842452644,0.799326577,1.045735419,0.425457758,1.004588667,0.833899384,0.846444138,0.944709902,0.866152649,0.639755154,0.646605655,0.669428134,0.946218088,1.058430266,0.575910931,0.922633141,1.011547587,0.713604766,0.937765513,0.762814876,0.868057698,0.955936811,1.463335513,1.049028581,0.964418568,0.825332953,0.962050159,0.795007796,0.738194103,0.817946454,0.825924071,0.809667528,0.902979962,1.32755416,0.70574589,0.908176815,0.843904324,0.988822747,0.705083208,0.842289154,0.776921563,1.141707906,0.94670635,0.78924514,0.787193373,0.832115259,0.842287846,0.960592603,0.96878245,0.941935859,0.617036088,1.220906257,0.863487627,0.537110548,0.849930699,0.891819961,0.719388293,0.979114869,0.98982295,1.327321664,2.376473052,0.922982254,0.991712799,1.117285098,2.677863484,1.545380335,0.549725107,0.796127945,0.899186054,0.84194965,0.759712655,0.904189983,0.765000393,0.92983837,0.820101832,0.920325643,1.317697737,0.916496371,1.379028173,0.807390226,1.210568618
Tg1000,1.578435933,0.820606299,1.580779331,1.064763876,1.103195445,0.90431147,1.176258304,0.334152395,0.902211403,0.939403468,0.826030675,0.772645687,1.206193444,1.265785143,0.779046775,0.784301317,1.268346158,0.013867561,0.75616037,0.26542696,0.711212487,0.781940698,0.915390694,1.056718896,0.630888563,0.802141393,0.841470495,0.359954631,0.866868664,0.687986284,0.628085444,1.01291512,0,0.734996236,0.917895698,0.987584212,0.992591405,0.66799603,1.023873839,0.986646926,1.482159367,0.644060009,1.186821664,0.776265722,1.0509349,1.042385227,0.965424926,0.89952088,0.910243607,1.453356061,1.472363705,0.899526892,1.000778997,0.882811941,0.922113598,1.271757653,1.153917429,0.95908009,0.982249987,1.12701415,0.947527753,1.001834748,0.906154487,1.021138153,1.013599931,0.885119173,0.878359251,1.115237688,1.280714336,1.182279577,0.889491631,0.793710557,0.829592803,1.096692251,0.736102423,0.958503246,0.861906914,0.831197212,1.036763339,1.068877277,0.940676983,0.920718238,1.276591456,0.859262891,1.095029972,0.984311991,0.771580699,0.873373528,0.924885408,0.717020587,1.028262522,0.931748512,0.945910203,1.035638933,0.938720623,0.73214024,0.299499257,1.128525344,0.482914165,0.877192605,0.827602673,1.00243066,1.600567547,1.108043498,0.929204806,0.846890543,1.028150615,0.686167892,0.30910245,0.825130105,0.557878181,0.343730119,0.237610992,0.313373906,1.067686425,0.211165968,1.046489853,1.120095858,0.658804042,0.878479882,1.019180482,1.197351213,1.111434395,1.084693122,0.830470288,0.86363167,0.838525122,0.97227114,0.916853184,0.940561975,0.79815377,1.099558715,1.423442096,0.842068614,1.094905991,0.733757187,0.729084777,0.887959394,0.881015354,0.896886679,0.918687799,0.911689596,0.979784799,0.789429105,0.999647167,0.884999197,0.965507449,0.983846766,0.953377006,0.818419179,1.199182878,1.077221203,0.783309956,0.931476794,0.386916138,0.832538835,1.069932797,0.918481208,1.184212381,1.702587353,0.795787429,0.913964014,1.004074023,1.865914593,1.402824134,0.831149761,0.697191393,0.6750658,0.736716796,0.776325698,0.909816423,0.832260192,1.002646591,0.341070181,1.011400739,0.986379749,1.037553064,1.33301909,0.901198602,1.206890499
Tg1000,0.566885987,0.97482186,1.351476326,0.711545806,1.171901051,0.877754368,0.79659654,1.082470949,0.959800092,0.97681351,0.703882689,1.912937365,0.701365955,1.44791573,1.006133536,0.870487173,1.114278845,1.734014519,0.770179106,0.261306827,1.465617416,1.178383305,1.149860614,0.490034213,0.943797607,0.989539121,0.955067956,1.087173679,1.020580826,0.853292469,1.286212718,1.147084058,1.599817102,0.850198313,0.972720121,1.092392879,0.860738253,0.963581404,1.15561927,1.021110967,0.587268238,1.048374086,0.996751916,0.920087852,1.128350559,1.181681108,1.049626669,0.985045871,1.058889219,1.319422383,1.50084416,0.946316795,1.842750823,0.628618822,0.979779729,0.734715566,1.276060375,1.018576784,0.99065299,1.455369293,1.533241373,1.248291886,0.901178869,1.325007544,1.058597233,0.904390285,1.016580779,0.814273616,0.958320626,0.887919124,1.116203129,0.836044292,0.862875042,0.888914902,0.881201435,0.866479775,1.019759669,0.962747964,1.045104501,0.926237561,0.941374003,0.883821491,1.008021553,0.903766448,0.819233717,1.270166155,0.877843641,1.535971564,1.129973334,0.894773634,0.801897487,0.909439687,0.947922072,0.88430235,0.904491021,0.6598431,0.346147376,0.772407117,1.000211312,1.005547349,0.975478551,0.704756291,1.5485539,1.151443745,1.180693313,1.105373093,1.013131471,1.120392905,1.41807043,0.935982202,1.014072563,1.109082576,0.956038912,0.204201668,1.170513409,1.25704086,0.954488461,1.181749386,1.242455618,1.210177778,0.967705888,0.763451717,0.78123898,0.804519648,0.972728674,1.131556477,0.896238393,1.096395559,0.922655512,1.042821749,1.116211151,1.027874748,0.699254685,0.772560687,0.958905398,0.891138809,0.930882959,0.735683563,1.060043324,1.033047675,1.47047143,1.05604133,0.998135636,0.830329426,1.18680192,1.625423325,1.125773719,1.090305557,0.938401798,0.462082421,0.800048865,0.915251274,1.354210861,0.949666484,1.082641811,0.762195111,0.973000772,0.974031825,0.944255503,0.339985807,1.049836859,0.996400085,1.025720505,0.283026514,0.825381866,1.558788188,0.481860018,1.018644821,1.645289498,0.851003456,1.0268443,0.87550357,1.017172081,0.655018197,1.141854467,1.316519004,1.092684512,0.718727534,1.028529159,1.0315956
Tg1000,2.71395537,0.798902072,1.448829903,1.000652903,0.776474587,0.904771462,1.178231247,0.426171232,0.868272293,0.960682789,1.096965735,0.66405771,1.048820421,1.579326593,0.872312579,0.873828018,0.918984034,0.04615737,0.895275081,0.446380943,0.846909433,0.7575699,1.153863382,0.795158459,0.744254993,0.800261676,0.655646654,0.463515369,0.927441691,0.959432193,1.024533188,0.981523899,0.154266958,0.907278671,0.84957529,0.910096026,1.143632407,0.883633383,1.147957453,0.94504909,1.367013545,0.974645191,1.505672512,0.944553801,1.11262887,1.107299536,0.882183106,0.992297872,1.003604084,0.526398311,0.535350961,0.912374964,0.834145852,0.938660992,0.965067212,1.19210625,0.92897026,0.98388525,1.088194038,1.080734745,1.015773553,1.311587786,0.852900536,0.728267895,0.926652664,0.875499469,0.757011909,0.888179384,0.807471143,0.908411464,0.911442782,0.751923315,0.943872557,0.906168935,0.885585802,1.02672536,0.954812995,0.888695142,0.899684093,1.037288112,0.927996936,0.917969165,1.139197428,0.814315216,0.871245638,0.623076074,0.951729718,0.819293087,1.028120732,0.804246426,0.865454747,0.902310529,0.924256711,1.018823554,0.901785423,0.389552261,0.541669875,1.699153677,0.615370427,0.774357553,0.817888768,1.157284351,0.662376649,1.129852759,0.949691294,0.938435732,1.093495126,0.63714937,0.494447826,0.895417045,0.559355652,1.231957122,0.363942595,0.996726355,1.112575491,0.4087277,0.84526279,1.087424418,0.910344513,0.893675049,0.949456015,0.979898207,1.087849891,1.112845817,0.958058592,0.983996656,0.936505731,1.07812595,0.935794189,0.882756463,1.09104356,0.87873217,1.248187252,1.2008681,0.957779847,1.011147408,1.893806076,1.21000482,0.966864626,0.887869189,0.494242898,0.976693916,0.833214105,0.715086828,1.352778581,0.793221263,0.966239754,0.88301001,0.84182163,1.003582266,1.067545293,0.829131391,0.731088663,0.801145126,0.486768421,0.84606881,1.191296676,0.826469276,1.027839491,1.5657254,0.758555925,0.861846765,0.854934122,2.066536914,1.56146485,0.710039604,0.756423049,0.757726781,1.119428953,0.969932204,1.009145229,1.005306919,1.005392601,0.654387142,1.061437979,1.16667163,0.660473032,0.964202712,1.122221992,1.141649135
Tg1000,0.847082537,0.761739868,0.715776185,0.750050434,1.013380124,0.991667567,0.526710952,0.85964822,0.920171457,0.853686412,1.121623149,0.916034125,0.273467452,1.076322326,1.143282389,1.021732468,0.893860322,0.023711747,0.725077944,0.557684587,0.98427437,1.103130351,1.14576432,0.709046995,0.722318385,0.847128941,0.844082556,0.632341105,1.009081608,1.02208817,0.901361716,1.741100417,0,1.157594778,1.022389609,0.972806751,0.860417756,0.869242874,0.828139579,0.980169493,0.816227763,0.872056447,1.384519533,0.808621872,1.316794688,1.203651843,0.916269461,1.016223642,0.903213185,0.396663455,0.426800234,1.029745485,0.979610918,0.850949297,0.984977713,1.428928817,0.912872049,0.984565706,1.062526512,0.667577818,1.032618654,1.047251886,0.887463186,0.941593118,0.982119757,1.06640608,1.066131705,0.707798961,0.784323188,0.778700609,1.020822078,0.794445635,0.941599622,1.017728373,0.945962741,0.885418467,0.995763555,1.006597221,1.062206509,0.971879533,1.024242049,0.939032587,1.163059688,0.919635328,1.079751815,0.897577269,0.962432677,0.798240234,1.061294364,0.864213602,0.878407814,0.889575435,0.949129441,1.041577245,0.787364767,0.462349485,0.483635878,1.184456673,0.653026909,0.988868408,1.004026218,0.782360009,1.236258618,1.313858308,0.988697112,1.040476233,0.710149877,0.707961083,0.57828259,0.970016986,0.696747704,0.461897066,0.440213091,0.293211777,1.242927626,0.60440995,0.831285476,1.421406108,1.978830379,1.191278854,0.788421367,1.06947291,1.119227722,1.037757588,1.05768336,1.08557429,1.002523885,1.029406969,1.001618465,1.080547165,0.840608925,1.034110046,0.937062,1.309907088,0.94633301,0.984235573,0.7833692,0.974471077,0.929551813,1.009960408,1.152320255,0.905107586,0.934500762,0.835663187,1.243013369,0.8889998,1.055073649,1.148162073,0.920595174,0.628363685,0.905836525,0.842501609,1.878049412,0.951866643,0.516806674,0.865912136,0.98011066,0.85097799,0.72223921,1.134909938,1.020374906,0.925018732,0.87403914,1.385312022,0.646504836,1.320233131,0.851769887,0.76725088,1.702810288,1.139587365,1.118529127,0.959334853,1.092644934,1.232310356,1.508963352,1.038386918,1.383608633,1.683319416,1.065003043,1.211692943
Tg1000,0.806738982,0.620454043,1.182663475,0.881710107,0.996934008,0.866456883,0.713116133,1.331867424,0.98856201,0.836034135,1.255253516,0.567591786,1.087268508,1.492969243,0.842488443,0.794063965,0.949816139,2.893473174,0.608604655,0.193157205,0.829080093,0.749273149,1.045834731,0.725585843,0.747207504,0.793386734,1.135312577,1.224328719,0.973885073,0.922151064,1.425352598,1.120156651,0,0.652339929,1.02403684,0.907606864,1.24217479,1.079006784,0.664391719,0.978219493,1.425693128,0.810575264,1.021803943,0.931014315,0.944269264,0.973968617,0.870762555,0.965214186,1.017332293,0.588250389,0.362005761,0.831657068,0.969975815,0.678536724,0.907766585,1.007242968,0.919661405,0.986350158,1.040726808,0.825886276,0.660974135,1.272949414,0.690567686,0.644592493,0.860285942,0.950990349,1.0850888,0.937288607,0.841491,0.787999449,0.935947741,0.474544334,0.880428926,0.889704023,0.808729348,0.856735304,0.878652479,0.957010338,1.154216027,1.102996318,1.064514986,1.007764296,1.202721227,0.932215574,1.233008307,1.18197175,0.808267827,1.128682101,0.895632372,0.771247254,0.900433658,0.976527946,0.959706535,1.139367723,0.93048323,1.569319003,0.32039641,0.764723998,1.413769661,0.840920819,1.031241624,1.10719965,0.512172563,0.970338409,0.967799004,0.916092535,0.686386488,0.891963754,0.098323962,0.754946805,0.59593599,0.361779259,1.129756694,0.353879349,0.933918488,1.539487414,0.884987299,1.012197616,0.490897846,0.864411887,0.977119909,0.970119419,1.134683643,1.043459743,0.74248798,0.972124514,0.770437805,0.840459863,0.986875203,0.877000326,0.916184012,0.97872979,1.675158711,0.841391548,0.979704807,0.809153382,0.897266246,0.770658631,0.983364175,1.037098587,0.597930602,0.979214063,0.995671693,0.83938729,0.891627267,0.632102526,0.98018235,1.005482427,0.935167243,0.520353606,1.408811552,0.934446036,1.001991606,1.133966858,1.15452617,1.061365951,0.870168502,0.982029668,0.927070565,1.514245791,0.656125222,0.793636445,1.262065619,2.724355486,2.052443529,0.657740478,0.764018492,0.933172496,0.442823507,0.828642799,0.836912711,0.87038314,0.986928232,0.255225411,1.118032951,1.084755147,0.527720721,1.353565125,0.822313263,1.387049519
Tg1000,0.922755949,1.220719347,1.221715647,0.743438956,1.086989537,0.98396323,1.088258205,0.633300118,0.943548222,0.902439746,1.025197383,0.914636321,1.141022704,1.370664737,0.943149248,0.831627933,0.973522115,0.014978573,0.82130362,0.60651387,1.010961617,1.404329008,1.071691805,0.619498122,0.321231559,0.901250899,0.83472333,0.636684486,1.069070337,0.999328664,0.954661895,1.059284039,0,0.992035548,1.086631431,0.914401315,0.765216129,1.130819962,1.014779503,1.011199078,1.005946073,0.714640002,0.838558702,0.634500907,1.149532874,1.159942442,0.867488445,0.868779514,1.087981633,0.684750602,0.591354775,0.918234745,0.970783839,1.443483541,0.992365405,0.81778146,0.837004295,1.035565083,1.031510327,0.676941016,1.448266096,0.611247708,1.295625497,0.979972131,1.019572731,0.974495435,0.836029842,1.161671222,1.295946645,0.86122507,1.079704369,1.664762364,1.077600682,1.03546973,1.135523741,0.883566258,0.945949519,0.965444035,1.064460195,1.144821963,0.948314114,1.014194936,1.218767946,1.001024185,1.150429568,1.118520261,0.872859941,0.772104133,1.022679447,0.854826818,1.027004277,1.01901319,1.017188673,1.06099137,1.015677214,1.820883695,0.600712679,1.082386455,0.778533805,0.937156375,0.943101781,1.112722763,0.822494899,1.053325654,1.022524508,0.838363018,0.721097202,1.001845475,0.876255393,1.152384115,0.696507502,0.729303871,0.538617732,0.328524915,1.053724657,0.475508133,1.064328959,0.998635172,0.563910581,0.949051111,0.970843601,0.788644637,1.100691819,1.080415222,0.961937538,0.910634889,1.086959242,0.986676931,1.05276403,1.079279651,0.950576095,1.057316258,1.126666896,1.055751377,0.918983657,1.090759788,3.752159701,1.032167838,1.247697444,1.053366658,1.216333757,1.046057675,1.101342625,0.810156833,1.550882809,1.069489854,1.008153717,0.951599139,1.036731622,1.199476282,1.022661394,2.264134318,1.47164408,0.879021323,0.714002502,1.049865837,0.769875237,0.913035599,0.746279893,1.155749467,0.995476221,0.827625996,0.953891884,1.356939738,1.292640688,1.591354798,0.765362863,1.187215016,0.791867388,0.766246666,0.887392567,1.004858928,1.006152497,0.541939222,0.980196538,1.212754626,0.389500088,0.3191962,1.058283527,1.060577917
