Feature.name,CFTg107,CFTg121,CF95,FTg133,F141,CFTg135,CF108,CF92,FTg125,F138,CFTg91,CF100,CFTg134,CFTg89,FTg117,F116,F112,FTg113,FTg118,FTg126,FTg130,CF104,FTg119,CFTg136,F109,CFTg123,F129,CF98,CF93,CFTg99,F137,CFTg120,F114,CFTg106,FTg115,CF94,FTg140,CFTg122,CF101,FTg127,CF97,FTg124,F132,QC3,QC4,QC5,QC6,QC7,QC8
,Tg1000,Tg1000,WT1000,Tg0,WT0,Tg1000,WT1000,WT1000,Tg0,WT0,Tg1000,WT1000,Tg1000,Tg1000,Tg0,WT0,WT0,Tg0,Tg0,Tg0,Tg0,WT1000,Tg0,Tg1000,WT0,Tg1000,WT0,WT1000,WT1000,Tg1000,WT0,Tg1000,WT0,Tg1000,Tg0,WT1000,Tg0,Tg1000,WT1000,Tg0,WT1000,Tg0,WT0,QC,QC,QC,QC,QC,QC
v66,0.901178869,0.887463186,0.997601055,0.505648899,1.221730511,0.64784884,1.077270399,1.40206077,0.76571404,1.058672116,0.903291934,0.904563343,0.926939605,0.745959338,4.210400626,0.993381601,0.751209084,0.58235795,0.71189334,0.856679724,0.623325097,1.369724116,0.822102009,0.83472204,0.979404393,1.295625497,0.661363626,0.928491642,1.010999081,0.656190371,1.099434446,0.852900536,0.722737946,0.906154487,0.880228501,1.162739335,0.806223369,0.690567686,0.933872061,0.864923687,0.782869309,0.684344183,0.704509191,0.986220187,0.999505971,0.985235659,0.985187161,1.011471194,1.011477926
v67,1.325007544,0.941593118,0.682273088,1.319407224,0.736412247,1.012957279,0.845673227,1.029252063,0.62082518,0.589951762,0.997578549,0.834122008,1.035413129,0.768064673,0.82395095,0.734183411,1.000570811,1.008408111,1.057039048,0.823093626,0.751656537,0.874034491,0.934084269,0.755670167,0.988286515,0.979972131,0.988920319,1.121094464,0.814799423,1.001877562,0.766573692,0.728267895,0.807270095,1.021138153,0.929512678,0.671392872,1.054796837,0.644592493,0.737425969,1.103122877,0.883721126,0.967173958,0.811590793,0.97142122,0.978165694,0.972832357,1.088496065,0.976360696,1.019707563
v68,1.058597233,0.982119757,0.93367012,0.956730073,0.8133661,0.801008598,0.910089745,1.191432549,0.767626121,0.816960269,0.828828128,0.911349633,0.784994737,0.829122521,0.900151164,0.960875302,0.914572522,0.930608017,0.932348981,0.963276118,0.996313471,0.90323879,0.906659419,0.806426392,1.02272117,1.019572731,0.996057863,0.959232216,0.949390911,0.91530504,0.966943066,0.926652664,0.894597434,1.013599931,1.029658437,0.97241469,1.15422433,0.860285942,0.958738535,1.166827338,0.90913446,1.17972439,0.999017426,0.93100851,1.008384236,1.005650409,0.991920262,1.007779105,1.022516975
v69,0.904390285,1.06640608,0.846843195,1.022009498,0.90650047,1.191598367,0.891524545,1.164100658,1.095117798,1.118116435,1.026477866,0.980489009,1.099425784,1.071670646,1.063590591,1.044942118,0.977918644,0.937629311,1.029127008,0.962144783,0.92997522,1.163645357,0.881415925,0.972896128,0.962063999,0.974495435,0.86528472,1.070798955,1.071985097,0.863073673,0.973580192,0.875499469,0.781290152,0.885119173,1.031836424,1.127759611,0.974750532,0.950990349,0.921409708,0.918527247,0.966299635,0.964933126,0.890490188,0.993434526,0.993609416,1.006111078,0.989743774,1.007388802,1.005705185
v70,1.016580779,1.066131705,0.834542203,1.223257337,0.90831748,1.019004131,0.760956038,1.126327464,1.134914992,0.84021419,0.833874338,0.673557024,1.076572175,1.116028731,1.021991175,0.750279353,0.785670333,0.807942104,1.000345556,1.042311004,0.750786066,1.186397097,1.026239633,0.885496194,0.951251816,0.836029842,0.765874348,1.008939108,0.938251012,0.76462925,1.131764415,0.757011909,0.775313812,0.878359251,0.919688825,1.101418864,1.068126026,1.0850888,1.043591787,0.989751012,1.02682968,0.900561123,0.754081109,0.990739459,0.969646641,1.007239786,1.008706665,1.033524226,0.999743102
v71,0.814273616,0.707798961,0.996926682,1.1627713,0.9432573,1.090201765,0.900897169,1.166043722,1.005616966,0.95132944,0.880043761,0.887474962,1.027376218,1.060115525,0.933204254,0.954481608,1.326334706,1.091337422,0.942765882,0.937381423,0.963114779,1.005145113,0.768483122,0.803042924,0.825191972,1.161671222,0.962074634,0.684166025,0.866921437,0.781391351,1.012831925,0.888179384,1.049618208,1.115237688,1.093410015,1.290316982,1.169471936,0.937288607,0.959849117,1.136503653,0.86292761,0.889022822,1.048871334,0.987687325,1.010884607,0.974252256,1.011263171,1.011178397,0.986862924
v72,0.958320626,0.784323188,0.777124792,1.306501188,1.17144226,0.984414564,0.911910546,1.17068518,0.827210511,1.049583469,0.834600243,0.970515037,0.971188193,0.887296333,1.074921681,1.114108981,1.080586305,1.072922355,1.218181976,0.943243275,0.974560506,0.836547038,0.755816752,0.90645321,1.037344868,1.295946645,1.037027299,0.728530365,0.820926835,1.027774658,1.086256489,0.807471143,1.042794266,1.280714336,0.897647737,1.017607042,1.07916323,0.841491,1.337064496,1.058885304,0.978921417,0.82467303,1.001663601,0.896975533,1.011452343,1.012698944,1.043911868,0.988249938,1.012640769
v73,0.887919124,0.778700609,0.899819219,1.080438416,0.974318522,0.844695891,1.046586937,0.955346514,0.769223631,0.798368931,0.840344663,1.087292822,0.88106246,0.870939149,1.099329132,1.091715276,1.089464473,1.032063662,0.858465163,0.92189466,0.964282918,0.942665152,0.84252672,0.946535359,0.762302592,0.86122507,0.798914048,0.977577316,0.875323315,0.891397426,0.859091657,0.908411464,0.806604987,1.182279577,1.061480474,1.138693296,0.991459085,0.787999449,1.094777997,0.910372712,0.90252456,1.160885443,0.861832964,0.851326279,0.982925797,1.020900623,1.014484793,1.014467383,0.985364566
v74,1.116203129,1.020822078,0.883819417,0.959124018,0.938176232,0.980256637,1.082070828,1.118629393,0.863795217,0.988952662,1.039827488,0.932435373,0.936172732,0.936451753,1.010610818,0.817666589,0.927130678,0.891659563,0.90915724,0.913541703,0.941572699,1.003343438,0.940271726,0.901069391,0.93677583,1.079704369,1.06412054,0.924672766,0.961459395,0.927928233,0.96247489,0.911442782,0.877339962,0.889491631,0.924991402,0.908553145,0.955628539,0.935947741,0.885215544,1.016633974,0.893360062,0.888314302,0.976558184,0.997821948,1.013071,0.981568153,0.997832893,1.002126599,1.002113295
v75,0.836044292,0.794445635,0.896763433,0.447785087,1.487962758,0.571839388,1.157716155,1.353017365,0.649594959,0.869167612,0.780601834,1.076300506,0.882572203,0.741117964,0.782116746,1.200898909,1.111130182,0.538081101,0.996084498,0.985233924,0.503970176,2.118644679,0.664486863,0.871064868,0.724741631,1.664762364,0.459443131,0.884626369,0.887650188,0.520648317,1.141865728,0.751923315,0.698172136,0.793710557,0.89244231,1.212737963,0.831738553,0.474544334,0.805578078,0.998543992,0.980753869,0.716852707,0.621452763,0.989821057,0.992057131,0.990193432,1.060240829,0.99003274,1.039320078
v76,0.862875042,0.941599622,0.959683289,0.834529459,0.856284475,0.842777173,0.853211965,1.247123168,0.80181375,1.022164624,0.726336069,0.856771891,0.882063876,0.787258124,0.883770206,0.973780841,1.00889599,0.736666444,0.885626985,0.873506613,0.800320446,0.889245089,0.836884513,0.9444904,0.947834537,1.077600682,0.884008893,0.763666828,0.831559645,0.889200784,0.944027357,0.943872557,0.950781976,0.829592803,0.956702781,1.288835634,0.964593523,0.880428926,1.022480484,0.932279448,0.94538682,0.951604009,0.982109792,0.906470394,1.010915322,1.010344634,0.989123086,0.989966999,1.022529984
v77,0.687625207,0.901826426,0.735614543,0.766263741,0.870147272,0.827075527,1.099689283,1.271320194,0.942527325,0.930193544,0.837776637,1.022971805,0.630211524,0.81185874,0.802934675,1.117868809,0.978675759,0.645194771,0.69323834,0.90293467,0.610555294,1.070067264,0.818305093,0.805012928,1.051644595,0.858389982,1.114388316,0.582449838,0.934878952,0.765218769,1.096042316,0.888010507,1.063659702,0.811261178,0.938348614,0.886909593,0.76404415,0.682614786,1.006333349,0.82773614,0.955016964,0.838664051,0.747238432,0.984465066,1.01145158,0.984882719,1.010028006,1.012076105,0.993975928
v78,0.888914902,1.017728373,1.090713483,0.771487178,0.821427657,0.936992603,0.99808763,1.596443476,1.00655843,1.236156796,0.924402903,1.083351566,1.111572366,1.038905203,1.023854099,1.341379238,1.236962944,1.035441267,1.085256135,1.280427403,0.908913106,1.043254194,0.911004463,0.797307631,1.233731948,1.03546973,0.927275216,0.989918178,1.102732857,0.830438175,1.135795693,0.906168935,0.956115553,1.096692251,1.165514092,1.16911424,1.032604228,0.889704023,1.066498264,1.367001088,0.819201153,0.765081173,0.85500065,0.98380269,1.014837103,0.985805684,1.013849631,0.997465392,1.249073629
v79,0.881201435,0.945962741,0.87345976,0.745722941,0.891934623,0.815584349,0.848619303,1.433574072,0.757896119,1.052030507,0.800885724,0.865552605,0.943007866,0.78228442,0.872589283,1.009577142,0.991586162,0.747656546,0.856420517,0.773886469,0.677720853,0.895844429,0.844569937,1.013845867,0.898437621,1.135523741,0.786620245,0.785128966,0.820061377,0.733484613,0.971891932,0.885585802,0.926188381,0.736102423,0.944283662,1.186589454,0.849813143,0.808729348,1.015307676,0.785006585,0.933439196,0.767163764,0.960624928,0.946371663,0.989602423,1.009229447,0.99047194,0.990526891,1.008784553
v80,0.866479775,0.885418467,1.132525987,0.58226344,0.869448956,0.985547678,0.886798614,1.263446702,0.846482838,0.788989441,0.729770273,0.950023495,1.328602219,0.783659455,0.945049636,1.3116204,1.10450081,0.881210945,1.074854093,0.88344546,0.760174328,0.959509996,0.719907293,1.096573799,0.9253429,0.883566258,0.661368763,0.951527026,1.301772658,0.79582563,1.039536588,1.02672536,1.067172009,0.958503246,1.13462546,1.338875555,1.140509903,0.856735304,0.995196476,1.337117856,1.293603924,0.92630816,1.160813497,0.994054867,0.994153346,0.99435132,1.005490507,0.994666874,1.021326901
v81,1.019759669,0.995763555,1.022761709,0.888882137,0.793346653,1.042184106,0.903686648,1.376468761,0.93551508,0.991283192,0.906051231,0.836861291,1.085051928,0.889007431,0.939491163,0.884697825,1.039907331,0.956177862,1.010039975,0.997411303,1.088562838,0.833444579,1.054685602,1.104634293,0.930136042,0.945949519,0.920040655,0.797770604,0.920831798,0.860998687,0.951608173,0.954812995,0.935125218,0.861906914,1.005149369,1.222681488,0.881881806,0.878652479,1.063339357,0.939969574,0.913734552,1.012660339,0.960609467,0.997263403,0.997279207,1.002599114,0.998718305,1.002612263,1.002592214
v82,0.962747964,1.006597221,0.805432119,0.941122883,1.008900756,0.989771136,1.104590446,1.001149663,0.852706715,1.002658497,0.981273117,0.969074583,0.917924464,0.956028588,1.037981201,0.873578916,1.13015215,1.005843969,0.973535727,0.891878236,1.031990984,0.858073193,0.784461639,0.977174031,0.933601025,0.965444035,0.904625246,0.910191234,0.840285751,0.996010355,1.058039664,0.888695142,0.928520371,0.831197212,0.932559208,1.030323722,0.98645686,0.957010338,0.867519944,0.930470718,0.983416343,0.902204618,0.794251247,0.817519028,0.992581749,0.986165913,1.014713078,1.014466922,1.01274792
v83,1.045104501,1.062206509,0.874809876,1.116629859,1.030003692,0.907400802,0.967489131,0.919883024,1.077274031,0.908804666,0.968295441,0.834951932,0.967201265,0.95666875,0.92779965,0.879147137,0.952583673,0.967833803,1.037443708,0.97085067,1.095716266,0.943239401,1.060399976,1.063128285,0.885385811,1.064460195,0.960896242,0.949092147,0.800605174,0.813661006,0.885692477,0.899684093,0.892950367,1.036763339,1.010842437,0.898321883,1.061789593,1.154216027,1.130048064,0.914573727,0.761682422,1.021475816,0.957250683,1.00703399,1.055346671,1.006825599,0.979932263,0.992833384,0.993189405
v84,1.395337917,1.567389062,1.638651963,2.015579144,1.534889699,1.704339219,2.008464736,1.143204104,1.418983024,1.4101961,1.235595656,0.886922059,1.153720261,1.215446738,1.291428911,1.29770809,1.067783263,1.208531262,1.252347011,0.965633371,1.39942189,1.217237107,0.653477523,0.872322067,0.833693905,1.03633556,0.78719211,0.65219012,0.786752713,0.999275666,0.474691188,1.208721715,0.899515924,0.672798119,1.148300992,0.475490958,1.195344976,0.749348752,0.773662224,0.566242829,1.068190166,1.139247572,0.670309378,1.150310362,1.039959957,0.943778892,1.051604213,0.91544757,0.786394136
v85,1.185679491,1.502569216,0.993572598,1.04985989,1.341336374,1.075694149,1.101645744,1.051767378,0.998105096,0.745618326,1.169723682,0.950389466,0.891289481,1.327957208,0.896516349,1.292012319,0.781721739,1.115627893,0.881926597,0.692660694,1.007506033,1.221343077,0.960682642,0.708107935,0.922420566,0.845311946,1.203812657,1.114218572,0.638303633,0.710683932,0.693582172,0.739131815,0.881838915,1.0966995,0.550171709,0.615496219,0.689278682,0.586680655,0.38590381,0.64329268,0.576452609,0.606194284,0.752596156,1.092220242,1.036886032,0.948493197,0.929830924,1.07731067,0.816597399
v86,0.926237561,0.971879533,0.828379835,1.073433822,0.935047067,0.812542164,0.86385525,0.998095983,1.021343845,0.969642281,0.88342526,0.92589187,0.888218437,1.012719174,0.966671727,0.851369685,0.899750636,0.965683267,0.989553144,1.094077656,1.174128937,1.034905017,1.094759525,1.017426536,0.853865085,1.144821963,0.983778533,1.002621955,0.874964223,0.915816812,0.999410632,1.037288112,0.900271046,1.068877277,1.037649429,1.195388331,1.081526564,1.102996318,1.197786898,1.098407555,0.931043411,1.17760931,0.986982419,0.971971674,0.998388565,1.002100406,0.997877237,0.999334183,1.013278652
v87,0.941374003,1.024242049,0.819942266,0.863615324,0.938090433,0.882741678,0.817322468,1.10990963,0.951148095,0.925624436,0.819008869,0.814939325,0.992467505,0.96326283,0.970182681,0.883835714,0.951128965,0.94505556,0.94413434,1.091996603,1.055276953,0.855127094,0.91014533,1.012507184,0.951568074,0.948314114,0.844033581,0.832180506,0.770053001,0.91575245,0.922562704,0.927996936,0.837585477,0.940676983,1.010609643,1.030580658,0.994371393,1.064514986,0.926963131,0.992668054,0.727693163,0.973933547,0.836843384,0.92366148,1.010561565,0.989879138,1.009644905,0.990719619,1.009105091
v88,0.883821491,0.939032587,0.897779059,0.899578824,0.965362421,0.798695388,0.835180484,1.18206877,0.862381119,1.056680976,0.906297638,0.981951225,0.922223656,0.934227192,0.958165047,0.864413308,0.970573326,0.932536224,0.93710444,1.025687235,0.940636837,0.974010702,0.952746715,0.985018459,0.95459491,1.014194936,0.946144256,0.930342753,0.85227996,0.903584262,1.065221521,0.917969165,0.881091601,0.920718238,0.957216235,1.16147725,0.998313255,1.007764296,1.039997404,1.03002533,0.893070935,0.956213013,0.977204782,0.975613733,0.989053775,1.010335468,0.997258681,0.993043597,1.052063214
v89,1.008021553,1.163059688,0.844532305,0.909913068,0.888690306,0.927231855,0.691762697,1.312450863,0.94150579,0.969636472,0.867313015,0.908075239,0.928705136,1.138042526,0.985078973,1.019317531,0.824457961,0.978344199,1.071296849,1.36443098,1.112787095,1.055975223,0.990832953,1.134097803,0.835528224,1.218767946,0.805245659,0.966036341,0.726530205,0.77399419,0.889997941,1.139197428,0.958683342,1.276591456,0.927936741,1.206542217,1.090453554,1.202721227,1.114979571,1.274565172,0.731407232,1.282852587,1.202620625,0.991933223,0.959076531,0.998531161,1.007730777,0.997929276,1.031841439
v90,0.903766448,0.919635328,0.915581455,0.90360698,0.982864447,0.72758024,0.771609054,1.367894582,0.733803078,1.167762096,0.926864052,1.044760326,0.773345811,0.893654916,0.94373723,0.799494144,0.91439241,0.844153689,0.928561153,0.915993437,0.808100185,1.120649758,0.786668056,0.917765829,0.953361037,1.001024185,1.051870011,0.873660253,0.744844918,0.880430455,1.018397174,0.814315216,0.859536804,0.859262891,0.853499248,1.295667671,0.999208557,0.932215574,1.021431297,0.943051209,0.870069615,0.938804361,0.929501362,0.985739931,0.986057676,1.012739133,0.988306568,0.996623874,1.063907974
v91,0.819233717,1.079751815,0.714676472,0.958339765,0.862198371,0.870330696,0.761652059,1.151918503,0.926192407,1.075186926,1.120492159,0.940195664,0.843869339,1.113648243,1.097667246,0.726243904,0.942530279,1.015275688,0.994918983,1.147193246,1.130134116,0.990978369,1.018221583,1.001448771,0.976051349,1.150429568,1.110192146,0.861793325,0.668683095,1.048480512,0.979574635,0.871245638,0.833171135,1.095029972,0.975262377,1.210012764,1.049814971,1.233008307,0.97498906,1.106025738,0.777785621,1.092949375,0.993366366,0.924210529,0.985561501,0.986551897,1.012824306,0.98770315,1.034840684
v92,1.075124938,1.018825452,0.935173137,0.943844566,0.88674333,0.881073838,0.975724961,1.143565149,0.831562587,1.046526137,0.916972551,0.893055136,0.908983399,0.886991689,0.989691292,0.795425656,1.008763494,0.83430444,0.89595513,1.080571867,0.921514134,0.857097369,0.923694135,1.004330482,0.853101539,0.952540364,0.898510173,0.733269217,0.786298237,0.840267519,0.921647232,0.932025149,0.86630245,0.849820285,0.926052773,1.094579901,0.898365611,0.943153504,0.951288152,1.018435156,0.787169463,0.979732059,0.784683623,0.992518166,0.992886365,1.000998193,0.994182902,1.006475077,1.010194323
v93,1.270166155,0.897577269,0.525129916,0.76454861,1.302366208,0.580419222,1.619950652,1.446172403,1.126063894,1.197424502,0.650645726,0.653661541,1.021838115,0.470259458,1.021419491,1.492437516,1.544428514,1.055388815,0.568069455,0.844660768,1.115838036,1.09903771,0.382518329,0.79238097,1.165848501,1.118520261,1.050817427,0.534775857,1.334185122,1.322162044,1.030165286,0.623076074,1.112736058,0.984311991,0.574136143,1.213064883,1.306785307,1.18197175,0.368604573,0.608128046,0.804758904,1.12948656,0.856664435,0.808664071,1.030523869,0.97644995,0.979473869,1.01858833,0.994376083
v94,0.877843641,0.962432677,1.042846824,0.641208498,1.127472131,0.87094654,1.05220839,1.217018309,0.988937763,0.950987367,0.870054224,0.939593222,1.241062221,0.836219875,0.932840077,1.141214964,1.204476681,0.837696321,1.070238778,1.103682132,0.760417444,0.911776756,0.92807113,0.991913088,0.935731927,0.872859941,0.703601056,0.763420284,1.017601152,0.907084738,0.994603432,0.951729718,0.869871673,0.771580699,0.991030136,0.98071157,0.914173437,0.808267827,0.838386657,1.036799682,0.855147764,0.755634212,0.833033089,1.001961113,0.99751817,1.00170857,1.002397994,0.997571671,1.014750888
v95,1.535971564,0.798240234,0.471365686,0.884777496,1.299258999,0.508046021,1.494046054,1.638814303,1.012288126,1.154308833,0.56858472,0.518878525,1.361598124,0.367188907,0.72435774,1.130392674,1.570920577,0.809321506,0.537090887,0.785997867,1.062067664,1.041840734,0.598693081,0.714520031,0.917080034,0.772104133,0.983145404,0.790800429,1.206234085,1.259603342,0.565035684,0.819293087,0.982535995,0.873373528,0.332278854,1.110285626,1.166651383,1.128682101,0.524179326,0.547175461,0.670897881,1.062729546,0.851992416,0.757728171,1.02030768,1.021105891,0.97594822,1.020814485,1.021201167
v96,1.129973334,1.061294364,1.037578391,0.844989912,0.785581915,1.050371279,0.97419137,1.11462412,0.984372811,0.963777994,0.879488632,0.928440654,1.028239607,0.949712921,0.941882134,0.899809203,0.942790481,0.88333513,1.01276376,1.069340292,0.87312807,1.01818398,0.871324926,1.008935222,0.947679349,1.022679447,0.764074369,0.954440097,0.915634481,0.838680632,0.954599838,1.028120732,0.898973606,0.924885408,1.034070649,0.970249053,1.093941692,0.895632372,0.9864316,1.014479948,0.916481767,1.014303531,0.829298797,0.995468617,0.995396467,0.995557278,1.008247853,0.995443791,1.004193173
v97,0.894773634,0.864213602,0.898075582,0.7690332,0.940929927,1.009180658,0.861484706,1.075492108,0.855804858,0.953152301,0.818766047,0.809626982,1.080868776,0.704558866,0.842039687,0.94800477,1.7863484,0.783715523,0.709143034,0.949022319,1.018258515,0.541038038,0.950769158,0.906841621,0.899404861,0.854826818,0.743776685,0.698172459,0.932035603,0.854291318,0.935508482,0.804246426,0.840224418,0.717020587,0.921632755,0.994771992,0.836112462,0.771247254,0.880827779,0.918215257,0.971745294,0.873300892,0.762634337,0.988079009,1.067729239,0.988252484,0.988635133,1.010609447,0.989023445
v98,1.000593107,0.870283358,1.309837565,1.063840773,0.9754168,0.693191043,0.858360331,1.011734669,1.405680098,1.121652511,0.78679519,0.93718983,1.2035556,0.811671013,1.374673533,0.941993567,1.283690163,0.802141542,0.772557757,1.013952138,0.94535483,1.203663039,0.831222653,0.87889965,0.809387202,0.92452497,1.145591157,0.953110574,1.11277095,1.065414849,0.997266975,0.888127647,0.879425947,0.576917225,1.023171975,1.069843258,1.125109556,0.771879001,1.328206589,0.915033844,1.16843878,1.024435181,1.115267124,0.984438349,0.914329306,0.995829773,1.001449609,1.01442674,1.023088501
v99,0.801897487,0.878407814,0.933095071,0.675739439,0.788604538,0.749305832,0.78438765,1.429751538,0.829793903,1.078210586,0.877229739,0.957801319,0.971875744,0.800488329,0.931888209,1.174702804,1.175302416,0.911803681,0.941254827,1.208154131,0.799812927,0.963965183,0.841747509,0.824942714,1.174754445,1.027004277,0.898426938,0.900735638,1.019600231,0.890042132,1.090555939,0.865454747,0.92111009,1.028262522,1.136171342,1.120592668,0.894303389,0.900433658,1.149762181,1.278371548,0.847534723,0.795506557,0.871915274,0.979878174,0.983802949,1.005661004,1.017704248,0.983581978,1.124078421
v100,0.909439687,0.889575435,0.906712071,0.94265773,1.000979042,0.833091106,0.90917261,1.1710544,0.958487251,1.00844261,0.862500793,0.961277005,0.85792351,0.89132201,0.915857314,0.976688478,1.048117693,0.901139815,0.906950967,1.050203233,1.003765908,0.972153691,0.949367281,0.937423776,0.870523983,1.01901319,0.899779421,0.986709017,0.90347319,0.866869022,1.053502162,0.902310529,0.820994945,0.931748512,0.974285094,1.246717237,0.998300744,0.976527946,1.028670305,1.023160634,0.852136854,0.992296245,1.018943042,0.989713134,1.002972634,1.015011816,0.997015794,0.996980629,1.002875286
v101,0.947922072,0.949129441,0.959992783,0.95980691,0.91054296,0.935047536,0.931277988,1.096611375,0.920693474,1.040674992,0.961612533,0.967754436,0.971278098,1.007557295,0.931980446,0.924691302,0.961867647,0.93794476,1.000001032,0.964633712,0.976101796,0.993819877,0.993554028,0.992667937,1.002240941,1.017188673,0.976268448,0.924492489,0.932017475,0.967859412,0.980785104,0.924256711,0.973951122,0.945910203,0.97133413,0.988424597,0.990253773,0.959706535,0.971681139,1.020741027,0.973969861,0.985338765,0.973802407,0.977750354,1.00150325,1.001044761,0.995767797,1.004049005,1.004044796
v102,0.88430235,1.041577245,0.862225434,1.066916584,0.793611045,1.123040081,0.985603299,0.853303844,1.017619133,0.995818063,1.131478434,0.954794414,0.988185214,1.247678164,1.148814853,0.852606192,1.006625708,1.126451706,1.092511034,1.084973026,1.178816888,0.750493752,1.116629934,1.042077018,0.992726609,1.06099137,1.279396206,0.890164968,0.910413386,1.062591747,0.828793061,1.018823554,0.925875571,1.035638933,0.973772694,0.918224905,1.099697317,1.139367723,0.904007369,1.028244204,0.98143089,1.317250039,0.848634159,0.976128754,1.004040038,1.003962166,0.995753075,0.995848338,0.995812943
v103,0.904491021,0.787364767,0.804998508,0.780476868,0.927560744,1.196477702,0.854061053,1.500394176,0.776535942,1.019204866,0.910084184,1.048380622,1.184706595,0.766532421,0.897223487,0.878950558,0.678815461,1.126997433,0.883658285,0.978183426,1.150223433,1.513881894,0.853257908,0.892599703,0.817439513,1.015677214,0.607682038,1.149454767,0.797864902,0.852466041,0.838193708,0.901785423,0.707710811,0.938720623,0.802803422,1.181180328,0.847392899,0.93048323,0.863205032,0.85509136,0.885493521,0.799455956,0.607155514,0.987814892,0.987352928,1.010390347,0.9938028,1.011189678,1.073199523
v104,0.6598431,0.462349485,1.162855224,0.544628602,0.333484586,0.460142484,0.63738246,2.030844041,0.55361526,2.378086769,3.198702596,1.521831721,1.768676049,1.956239415,1.248956819,1.513579576,1.042367582,0.357495463,1.046694415,0.826927427,0.444958958,3.970943922,1.399188191,0.748911892,0.870554369,1.820883695,1.697142368,0.375179715,0.911308578,0.997871907,2.070524583,0.389552261,0.8224963,0.73214024,1.574716657,1.943811585,0.51268265,1.569319003,0.878945789,0.066292893,1.770535628,0.981745648,1.787578975,0.987366191,0.988378442,0.949184663,1.051061979,1.030018869,0.988398821
v105,0.346147376,0.483635878,1.105859909,1.006193221,3.110557526,0.983489506,0.411910144,3.662418818,1.077775247,1.091640606,0.413194941,0.866450224,0.853980774,0.247035661,0.45471927,0.597657553,1.42014397,0.671203841,0.482055647,1.281538884,1.791988294,2.794147467,0.482598124,1.757197619,0.480404714,0.600712679,2.172527083,0.559163241,0.836480769,0.940764509,0.729888589,0.541669875,0.626761876,0.299499257,0.614932575,0.598631552,0.785258551,0.32039641,1.165672784,1.87661487,0.694502794,1.064595627,3.340489337,0.974281136,0.975809756,1.103710881,0.972649273,1.011448849,1.020045129
v106,0.772407117,1.184456673,0.682241684,1.212818338,0.877763979,0.852112605,0.769613734,0.811691027,0.93353709,0.594693272,0.954414757,0.80111224,0.89237631,0.803851317,0.779489048,0.720557135,0.884680944,1.354895206,0.990501132,1.0541622,1.019829098,0.976590477,0.967047096,1.164031408,1.191878552,1.082386455,0.613624805,1.241336287,0.635212384,1.09723941,0.748104435,1.699153677,0.900486308,1.128525344,0.88063918,0.662651347,1.30788528,0.764723998,0.956405556,1.781609412,0.476236662,0.853740416,0.701221194,1.011994666,0.986330296,1.073799397,1.002695835,0.986539776,0.953447756
v107,1.000211312,0.653026909,1.130421617,0.675867499,0.151273927,0.742762902,0.899807321,1.273072003,0.844938409,1.087725583,0.59181259,0.551314002,0.920933659,0.774625868,0.658541366,1.226935884,0.981578557,0.734625792,0.355622787,0.592968739,0.515213173,0.811318716,0.800947222,0.996241378,0.833084037,0.778533805,0.771098253,0.660509416,1.034594764,0.852474407,0.72750789,0.615370427,0.600896572,0.482914165,0.775059908,1.294785761,0.925912411,1.413769661,1.089164889,0.580479519,1.015660096,0.955704256,1.240395891,0.989526745,0.985750668,1.010906481,1.008648925,1.0097876,1.051740901
v108,1.005547349,0.988868408,1.029813476,0.985107945,0.982894567,0.964766972,0.782749276,1.115643417,0.965198407,1.08804946,1.007426567,0.981605574,0.972947769,1.019585061,0.963157258,0.978752347,0.940891991,0.872727463,0.99773172,0.976643029,0.96028387,0.914956017,0.927323284,1.079130638,0.894928034,0.937156375,0.934088844,0.865348673,0.887339124,0.842452644,0.925781609,0.774357553,0.836227954,0.877192605,1.047640245,0.887839848,0.965923872,0.840920819,0.814707933,0.869870096,0.854838118,1.011514896,0.891119071,0.994786038,1.029892885,0.995050258,0.994745445,0.994793801,1.004893063
v109,0.975478551,1.004026218,0.946583888,1.00201222,0.777058084,0.896997402,0.73066289,1.213428702,0.891840364,0.990749694,0.998471943,0.847864358,1.074468308,0.907948668,1.097061009,0.815290544,0.876467911,1.002898791,0.901852217,0.794067103,0.900074984,0.791052052,1.065564873,0.958968693,0.993452095,0.943101781,0.973959678,0.763036118,0.849140384,0.799326577,0.866616389,0.817888768,0.741708354,0.827602673,1.027458845,1.123430254,1.019240892,1.031241624,0.963972489,0.843994054,0.906766567,0.830439256,0.855709424,0.990004588,0.95337832,1.008822633,1.008561019,0.991812355,1.009517291
v110,0.704756291,0.782360009,0.845476909,0.569186906,0.817152587,0.725011835,0.561614148,0.681663792,0.687002705,0.737731344,0.747652825,1.027447731,0.809907519,0.619585674,0.824475024,1.128090137,0.856537572,0.763128568,0.8349101,1.079649741,0.909113699,0.951024526,0.96176731,1.094297344,0.899280007,1.112722763,0.818741146,1.160817485,0.973397428,1.045735419,1.038496928,1.157284351,1.429800404,1.00243066,1.409378399,1.310474184,1.017234767,1.10719965,1.245172485,1.30442278,1.246820208,1.210207532,1.364994124,0.980568341,0.981052023,1.017160659,0.988442083,1.000961543,1.097000022
