Name,F109,F112,F114,F116,F129,F132,F137,F138,F141,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140
,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0
var105,0.909178783,1.03223691,0.899057587,0.965451953,0.840766425,0.896352597,0.892810178,0.934783329,1.112932438,0.952656678,1.03141188,1.048533432,1.055161472,1.03822015,0.892651114,0.956603149,1.073000574,1.043746795,0.967337319,0.909273554,0.992340489
var106,0.882520421,0.963256395,0.773071391,0.897835881,0.813517717,0.823296782,1.005336487,1.011597814,0.969608633,0.863970748,0.998427289,0.957084997,0.970943409,0.944021939,1.03443828,0.994514332,1.117772555,1.035722245,0.9844462,0.88897344,1.033494218
var107,0.969507797,0.861593931,0.941163303,0.871403351,0.919936046,0.874786542,0.919925531,1.063173682,0.81535636,0.93351756,0.927001005,0.980054858,0.913205469,0.985065253,0.922469646,0.97113941,0.907917312,0.924601867,0.868560123,1.097442984,0.987684813
var108,0.960616006,0.926106465,1.109604033,1.425382796,0.957507435,1.548201401,1.246985803,1.04175259,1.023148476,1.046100914,1.022751842,1.147127622,1.449139413,1.017459645,0.782175341,0.773235945,0.882560325,1.06178165,0.982566884,1.242705464,0.857283643
var109,0.962701953,0.843678741,0.941973407,0.847459438,1.047435753,1.032256312,0.934664824,0.99936345,0.780087432,0.920141135,0.961424384,0.93836456,0.837943983,1.069952756,0.995789829,0.927765955,0.880220885,0.938881293,0.934838707,1.048299241,1.047201527
var110,1.05298172,1.150529784,1.277817637,0.943403158,1.171150468,1.419953339,1.006672757,0.844009855,1.188241314,1.2529488,1.192607039,1.291717174,1.165428614,1.136051519,1.305475802,1.340848554,1.166500476,1.154421285,1.360105458,0.963832421,1.160321772
var111,1.232547562,0.991434013,0.87981491,0.823926241,0.567236871,0.845235616,1.130997492,1.110330636,0.872859705,1.536404207,1.261193913,1.420675539,2.853785582,1.177648446,1.146305781,1.482583912,1.409404207,1.176234686,1.326916099,0.839954191,0.868844583
var112,0.840225611,0.904600587,0.844061287,0.916582308,0.983670567,1.014929607,1.141655906,0.865292307,0.913330388,1.020893096,0.972816547,0.959928117,0.992199673,1.048150105,1.071382925,0.791140526,1.132928738,1.037422141,1.169077957,1.014044397,1.104688155
var113,0.964173428,0.943953947,0.971553696,1.024100032,0.78568001,0.895476594,0.915379879,0.955942725,0.778997115,0.661798638,0.822660095,0.822396659,0.803951741,0.869820801,0.690373686,0.796885899,0.886325164,0.817666198,0.823803103,0.780665171,0.744274166
var114,0.77567433,0.513635946,0.556253017,0.659708273,0.598207,1.614692891,0.811928897,0.680918255,0.501261829,0.564251944,0.82462657,0.691473113,1.886964398,2.486779526,0.958123103,0.513886999,0.667402743,0.917564174,0.508016928,0.566371112,1.312313537
var115,1.086056041,0.731476832,0.641963282,1.267599631,0.916762745,0.74927213,1.048274317,0.738824639,0.539697442,0.917892933,1.180361552,1.191380219,1.288190064,0.948288047,0.902971837,0.739012557,1.052037885,1.179639281,1.055406388,0.751154259,1.150369768
var116,0.61813464,0.896968815,0.817542315,0.93153582,0.649530971,0.879471776,1.059654064,1.120170409,0.482310521,0.736746269,0.861291597,0.740343239,0.867975326,0.927558112,1.143310915,0.751175527,0.682199266,0.743434524,1.052672083,1.28605588,0.658422861
var117,0.976046908,0.934897948,1.036556285,1.108473811,0.97897032,0.95372729,0.940796909,0.983928138,0.979519251,0.90328328,1.000737973,1.025302246,0.96620384,0.977440041,1.057086822,1.026431596,0.968815431,0.973649455,1.073803299,1.064041687,0.935727663
var118,0.94152154,0.816823285,1.000828284,1.052038436,1.134484278,1.02119114,1.041021148,0.91639689,0.826095117,1.037720684,1.086734377,0.992093417,0.880358686,1.117950207,0.95930905,0.95603477,1.032998148,1.162649565,1.194679202,0.997129205,1.128953329
var119,0.98397381,0.935540801,0.972275028,0.843134891,1.032699253,0.897653275,1.01943893,0.88800281,1.140891349,0.901008597,1.040805511,0.933772528,1.072679721,0.940585901,1.10502488,1.007424816,1.108214358,0.968111956,0.974543303,1.121518879,1.108108629
var120,0.727078989,0.790900882,0.744373954,0.657056666,0.885523245,0.877227003,0.811221429,0.842074969,0.75889714,1.064514677,1.131865047,0.93051533,0.935544679,0.941468585,1.090452354,0.852631646,1.028779104,0.955178656,0.941793875,0.99798093,0.920483611
var121,0.858614777,1.669045646,0.352745273,0.644847466,0.644207604,0.606756214,0.671804084,1.621985135,0.770269926,0.476737653,0.963316902,1.003033722,1.99342783,1.115714017,0.749808128,0.802786192,0.656779982,0.713553458,0.367152228,1.071809377,0.539573374
var122,0.867093076,1.017157993,0.789211961,1.13259994,0.681191199,0.889253697,0.929024837,0.980924381,0.957878611,0.91713148,0.98212843,0.864076246,0.889454227,1.056403379,1.021142218,1.00467449,1.012766779,1.01246573,0.904134709,0.831460844,0.953942385
var123,0.817372044,1.079233635,0.729614143,1.403933071,0.922664993,1.610655448,0.998122504,1.266218314,0.152895357,0.682053344,0.807003076,0.701573881,0.270862168,0.832512302,0.724850395,0.810379143,0.406971656,0.477864807,0.494762678,0.702609008,0.865886907
var124,0.920900811,1.23359548,1.100493463,0.917199613,1.081312207,1.156593959,0.959918699,0.935481421,0.912119715,0.852847065,1.168383165,0.929686151,0.84631408,0.94460569,0.849867994,1.076114653,0.801724269,0.910052017,0.852718348,0.963333936,1.148373299
var125,0.992633499,0.875507556,0.914550245,0.904242792,1.088968771,1.024840198,1.065444837,1.028475226,0.906613833,0.921550697,0.893057398,0.991687081,0.828233548,0.916998467,0.950343438,0.825587737,0.82356876,0.932035004,0.925573569,0.993014085,0.958989754
var126,1.109082156,1.749608271,1.229139252,1.282232674,0.452491306,1.211556078,1.144987582,0.804663193,1.75861926,0.909386412,1.577665279,1.390155921,1.13191863,0.898968668,0.81591602,0.972006171,1.251907825,0.908043733,0.588462657,0.443446008,0.891404107
var127,1.769236466,1.529140309,1.10965405,0.920950604,1.253855189,1.0206947,0.988670372,0.732555265,1.628485188,1.649003195,1.615671409,1.378950783,1.377806783,1.256721262,1.464199612,1.901204226,1.645563658,1.689014766,1.5067583,0.5909008,1.423582223
var128,0.967359409,0.879954545,1.049247293,0.942717204,1.062301399,0.835528446,1.04733927,1.022131597,0.880338658,0.839674109,0.90633565,1.067597776,0.847451932,0.920116388,0.937421245,0.801290287,0.985896869,0.823025209,0.788325652,0.721554597,0.898617477
var129,0.930984204,0.825463628,1.021837314,1.048605679,0.990961236,0.980709981,1.124341413,0.998728797,0.843305748,0.786280297,0.883196037,0.930507917,0.817385271,0.805503114,0.862880095,0.843052471,0.848786918,0.782085208,0.795601902,0.809772309,0.917866276
var130,1.051749812,0.855837422,1.09902892,0.771766096,1.294842253,1.355455649,1.087392232,1.120931709,0.720898572,0.952158693,0.816271892,0.98356723,0.802482131,0.991935351,1.084170115,0.787818408,0.836610748,0.944086288,1.128949113,1.144264258,1.135517771
var131,2.011835127,1.308915819,1.062006354,0.522367695,1.601059371,1.306775803,0.830922732,0.529780276,2.040242672,2.134149061,2.233283444,1.967171488,1.771446929,2.115290695,3.224352104,2.81628522,1.547192359,2.144040741,2.196813358,0.661903221,1.924506473
var132,1.437901542,1.049956645,1.55637717,1.153869408,1.203582987,3.246145371,1.282635817,0.950624252,1.07888745,1.14373871,1.560470387,0.88251509,1.008602278,1.554098255,1.865477421,1.529402944,0.997615945,1.895573848,1.075518521,0.579460021,2.009175313
var133,0.978915155,0.822185479,0.830495009,0.768030837,0.853652505,0.720707647,0.610708737,0.890213302,0.732725204,0.94579159,0.857809845,0.737284418,1.261461051,0.796273082,1.010808287,1.664999556,1.179360992,0.628503707,0.560415336,0.923603188,1.027961303
var134,0.798295895,0.777867205,0.812899743,0.789179702,0.841619776,0.881869311,0.729944092,0.778234008,0.741146759,0.785673735,0.792614122,0.659569835,0.697181465,0.641174378,0.936072909,0.689646989,0.697972869,0.826306056,0.695004442,0.630651269,0.631036198
var135,0.636343953,0.796181902,1.118283569,1.507637523,0.660261221,0.997184727,1.101243077,0.90183701,0.861178087,1.476733045,1.07965811,0.889484207,1.211613408,0.965787601,1.259886121,1.451135298,1.253758632,0.995956147,1.097168701,0.643182424,0.905063291
var136,1.056376643,1.083491907,0.73102242,0.907876252,0.67553131,0.947868211,1.063160168,1.007019222,1.098656226,1.076774491,0.973026737,1.041479587,1.222001975,0.996799959,1.040596632,1.123803956,1.039670295,0.872858241,1.19043463,0.679315888,0.845495153
var137,0.911509325,0.910328014,0.820657874,0.995719689,0.862702417,0.863634161,1.040143613,0.917945718,1.290127114,0.950087142,0.959886316,1.130426834,1.048513007,1.012097721,0.988557203,1.040719346,1.013853305,1.006654374,1.02457605,0.885009678,0.911796524
var138,1.04214425,1.055374694,0.759086634,1.102406587,0.775023204,0.961075406,1.131477693,1.059047563,0.909504905,0.89001057,0.928743654,0.874755154,0.999470738,1.035844986,0.882300614,0.974035915,0.962960711,0.999343501,0.840058971,0.779128355,0.977784783
var139,1.022201689,0.997155179,0.750738476,0.929332176,0.848316384,0.878520793,0.893048651,0.916574245,0.995278514,1.047755341,0.981891092,1.09791028,1.079483713,1.114848675,1.079300073,1.082976418,1.075780259,1.111054555,1.04074368,0.953165208,0.996617248
var140,1.118069574,2.021366677,0.286670268,1.225103881,0.295355136,0.127707133,0.566066915,1.036017913,0.974166183,0.865336685,0.59270259,0.905552006,1.349414743,0.729878356,0.300096733,1.323474517,1.268796149,0.585735421,0.567207372,0.456028056,0.381337101
var141,0.886626909,0.852120635,0.809434255,1.148968193,0.744015367,1.234106238,1.029468727,1.075100651,0.850233903,1.380606244,1.024470178,1.342018325,1.183003207,1.29042656,1.288154132,1.427147488,1.062320977,1.035945894,1.369650805,0.993146538,1.00726927
var142,1.055396189,1.172020057,1.077842201,1.311406575,1.099197951,1.068117561,1.261794569,1.374591589,0.956483946,1.129988954,1.061657294,1.046558424,1.075879933,0.998927577,1.273576027,1.041293873,0.878624276,1.14412114,1.134443527,0.897934958,1.193367501
var143,1.176101489,0.439062146,0.493463012,0.770905103,0.445573952,0.563645535,0.547174236,0.601607302,0.492592278,0.876715814,0.437870239,0.643171709,1.211467531,0.97086943,0.501216317,0.64481712,0.74473453,0.385376062,0.587131706,0.896241563,0.470539604
var144,0.50778963,1.629673702,0.969496477,0.681624853,3.204140974,0.792736127,0.266001444,0,0.130271991,1.702666864,1.273175858,2.427483333,1.057132647,1.660593218,0.808144953,1.140187294,3.921012354,1.430272585,1.838441338,1.743563549,3.275521775
var145,1.100713551,1.079691413,0.766777981,1.010827754,0.905071166,1.074668046,1.087000932,1.126846492,0.893117563,0.87252294,0.959895818,0.865483877,1.128675211,0.777448997,1.147967972,0.906528218,0.790420791,1.251692659,0.875392554,0.810236935,0.97554728
var146,1.428174156,1.069535994,1.019998054,1.188439808,1.057135675,1.290129655,1.462642752,1.368562486,1.213811865,1.188083304,1.103772057,1.083767583,0.979459594,1.392712606,1.319942667,1.168702815,1.159646642,1.235979824,1.092492722,1.043348969,1.164324203
var147,0.992726609,1.006625708,0.925875571,0.852606192,1.279396206,0.848634159,0.828793061,0.995818063,0.793611045,1.126451706,0.973772694,1.148814853,1.092511034,1.116629934,1.317250039,1.017619133,1.084973026,1.028244204,1.178816888,1.066916584,1.099697317
