Name,F109,F112,F114,F116,F129,F132,F137,F138,F141,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140
,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0
var41,0.958876468,0.976577557,0.709201811,1.613265508,0.261398918,0.454334412,0.644848759,0.654711586,0.4920045,0.974199872,1.140685624,0.900066906,0.741382979,0.889110175,1.299310584,0.946280988,1.076156006,0.818730477,1.015261382,2.048835666,1.29803352
var42,0.941770261,0.80745621,0.918334244,0.910268303,0.915112532,1.68872144,0.838682769,1.102106677,1.296642089,0.662922131,1.082852339,0.776018523,0.737864852,1.007160443,0.789976862,0.92299287,1.105443881,1.099791608,1.486280038,0.824400866,1.021853735
var43,0.933079954,0.98763214,0.961911236,1.143454302,0.892238862,1.047121783,1.051288626,1.062289147,1.009941937,0.899433881,0.97616841,0.951042675,0.990096645,1.00409309,0.941712913,0.939336489,1.010268248,0.920734619,0.981687679,0.924567465,0.943030328
var44,0.731316067,0.605960715,0.862293376,0.615205809,0.716497593,0.734875327,1.07022248,0.898040937,0.894574815,1.105027877,1.104566547,0.835725602,1.022428091,0.688360674,1.026604999,1.249456427,1.029051665,1.473904779,1.024795663,1.14795153,1.064928359
var45,1.008080163,0.884156712,0.797816502,0.731790369,1.222823036,0.757117112,0.96148046,0.814577297,0.730430135,1.216079848,1.017368854,0.957108965,1.102698857,1.178412819,0.887846439,0.757589061,1.026451215,1.095944302,1.303514241,1.023183927,0.916557843
var46,0.951249552,0.910651863,0.923760748,0.908924573,0.958141939,0.943921962,0.939138653,0.948467631,0.958693168,0.967569563,1.018439525,0.947360717,0.972801179,0.962514401,0.951918182,0.902276663,0.965911237,1.032034805,0.932737779,1.017058046,0.967099095
var47,0.984262367,0.946096036,0.943591415,0.929886515,0.798084055,0.8436853,0.821792664,0.956723346,0.960663931,0.941573538,0.9835551,0.963503626,0.986758767,0.924609239,0.979785332,0.955816699,0.981135073,0.897010491,0.731687568,0.930135267,0.924716245
var48,0.581558634,0.538871414,1.022648333,1.397971575,0.572076035,0.56019436,0.82085978,0.757718795,0.806085122,1.077859398,0.926195175,0.683189696,1.124725952,1.263441925,0.838117012,0.586490321,0.911619955,0.920306493,0.786063495,0.94391105,1.097319883
var49,1.049775101,1.122571024,1.107405791,0.69270328,0.997657705,0.704687976,1.08048252,0.881891194,0.966326165,1.117677492,0.99498233,1.087789675,0.983692788,1.104598454,0.982039455,1.008922779,0.841574668,0.679259643,0.699834635,0.772270578,0.965921073
var50,0.979404393,0.751209084,0.722737946,0.993381601,0.661363626,0.704509191,1.099434446,1.058672116,1.221730511,0.58235795,0.880228501,4.210400626,0.71189334,0.822102009,0.684344183,0.76571404,0.856679724,0.864923687,0.623325097,0.505648899,0.806223369
var51,0.988286515,1.000570811,0.807270095,0.734183411,0.988920319,0.811590793,0.766573692,0.589951762,0.736412247,1.008408111,0.929512678,0.82395095,1.057039048,0.934084269,0.967173958,0.62082518,0.823093626,1.103122877,0.751656537,1.319407224,1.054796837
var52,1.02272117,0.914572522,0.894597434,0.960875302,0.996057863,0.999017426,0.966943066,0.816960269,0.8133661,0.930608017,1.029658437,0.900151164,0.932348981,0.906659419,1.17972439,0.767626121,0.963276118,1.166827338,0.996313471,0.956730073,1.15422433
var53,0.962063999,0.977918644,0.781290152,1.044942118,0.86528472,0.890490188,0.973580192,1.118116435,0.90650047,0.937629311,1.031836424,1.063590591,1.029127008,0.881415925,0.964933126,1.095117798,0.962144783,0.918527247,0.92997522,1.022009498,0.974750532
var54,0.951251816,0.785670333,0.775313812,0.750279353,0.765874348,0.754081109,1.131764415,0.84021419,0.90831748,0.807942104,0.919688825,1.021991175,1.000345556,1.026239633,0.900561123,1.134914992,1.042311004,0.989751012,0.750786066,1.223257337,1.068126026
var55,0.825191972,1.326334706,1.049618208,0.954481608,0.962074634,1.048871334,1.012831925,0.95132944,0.9432573,1.091337422,1.093410015,0.933204254,0.942765882,0.768483122,0.889022822,1.005616966,0.937381423,1.136503653,0.963114779,1.1627713,1.169471936
var56,1.037344868,1.080586305,1.042794266,1.114108981,1.037027299,1.001663601,1.086256489,1.049583469,1.17144226,1.072922355,0.897647737,1.074921681,1.218181976,0.755816752,0.82467303,0.827210511,0.943243275,1.058885304,0.974560506,1.306501188,1.07916323
var57,0.93677583,0.927130678,0.877339962,0.817666589,1.06412054,0.976558184,0.96247489,0.988952662,0.938176232,0.891659563,0.924991402,1.010610818,0.90915724,0.940271726,0.888314302,0.863795217,0.913541703,1.016633974,0.941572699,0.959124018,0.955628539
var58,0.724741631,1.111130182,0.698172136,1.200898909,0.459443131,0.621452763,1.141865728,0.869167612,1.487962758,0.538081101,0.89244231,0.782116746,0.996084498,0.664486863,0.716852707,0.649594959,0.985233924,0.998543992,0.503970176,0.447785087,0.831738553
var59,0.947834537,1.00889599,0.950781976,0.973780841,0.884008893,0.982109792,0.944027357,1.022164624,0.856284475,0.736666444,0.956702781,0.883770206,0.885626985,0.836884513,0.951604009,0.80181375,0.873506613,0.932279448,0.800320446,0.834529459,0.964593523
var60,1.233731948,1.236962944,0.956115553,1.341379238,0.927275216,0.85500065,1.135795693,1.236156796,0.821427657,1.035441267,1.165514092,1.023854099,1.085256135,0.911004463,0.765081173,1.00655843,1.280427403,1.367001088,0.908913106,0.771487178,1.032604228
var61,0.898437621,0.991586162,0.926188381,1.009577142,0.786620245,0.960624928,0.971891932,1.052030507,0.891934623,0.747656546,0.944283662,0.872589283,0.856420517,0.844569937,0.767163764,0.757896119,0.773886469,0.785006585,0.677720853,0.745722941,0.849813143
var62,0.9253429,1.10450081,1.067172009,1.3116204,0.661368763,1.160813497,1.039536588,0.788989441,0.869448956,0.881210945,1.13462546,0.945049636,1.074854093,0.719907293,0.92630816,0.846482838,0.88344546,1.337117856,0.760174328,0.58226344,1.140509903
var63,0.930136042,1.039907331,0.935125218,0.884697825,0.920040655,0.960609467,0.951608173,0.991283192,0.793346653,0.956177862,1.005149369,0.939491163,1.010039975,1.054685602,1.012660339,0.93551508,0.997411303,0.939969574,1.088562838,0.888882137,0.881881806
var64,0.933601025,1.13015215,0.928520371,0.873578916,0.904625246,0.794251247,1.058039664,1.002658497,1.008900756,1.005843969,0.932559208,1.037981201,0.973535727,0.784461639,0.902204618,0.852706715,0.891878236,0.930470718,1.031990984,0.941122883,0.98645686
var65,0.885385811,0.952583673,0.892950367,0.879147137,0.960896242,0.957250683,0.885692477,0.908804666,1.030003692,0.967833803,1.010842437,0.92779965,1.037443708,1.060399976,1.021475816,1.077274031,0.97085067,0.914573727,1.095716266,1.116629859,1.061789593
var66,0.951568074,0.951128965,0.837585477,0.883835714,0.844033581,0.836843384,0.922562704,0.925624436,0.938090433,0.94505556,1.010609643,0.970182681,0.94413434,0.91014533,0.973933547,0.951148095,1.091996603,0.992668054,1.055276953,0.863615324,0.994371393
var67,0.95459491,0.970573326,0.881091601,0.864413308,0.946144256,0.977204782,1.065221521,1.056680976,0.965362421,0.932536224,0.957216235,0.958165047,0.93710444,0.952746715,0.956213013,0.862381119,1.025687235,1.03002533,0.940636837,0.899578824,0.998313255
var68,0.835528224,0.824457961,0.958683342,1.019317531,0.805245659,1.202620625,0.889997941,0.969636472,0.888690306,0.978344199,0.927936741,0.985078973,1.071296849,0.990832953,1.282852587,0.94150579,1.36443098,1.274565172,1.112787095,0.909913068,1.090453554
var69,0.953361037,0.91439241,0.859536804,0.799494144,1.051870011,0.929501362,1.018397174,1.167762096,0.982864447,0.844153689,0.853499248,0.94373723,0.928561153,0.786668056,0.938804361,0.733803078,0.915993437,0.943051209,0.808100185,0.90360698,0.999208557
var70,0.976051349,0.942530279,0.833171135,0.726243904,1.110192146,0.993366366,0.979574635,1.075186926,0.862198371,1.015275688,0.975262377,1.097667246,0.994918983,1.018221583,1.092949375,0.926192407,1.147193246,1.106025738,1.130134116,0.958339765,1.049814971
var71,1.165848501,1.544428514,1.112736058,1.492437516,1.050817427,0.856664435,1.030165286,1.197424502,1.302366208,1.055388815,0.574136143,1.021419491,0.568069455,0.382518329,1.12948656,1.126063894,0.844660768,0.608128046,1.115838036,0.76454861,1.306785307
var72,0.935731927,1.204476681,0.869871673,1.141214964,0.703601056,0.833033089,0.994603432,0.950987367,1.127472131,0.837696321,0.991030136,0.932840077,1.070238778,0.92807113,0.755634212,0.988937763,1.103682132,1.036799682,0.760417444,0.641208498,0.914173437
var73,0.917080034,1.570920577,0.982535995,1.130392674,0.983145404,0.851992416,0.565035684,1.154308833,1.299258999,0.809321506,0.332278854,0.72435774,0.537090887,0.598693081,1.062729546,1.012288126,0.785997867,0.547175461,1.062067664,0.884777496,1.166651383
var74,0.947679349,0.942790481,0.898973606,0.899809203,0.764074369,0.829298797,0.954599838,0.963777994,0.785581915,0.88333513,1.034070649,0.941882134,1.01276376,0.871324926,1.014303531,0.984372811,1.069340292,1.014479948,0.87312807,0.844989912,1.093941692
var75,0.899404861,1.7863484,0.840224418,0.94800477,0.743776685,0.762634337,0.935508482,0.953152301,0.940929927,0.783715523,0.921632755,0.842039687,0.709143034,0.950769158,0.873300892,0.855804858,0.949022319,0.918215257,1.018258515,0.7690332,0.836112462
var76,1.174754445,1.175302416,0.92111009,1.174702804,0.898426938,0.871915274,1.090555939,1.078210586,0.788604538,0.911803681,1.136171342,0.931888209,0.941254827,0.841747509,0.795506557,0.829793903,1.208154131,1.278371548,0.799812927,0.675739439,0.894303389
var77,0.870523983,1.048117693,0.820994945,0.976688478,0.899779421,1.018943042,1.053502162,1.00844261,1.000979042,0.901139815,0.974285094,0.915857314,0.906950967,0.949367281,0.992296245,0.958487251,1.050203233,1.023160634,1.003765908,0.94265773,0.998300744
var78,1.002240941,0.961867647,0.973951122,0.924691302,0.976268448,0.973802407,0.980785104,1.040674992,0.91054296,0.93794476,0.97133413,0.931980446,1.000001032,0.993554028,0.985338765,0.920693474,0.964633712,1.020741027,0.976101796,0.95980691,0.990253773
var79,0.817439513,0.678815461,0.707710811,0.878950558,0.607682038,0.607155514,0.838193708,1.019204866,0.927560744,1.126997433,0.802803422,0.897223487,0.883658285,0.853257908,0.799455956,0.776535942,0.978183426,0.85509136,1.150223433,0.780476868,0.847392899
var80,0.870554369,1.042367582,0.8224963,1.513579576,1.697142368,1.787578975,2.070524583,2.378086769,0.333484586,0.357495463,1.574716657,1.248956819,1.046694415,1.399188191,0.981745648,0.55361526,0.826927427,0.066292893,0.444958958,0.544628602,0.51268265
var81,0.480404714,1.42014397,0.626761876,0.597657553,2.172527083,3.340489337,0.729888589,1.091640606,3.110557526,0.671203841,0.614932575,0.45471927,0.482055647,0.482598124,1.064595627,1.077775247,1.281538884,1.87661487,1.791988294,1.006193221,0.785258551
var82,1.191878552,0.884680944,0.900486308,0.720557135,0.613624805,0.701221194,0.748104435,0.594693272,0.877763979,1.354895206,0.88063918,0.779489048,0.990501132,0.967047096,0.853740416,0.93353709,1.0541622,1.781609412,1.019829098,1.212818338,1.30788528
var83,0.833084037,0.981578557,0.600896572,1.226935884,0.771098253,1.240395891,0.72750789,1.087725583,0.151273927,0.734625792,0.775059908,0.658541366,0.355622787,0.800947222,0.955704256,0.844938409,0.592968739,0.580479519,0.515213173,0.675867499,0.925912411
var84,0.894928034,0.940891991,0.836227954,0.978752347,0.934088844,0.891119071,0.925781609,1.08804946,0.982894567,0.872727463,1.047640245,0.963157258,0.99773172,0.927323284,1.011514896,0.965198407,0.976643029,0.869870096,0.96028387,0.985107945,0.965923872
var85,0.963310703,0.626585181,0.700508534,0.956572894,0.522073284,1.05876007,1.256228836,1.080409595,0.752522921,1.451146422,0.812562714,0.850701551,1.575953524,0.932693088,2.123821339,0.693760708,0.588521953,1.151510839,0.774323361,1.292744025,0.521421485
var86,1.188239384,0.711203169,0.945073198,0.785371275,1.082190952,0.920754272,0.868766762,0.808775933,0.820008564,1.030138493,1.036265572,1.038281684,0.931096616,1.044254473,1.019377824,0.773285216,1.053065353,1.403962542,1.089414224,1.560815648,1.257782459
var87,0.944749779,0.939976867,0.722381951,0.858142635,0.93364882,0.821730804,0.881592028,0.951715601,0.850994609,0.893345768,1.050306751,1.057457509,0.96071844,1.04906293,0.83848313,0.920118176,0.901178206,0.820795977,0.919763088,1.025808591,1.00001829
var88,0.918566544,1.134831826,1.169396943,1.073204601,0.820759198,1.068320676,0.905122906,1.185185303,0.854900636,1.047202719,1.151256501,0.904467143,0.895207677,0.923390246,1.116454743,0.749690821,0.71453225,1.158715567,0.891800678,0.896980117,1.105553915
var89,0.814292835,0.801517821,0.888479927,0.887563771,1.010796135,1.083120972,0.91259334,1.06477046,0.62278776,0.69307654,0.724934676,0.819149292,0.625865057,0.714452636,0.797968101,0.655117558,0.666454589,0.649964873,0.633286518,0.923070803,0.785102506
var90,0.946800165,1.228457107,2.181675704,1.372164467,0.607619047,0.716131702,1.741348689,1.204448758,1.134774052,0.458087652,0.711344581,0.351355235,0.50149609,0.519676841,0.167194179,0.43273393,0.967073484,1.203918359,0.43581982,0.562592842,0.704541848
var91,1.497020386,0.903458295,1.569449042,1.233068758,1.528419561,0.415508764,1.633108643,1.593176155,1.190192918,0.978483772,1.013580848,1.231940714,0.435838062,0.473352069,0.506406305,0.291563394,0.709447924,0.245077573,1.150722339,0.563303316,1.019932395
var92,0.741316176,1.130429074,0.582638771,1.943118681,0.747119899,2.046020462,0.870242151,1.282456825,0.099238397,0.633800641,0.718291603,0.683319842,0.212525955,1.040326471,0.655839667,0.841786365,0.339289127,0.36606669,0.486753436,0.540566237,0.852780362
var93,0.943130087,1.226609926,0.379597321,1.254795939,0.862545372,1.469778153,0.727370622,1.152730916,0.059664155,0.699375931,0.860722525,0.688974273,0.109063204,1.292990442,1.075650678,1.119971853,0.464151843,0.399502339,0.547707883,0.680956294,1.414257855
var94,1.265036133,0.946890992,0.86761841,1.281185946,0.891471065,0.75816427,1.085740358,1.263640803,0.905985867,0.857525696,1.018641676,0.967074492,0.951401356,0.80999517,0.772665275,0.71703263,1.130603713,1.264990099,0.740911903,0.594579027,0.889674124
var95,0.828678107,0.828953617,0.987834175,1.019855562,0.925362506,0.931805345,0.789653913,0.93964947,1.108936845,1.098749864,0.832604499,1.155835819,1.041686381,0.995350828,1.112082537,1.207868656,1.04603353,1.009476315,1.056529174,0.976261925,0.996197622
var96,0.556644448,1.123613123,1.210138863,2.028772659,0.883271615,1.301818111,0.516592745,0.247863568,1.600377713,0.425164745,0.576915957,0.70260712,0.720273433,0.332925922,0.177708107,0.720944699,0.734984423,0.250686172,0.427123979,0.851378886,0.676857078
var97,0.912951321,0.812812013,0.894690492,0.890981743,0.853692617,0.793978052,0.827371866,1.046432604,0.957201423,0.960894204,0.905561451,0.92724318,0.91740836,0.961713616,0.902438811,1.019410901,0.926782127,0.936401419,0.89677347,1.109237628,0.864947893
var98,0.90935014,0.918055699,1.521867777,1.377915559,1.098803164,1.758577515,1.514156531,1.26327006,1.277828099,1.011103464,0.941627418,0.957921353,0.956315322,0.936871814,0.94289972,0.922822018,0.828941631,0.894752338,0.892101548,1.10365347,0.901812867
var99,1.17117788,1.291669404,1.031368984,1.063934609,0.842646121,0.609094927,0.76885491,1.018352636,1.005353399,1.005368111,1.063517185,0.832365387,0.901676673,0.875193572,1.096090088,1.200643308,1.085614438,0.915173997,1.055157963,0.652197132,0.943452955
var100,1.20853738,1.047089268,0.808603068,0.78673829,0.887409973,0.855827655,0.888067357,0.861316559,0.991801509,1.138516281,1.149956078,1.114687077,1.148987565,1.181975525,1.193904112,1.192770678,1.13942371,1.226986851,1.119339472,0.829924623,1.10478778
var101,1.133199789,1.080046726,0.82307095,0.908714261,0.822088314,0.830732685,0.928316661,0.872018221,0.994944382,1.050232328,1.204865958,1.032750165,1.062591441,1.033931054,1.063358416,1.122471252,1.140256285,1.123874416,1.022209247,0.751966416,1.158123284
var102,0.976589686,0.989415081,0.781819938,1.045563581,0.830083982,0.851448662,1.152119859,1.034132806,1.329240402,0.814760067,0.914232921,0.908284269,1.100193777,1.002911931,0.817300944,0.883968462,0.901388313,1.028703509,0.795525067,0.823149127,0.945699605
var103,1.00454194,1.027318635,0.907937482,0.856321789,0.917884797,0.862843494,0.968570257,0.968198877,0.926242021,0.90945709,1.022805746,1.083484148,0.968322075,0.992376007,1.055640928,0.897345161,1.123057128,1.085002927,0.913531527,0.866603713,1.035627507
var104,0.923761134,1.133984434,0.861338091,1.095601238,0.674195357,0.941223605,1.072314328,0.918324272,0.964568088,0.756014577,0.850810444,0.924772823,0.983855444,0.86248229,0.852590868,0.95303321,1.051208565,1.042429597,0.830063454,0.640067735,0.935788923
