,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
16-HETE,815.1796554,2222.33237,325.5398609,511.2806627,628.8144562,301.240666,426.6497791,233.40432,715.5044509,473.1788219,270.637601,1384.840858,328.2552761,405.353899,501.4852697,804.8217755,639.7173779,514.1070491,303.8309983,353.184162,305.4166761,359.3795008,953.6452328,297.9126734,346.921381,603.1315544,1563.208515,255.4772763,285.7798184,320.2569351,297.3971925,1151.31052,479.7386474,497.6854706,1032.439841,361.2218811,1773.238484,540.1380999,514.4590506,602.9083772,272.9699057,223.5315705,398.4978945,581.8914779,593.3836238,677.7659024,691.065437,694.637828,720.3376453
Myristoylcarnitine,4127.181559,4781.846919,3233.949799,4512.13643,2725.066423,3033.239417,4608.522842,4105.63104,5083.984858,6553.84537,4376.928031,5480.006048,3767.601819,3859.953439,4115.284575,4468.080244,3851.743464,4971.330502,4639.656746,2688.511102,3987.500268,3351.639464,4118.807388,3623.862212,3370.896143,3311.651727,4282.752998,4497.406285,2828.604972,2513.301133,4125.924392,3612.501683,3572.779223,2850.925706,3623.539881,4282.039321,3528.036223,3313.730029,2738.080013,5390.827315,3927.294059,2933.880394,4038.364644,3994.680488,4044.470398,4163.788837,4624.208459,4592.353116,5017.320331
Propionylcarnitine,126.9457678,63.26305702,137.292835,148.6634546,150.0369069,152.394521,71.14264797,76.39044567,133.5020115,120.3620459,82.3239431,62.95496019,76.08303162,77.45561942,164.3517805,108.4514842,118.7469147,232.3021613,231.1876819,123.0316246,135.2217697,167.2472248,191.3615758,172.1191427,75.45457,65.83569083,212.5428901,115.603446,231.5569509,79.73021482,147.86495,130.7169344,201.4343611,198.6106522,236.8883947,198.6240194,218.517962,107.3477174,174.8214792,182.6359866,112.3041019,58.52557151,202.1738809,125.2398947,147.4906283,166.2016338,130.3143761,171.2875725,151.0966808
Octadecenoic acid,477.8110719,413.8375184,286.1345067,567.6012302,199.8800009,473.4828888,403.944026,511.3263402,371.7108378,834.759873,520.3554375,777.1804281,941.5679789,664.7406188,388.0682833,377.049466,355.2908944,336.760026,565.0865226,726.8188547,447.3469481,504.6343232,563.0940398,293.0619472,603.7254021,322.0839725,613.6282079,765.5841103,515.8350471,179.9538669,384.6502254,303.5412612,211.0999779,295.463677,506.8350156,338.5665512,476.3185623,361.1459595,419.7001484,353.9007729,835.3668406,332.7070965,468.0687571,541.988652,445.1366851,325.006484,485.3644217,441.6934863,438.1309996
Methyladenosine,113.0612547,123.7182509,100.2341288,104.6080552,164.4692455,123.3618126,112.8273938,119.9871499,142.7939859,156.4359752,99.24991625,115.8275869,101.789566,119.4150311,93.45497964,138.4510866,123.0408635,87.45329657,113.2260874,123.4281131,119.733779,136.138406,112.1022742,106.6028594,144.0567679,116.9503855,106.7851257,189.6268564,130.8411264,131.5659318,136.0396753,114.0686484,129.1752442,140.2284581,134.5408659,143.0108404,94.74320294,123.494373,121.4114833,131.9957267,100.9596563,120.6098019,125.0469864,109.5525031,136.4625422,118.5557343,120.2436252,122.0021079,123.5739619
Oleoylglycerophosphoinositol,1605.589851,1607.114664,1231.836719,1307.392439,1524.554349,1223.817029,1367.445833,1636.449302,1625.655725,1843.197796,1209.843305,1538.514259,1446.180733,1405.046118,1342.64194,1466.060004,1502.830146,1341.620437,1415.12427,1641.329267,1324.831928,1701.839724,1507.348436,1401.121265,1722.390826,1385.298217,1559.410394,1423.005255,1710.083027,1628.845457,1491.481829,1561.835187,1551.476391,1377.111751,1398.874373,1356.339545,1359.711243,1578.589129,1356.87941,1605.592025,1473.662831,1320.689069,1477.681375,1290.519909,1545.065783,1676.554362,1664.774537,1614.602984,1686.604749
2-AMINOETHYL DIHYDROGEN PHOSPHATE,39.0579535,30.3993621,20.80981445,27.90332794,34.90196967,24.30672455,46.37423273,60.58089971,15.1952404,37.33805799,36.20978076,25.49920702,39.71424127,37.13313596,30.56083679,61.49396369,39.25106765,22.29204652,37.72373933,30.08635319,85.43419183,35.94758654,33.3677063,70.76795625,38.88059235,61.70691571,37.94110927,0,70.79446835,60.09500528,56.34170635,30.26230645,34.74692512,36.7364925,55.4921766,37.58523548,55.47934162,24.40690613,33.64258623,45.5786225,45.25937581,53.01823242,31.14436388,34.64329505,62.42625127,57.2185616,59.50937649,30.1679306,28.53284251
Docosapentaenoic acid,79.8659323,111.8584932,51.05886841,180.7226229,88.7864275,290.291016,99.97726664,180.3944891,17.05184573,243.3781702,201.6904296,364.4021367,173.5674666,219.9819587,88.43271108,51.36298789,246.2831423,152.11258,191.7813458,107.8133788,106.204176,92.61436568,18.99726638,141.110224,113.3669247,156.4412848,30.1593689,66.12245576,102.8997965,87.70846955,111.1551028,107.1556907,84.02548064,91.03800964,50.94153946,164.6662763,64.96980298,131.0521519,203.7376838,96.45048661,161.7005768,178.8384967,189.5054847,146.6368799,120.4295412,134.3971777,134.4681034,157.6440475,175.0352614
4-AMINOBUTANOIC ACID,6373.167239,5750.370836,5995.314314,5951.689768,6665.501696,6419.015039,6402.71898,7157.683301,5582.391037,7946.795871,5748.302847,6998.428633,6172.717348,6496.460822,5820.883113,6197.088982,6469.069423,5941.642965,5910.294394,6579.135968,6360.99418,6664.203616,5615.292419,6327.833405,6624.732092,5608.474164,6107.762656,5806.923367,6324.320627,6154.676626,6269.598774,7139.51593,6462.638143,6433.832977,5972.664053,6353.944105,5745.257342,6087.023745,6544.350393,6239.766458,5911.135379,6089.095092,6070.819026,5953.958344,6521.852795,6499.95365,6525.572854,7146.37576,7289.666611
4-O-Galactopyranosylxylose,68.56988084,63.67883961,75.00886328,78.17887167,78.20946113,60.01316678,66.35686532,76.58373277,74.31819023,114.3740641,64.204748,91.99027278,63.72210287,73.30295659,65.43644488,71.5915071,64.87061248,81.8246516,86.48335427,54.48942949,62.11220878,66.59052711,69.24094522,62.45906774,64.13720676,61.28784322,71.70111325,67.62570259,53.14235315,59.61842555,83.36091408,67.03686717,66.80132478,65.62320639,76.69805849,79.7776502,78.43541859,69.69962292,68.25657562,73.67530168,65.64582469,61.7218205,80.71252566,77.09478451,76.73201427,61.87676698,81.7275714,84.62764432,87.8057754
5-AMINOPENTANOATE,1049.674954,887.4124708,1093.650383,1171.823921,840.4417382,940.5234739,1125.064818,1279.766443,772.1197983,812.5112264,783.04321,1073.923528,1099.688838,978.5869213,830.5698979,846.1567203,1007.99794,703.6702046,1092.962184,742.434169,1040.249382,1035.399025,810.0452102,772.929157,783.4510338,676.883439,792.6678064,1025.072853,666.6091557,748.787314,895.1812034,996.4770675,848.8556296,1197.813666,748.892795,636.6058004,955.9637175,1037.991567,1149.752484,980.1769408,1074.714623,845.476343,1080.414623,827.3170942,865.1174344,987.5006343,955.5126408,934.8690932,994.6171863
5-Hydroxyindoleacetic acid,46.71811244,49.01137967,19.41318017,75.50043421,44.09335254,42.70688054,21.3568609,20.86277771,27.75916347,24.13079198,35.38524568,25.433141,22.84060608,31.02191957,44.2313861,44.87531902,38.24763784,52.18218178,32.73040783,55.33246889,31.14666366,30.16707318,34.98363413,68.19603821,23.49845867,57.11481809,31.87770934,24.02658983,44.76351794,42.62373961,17.83348884,35.79418669,28.26077586,25.75185406,28.57781473,71.21699031,23.80479174,34.20540726,21.12790527,33.28830187,30.90516476,20.78262016,28.18575511,29.35804834,29.24898365,64.225722,33.66007702,24.79765598,38.39032605
5-Methyldeoxycytidine,21.44171773,15.8102417,9.726348877,19.13829855,19.29454678,30.20764818,24.39649202,28.93407608,22.72959305,32.63893979,33.18323376,33.92551029,17.490448,33.68855691,27.46044164,22.94723467,32.02830332,45.05025762,22.17473555,25.82850293,43.39448271,23.34745026,28.38843638,25.75065036,26.07980407,19.94284821,32.57441849,2.640136719,27.32763612,36.22033411,34.01595569,34.71443198,28.76195154,21.71970404,34.92949839,20.29314919,30.36045002,7.91872464,31.42555712,32.84202191,32.68764527,29.22915322,28.67818448,26.7746359,23.79026037,24.56965637,29.08818817,33.25058584,31.62255415
5'-METHYLTHIOADENOSINE,1567.97786,937.9043982,870.0676916,804.375275,1019.575116,1065.646735,1031.997953,840.3027994,954.3479452,859.5670446,846.6210463,800.5261275,615.4684981,883.340629,834.1336283,722.0099252,1006.901822,669.9896453,1025.197067,1427.485546,1240.614873,1034.859082,1033.819598,1264.566716,951.0697174,1034.072728,989.535877,1020.442974,1179.61081,890.4039914,1233.209,1071.902933,1157.676048,1185.980713,1071.122295,1252.90381,1363.168454,931.8139901,1283.551347,1135.520593,966.3826048,1269.642397,1129.930558,794.6441453,892.5949166,877.7900693,853.6216339,772.9392898,1133.035069
9-Octadecenal,3339.183752,3720.135959,3598.291321,3563.544435,2654.385101,2953.405758,3424.784506,3214.80101,3375.104392,3258.156291,3626.023091,3030.639264,3466.554609,3200.734606,2873.034001,3228.405135,2867.316341,3289.685873,3289.149326,2935.019091,3450.528716,2956.423625,3305.574862,2687.660551,2934.185363,3222.513397,2907.821011,3221.78526,2575.129759,2849.237988,3151.760983,3060.008993,3232.575035,2874.762634,2547.082125,3238.187751,2852.682744,3737.923991,2750.975526,3085.324238,3691.585778,3483.612948,3694.367614,3356.081451,3568.029343,3143.558682,3235.838212,3134.944368,3348.847771
Eicosatrienoic acid,3637.521917,3863.972366,2996.389914,4074.794384,2916.160324,3756.457862,3836.829607,3471.24112,4300.034037,4258.953786,3912.663803,3757.809238,4110.687363,3264.711104,2693.506111,3189.36211,3409.386173,3472.928688,3498.022419,2827.444345,3449.821954,3095.104835,3459.801875,3160.905975,2807.74743,3545.209616,3215.875602,3167.281119,3054.214144,2416.088906,3327.48555,2828.896604,2893.384633,3035.248114,2783.871123,3096.627522,3080.434417,3641.675707,2803.357143,2909.188378,4850.493947,3167.237416,3614.049641,3735.193573,3576.455761,3256.78655,3416.448625,3508.971288,3490.001578
12-HYDROXYDODECANOIC ACID,3950.939009,3979.394465,4162.890638,5117.62191,3999.985775,3953.771333,3896.078583,3490.239114,4089.072006,4692.777199,3850.177381,5362.948769,3795.424725,4897.757197,4259.999576,4796.470636,5566.131302,4232.200833,4442.421605,4129.810615,3855.723335,5150.774598,3954.472394,3995.837643,5438.751633,3562.37435,3814.102276,4679.932188,4670.734859,4745.700015,4729.561686,4003.085078,3790.708514,4299.103968,5548.054543,4874.023292,4019.590824,3909.635157,4154.719183,4258.420987,4291.700142,3622.679666,4097.678565,4158.54093,4101.328891,4440.13283,4515.854704,4481.403372,4493.501192
13-hydroxyoctadecanoic acid,389.3734603,40734.1102,23976.55654,17499.69879,25328.83854,35385.3975,109.9478439,29166.31756,440.0583524,165.956665,20360.37514,30053.84379,32684.89799,35081.13921,31595.13851,288.3555617,40621.58505,21946.67345,193.4166857,10678.31753,32301.89353,425.5491535,168.8842589,85.96474211,197.6796133,27132.80663,17051.37351,139.2007878,155.409831,610.5380453,410.8972725,369.1807553,134.3530959,433.1934905,189.308259,23671.30466,630.1015068,323.6927891,39499.25695,204.4748491,251.2860236,28836.31217,152.3041161,12548.9394,13239.37532,13469.50348,13330.90314,13898.4884,14435.88125
14-Hydroperoxy-H4-neuroprostane,159.066425,245.2798624,234.4449624,186.4378198,252.5296694,259.8163757,226.6947227,250.5129704,494.3597484,239.7753072,195.5681916,322.0152182,270.2030508,251.8474994,229.2831007,1777.726791,268.1634241,327.2022974,322.8468199,239.1109802,266.7391493,215.2347073,245.9355409,197.1074517,220.5050349,214.0138855,210.8358221,203.9056443,244.8739524,250.3516603,201.3381484,136.8143701,191.3534746,173.9692544,241.9911848,245.6920991,287.0142525,229.9259375,194.0619211,263.3017977,228.0712576,200.2068123,273.9670589,267.6057437,290.0249324,295.2392273,321.6587755,377.3494468,372.1033698
"17,21-DIHYDROXY-4-PREGNENE-3,20-DIONE",78.34644625,72.99560992,77.46048683,93.75516705,46.65523213,207.8434529,50.57181109,36.02881356,242.6026062,41.17050368,97.09456624,50.20231441,111.1227277,185.1469092,61.36645974,91.46704271,166.1024314,412.9306795,191.2161068,38.67534924,26.34089101,95.56301441,503.9699896,32.94807486,91.24070977,123.4765926,53.23541665,36.50958552,53.67487129,84.27924113,397.4332382,455.2984503,35.42236511,145.2289219,33.09344086,32.5799836,55.61913207,69.42236069,24.0830321,75.47144333,208.4696826,128.0243068,37.78129274,109.6513508,126.790086,119.4412044,127.3148431,136.8839937,137.1619557
Trihydroxyvitamin D3,215.5518811,167.3825472,112.5257971,215.3607356,192.4222703,150.3187193,236.9351232,238.8730377,156.2027278,277.0252224,223.5689217,184.3084204,237.9247536,167.5394319,307.9205864,222.8407504,210.6342254,232.0086226,284.7411994,263.4323345,209.2572965,243.4789988,297.2333464,170.895358,258.5943753,234.5080548,170.8863579,159.4355756,316.9619865,209.2012797,188.8674615,239.1747705,214.5865319,132.5972428,147.3630442,302.8850021,172.7696766,205.6132735,171.2786568,208.303813,167.8372696,190.6995523,177.9094432,219.0461147,254.9493809,193.9216868,199.6919834,206.1715731,167.6342616
Acetylcarnitine,585.0986417,704.2478031,542.0449144,477.8142718,425.2060228,342.6772091,477.3956216,847.5358608,512.9225177,690.6408903,666.5777036,789.3705643,597.1928305,631.060004,575.4400518,625.045884,655.9200833,1709.857622,431.289248,389.2248994,542.6448821,573.1806805,627.8376349,701.1682214,464.6266838,501.7395897,435.1110356,569.5933694,504.165658,708.0377197,501.5369702,579.2520331,648.9049779,251.8658878,469.8522307,709.851898,456.1995987,663.4065893,451.4076651,846.0457907,602.3059771,698.086633,587.7107383,600.7230559,612.3704826,536.2035101,626.1868139,632.7251381,603.9189596
Acetylcholine,894.7511161,786.0024491,770.4697707,845.4140901,904.2629946,1040.313012,861.8517915,900.7731038,956.663532,1124.969147,767.2596945,865.0324495,864.4131047,846.0051175,785.350739,884.3346025,1020.935142,854.9710321,693.8958655,1060.949523,1096.220303,899.6490856,917.7963956,844.4324425,1251.596555,807.8636539,952.9486224,989.5937089,1203.004047,1102.042349,1162.558898,879.9438124,712.9031293,787.508887,846.3356663,1069.350186,1071.713195,1053.909063,954.8626767,990.0799836,880.0598128,817.6777292,881.0030295,816.8638073,1002.525981,880.6126061,856.9631899,961.113625,1082.112516
ADENINE,70.38329333,50.56287466,67.66666393,62.45358422,140.8654407,58.02198685,41.67678021,62.02338561,79.95255934,79.4618012,63.94527056,59.14294453,57.92474683,130.2172987,47.97862439,111.9553508,34.65820199,2.245033264,58.28811811,18.71975542,31.49076167,112.3708673,52.2115825,24.38950482,33.68297798,7.980930685,35.06762716,55.88205508,29.63146583,84.1310293,54.37146738,13.36039599,91.20655088,170.5702962,69.81944118,32.40477733,52.5376109,46.84741557,47.80040384,40.95087976,61.9868908,41.94729393,99.42543209,63.73605867,51.87400129,59.9605675,106.8052521,62.2784115,79.24479154
ADENOSINE,1329.013851,1623.742503,1357.834367,1651.367122,2139.822755,1295.83341,989.4167581,868.6950658,1173.353935,1489.303366,1861.232912,1264.76105,1513.041043,1730.420626,1030.285119,1081.87906,674.828143,413.88553,1706.605225,730.1163976,1216.077788,960.9686577,760.1978217,956.6752024,709.3257002,930.0985835,1047.996935,1110.758321,1196.507317,871.9155382,1282.186155,678.7973231,911.1289009,1399.91901,693.5842784,1038.090256,815.4247026,792.2412389,821.5052531,353.3299716,583.4067911,1082.668969,729.3810049,1113.393636,1151.135627,952.1942426,1142.301033,1200.256398,1071.791463
Adrenic acid,17080.38797,18363.22767,17333.86147,17557.67062,15318.93605,18730.82015,20034.91698,21672.22968,16295.51793,27315.91185,18690.82877,22420.02363,18943.92982,19803.135,16779.24095,20862.89767,18648.14779,23430.52548,16357.68566,13693.80385,15660.43235,15758.29535,16201.11616,13912.25645,15291.27432,13859.78102,14767.19113,15056.69021,11957.18063,15259.76872,16424.47721,13743.60025,15668.71812,13366.50782,14333.56605,17683.15731,14292.00555,15138.36344,14177.90551,16105.3976,18788.1107,16919.97203,17407.61188,16762.53249,17540.71409,17347.54852,18206.70155,18203.88003,19219.69564
ALANINE,622.2898396,771.3327414,628.8977854,540.9248833,565.6786676,782.0657738,684.24805,690.1400283,731.0467676,722.7837747,656.0392439,775.1980174,755.4418564,718.9131973,511.6588172,683.0349738,668.6454112,600.9590125,614.7214403,530.4237587,633.3366811,594.3123284,584.1236371,591.112281,691.5950471,727.1342416,603.9725065,657.640168,655.2599426,623.6599001,624.1437118,621.8666923,568.5574764,494.5680559,572.4154033,648.9175635,446.0102072,573.9866654,772.3077583,565.5991704,535.4520099,558.7686611,507.4333515,724.6360799,636.7863623,697.7783276,706.0446812,669.8921794,624.9046097
Arachidonic acid ethyl ester,3684.792181,4569.45224,2531.855794,6724.475765,3793.73863,7354.496287,3829.967625,5197.269836,876.595367,7684.805563,6991.294104,7681.35728,5286.750806,6286.975709,2893.578051,2341.47283,5473.415312,3448.819888,4870.495669,3401.145288,3602.44933,3492.289815,1157.453914,4180.507718,3641.432967,4308.814605,1809.571515,1932.454888,2728.23266,3217.894704,3810.412482,3596.259773,3143.499903,4476.517619,1598.877071,4767.953673,2009.162744,2750.326249,5375.479922,2693.391712,4008.51284,4356.924864,4651.942349,4505.16401,3954.942499,4297.313781,4289.840862,4076.764007,4829.661552
ARGININE,2690.591518,3332.001318,2373.99445,2720.131965,2430.413798,2475.692557,2518.206982,2847.154336,2656.836977,3239.742375,2399.889677,2819.461289,2698.495513,2543.716296,2321.722265,2336.447183,2303.899595,2606.479954,2565.20118,2252.500319,2551.445814,2589.175118,2773.511992,2575.890077,2263.563663,2584.336739,2644.531782,2546.413589,3017.351575,2474.185808,2504.395888,2392.131702,2720.696122,2540.405906,2320.625299,2731.242159,2482.512091,2701.296506,2603.19097,2856.209722,2957.232267,2795.521842,2463.791217,2622.450622,2535.486293,2557.953759,2647.437096,2902.487107,2713.914536
Argininosuccinic acid,731.1051431,853.8526839,598.6502671,946.0403836,755.087223,732.4488848,756.8232256,732.1366288,582.4867911,997.8366743,753.136689,782.471618,774.4683314,802.4305983,620.8727176,673.0219042,623.5113499,448.3066449,682.7993248,760.27361,848.2796553,873.441011,716.003631,831.9643667,778.2187756,841.8500542,624.4219658,671.6764994,743.7159838,636.4563816,724.6132535,765.4104902,775.6771682,728.7929492,542.2337689,671.9918378,756.1726337,805.6432713,726.7896616,787.3072926,964.5409049,965.1946549,863.9049854,823.3846439,785.1727496,769.0419777,847.8138055,784.1894484,732.7435135
AZELAIC ACID,180.1784885,280.1715478,231.3897183,174.9440089,238.2303979,286.5496655,187.2580491,190.5651191,205.175002,147.9193972,162.71456,184.2947812,242.4184073,246.6892753,220.5887749,165.7076009,204.6491277,223.3259627,169.6447762,202.9694652,308.8179749,158.2422312,181.0952205,178.2307872,177.0302632,326.1038951,206.949432,202.6013217,207.6137356,206.3583883,186.8129654,230.6514376,209.5542912,221.648563,138.9583702,292.5394267,232.6138788,201.2957907,323.6726914,224.2508784,250.7726753,280.9361022,215.1193013,195.8966557,223.8104512,250.9572209,191.3595536,190.5572575,289.6818262
C16 Sphingosine,111.2476522,111.7591249,181.3143404,79.58077727,104.2479359,93.25106682,87.20967701,91.50179291,108.5625984,115.2386825,98.85457422,105.1869359,100.8256708,106.3473623,91.72536504,150.5751497,84.99378678,87.39991186,66.01911774,100.6099351,80.38301702,70.73002548,108.9305692,96.24826688,89.60527552,78.97305346,91.60191692,107.0209103,87.88984656,89.8017479,83.58297611,97.88997478,94.15731686,90.14073614,90.34593228,110.6576457,92.11778907,163.9558986,103.2758953,97.70210215,105.0006707,118.688692,131.6382174,114.9901168,70.12954712,104.1438341,82.51298976,127.3443789,68.05111724
Campesterol,46.85801721,93.54889232,89.43977194,21.48588562,67.66986084,47.2710362,66.40165082,52.74672187,54.1182641,25.38188124,46.72572875,63.66012197,31.01689148,71.56381503,50.91555727,15.47183275,55.91380404,13.04986572,113.392931,9.165527344,30.22345706,30.2868042,8.461257935,24.67510986,15.84922791,31.0223546,73.4491461,82.07367363,65.54844361,67.57239193,67.1841732,19.39329529,24.69891943,11.97180188,0,87.71951413,8.44960022,0,0,0,19.72241211,4.924362183,9.867034912,44.85554296,73.38928105,49.11109464,46.15873742,60.35863754,30.27792406
CARNOSINE,172.5653733,162.3432316,107.0369359,168.2164321,126.5492319,144.691415,140.6289418,215.5414104,205.435924,212.888955,191.254489,170.4544719,116.8624653,153.6040485,239.1173508,148.7375746,147.6910321,178.1934038,141.9408248,120.0227465,184.8519804,166.7520462,166.0922786,153.1678696,101.0432974,197.9626678,161.8762275,105.3554323,182.6007233,150.9968896,186.3916206,178.0588059,160.4796739,150.9152315,124.8840714,142.1682251,154.2788348,193.5312134,110.7024216,163.6933411,224.646751,168.9763772,163.0834493,191.1233041,154.5542386,165.768729,198.4867854,146.3377989,136.9881587
Cer(18:1/18:0),9020.456457,8848.211933,8449.264225,6731.324411,8785.928295,7437.556818,7651.56177,8788.864131,6429.835573,9731.735882,6714.41886,6971.011941,8803.354631,6978.109457,7087.848667,8598.250395,7399.757694,8585.096173,8454.374031,8422.678332,8091.424679,8952.041659,8394.365534,7901.625366,8987.326041,8276.291833,8756.464446,7999.39959,8241.57182,8089.282961,8408.52962,8817.998451,9696.088724,8792.81753,8046.768824,8514.757779,7449.654366,8939.437898,8962.716268,9528.378334,8460.25462,9505.91777,9298.440799,8059.381698,8468.945625,8807.434533,9075.924107,9277.973005,9173.047711
Cholesterol,80851.86447,78474.81164,87362.80776,92170.94418,80255.13294,80543.41086,90964.47287,89000.26312,97467.5304,94973.41349,88716.02868,91896.19038,87545.18058,80882.84122,80291.77883,87178.87369,83688.50807,88194.28938,84848.14835,89243.96674,83240.53033,80763.69296,83974.68858,79321.41611,79757.0688,76295.57185,83081.76606,76257.13578,86634.69789,91779.45783,79749.87958,78355.33794,84781.51635,73296.50173,84304.49581,93707.75069,77925.63484,83591.51599,76734.75481,77439.8533,81962.1058,78674.53934,82867.98989,85403.74113,85894.98995,87350.66402,93145.78719,82837.01148,81765.77995
CITRATE,1140.766451,977.9779319,983.6830253,1123.877328,954.9357193,1218.150088,1053.954643,1359.627764,868.7264542,899.7852417,965.9287143,906.7128009,1033.774499,1035.577189,1107.318561,1012.254458,943.7561846,1192.234072,1016.305876,1029.258066,1164.943029,1377.538475,1050.437624,921.202859,1330.055731,922.9891727,904.7610235,791.843655,985.8230588,1093.621586,1067.023037,895.5014676,1225.088107,1314.189206,1125.989032,978.1870103,1260.97644,973.1898427,1408.724864,868.0604404,956.96905,1122.599025,1140.687658,935.77186,983.8465637,1032.88594,1295.654506,1256.886059,1284.462474
CITRULLINE,135.9100417,159.9835378,97.74235949,96.31305715,71.16250469,97.97626058,79.58902882,138.5499386,90.89518195,151.1051573,103.3137686,159.3373212,108.4452168,98.59588791,72.24472048,87.79668369,120.1070773,80.75349677,106.2416489,120.638685,134.8093999,172.0705138,108.8745665,108.5886825,123.4854062,164.7651445,139.7739102,102.9082244,125.7637932,91.74423799,109.1796649,128.4453767,132.1179079,90.95008521,85.82136641,123.2698964,113.5187484,111.5385436,138.6263198,146.0103288,118.292127,113.0498548,108.4957042,115.1013534,126.0435247,150.7459241,111.6671566,137.7185775,129.5625582
CMP,109.4341996,126.6453646,92.41321642,92.93400586,146.4790704,84.91867906,95.5765045,78.28684802,101.7085309,115.5040476,70.75430256,102.0035633,93.61614116,95.34367722,110.8732462,107.6713565,104.6877232,77.19745757,104.2832471,84.35807589,113.4962444,102.2218379,106.5836381,102.7717115,105.0582277,79.54894447,110.0843949,122.8496418,90.35466444,102.2005681,118.1797353,117.1556516,93.22690695,129.4707122,107.8206815,121.7169352,120.8996715,87.21719356,69.97320562,106.8841629,77.9232103,107.3205554,81.32678094,99.37963817,103.790362,93.77502273,97.3444519,124.508195,109.4042032
CREATINE,44776.18366,44132.93122,43548.92404,42077.71773,43955.19276,43039.63171,45274.8541,44925.56331,43312.84021,47459.81927,42278.65803,46615.60411,41856.46199,43577.13305,43599.49733,44641.3503,46615.49343,45076.2414,42013.10633,42376.11281,44956.3714,44815.05537,43120.48096,44251.97112,45963.44965,41119.74088,43055.66469,43975.2453,41872.89125,43308.70154,44569.78911,45038.81389,41606.97588,43713.37812,45234.70781,46549.60423,43356.41624,44519.62412,44433.53242,46391.20898,46462.77957,40535.32176,44143.30396,43313.70075,44759.60376,45069.3293,45271.56459,48080.23675,49475.69811
Cysteineglutathione disulfide,591.0227297,634.8879932,792.4077838,609.2763268,526.2875793,721.1011342,514.207361,336.0249201,316.2517293,554.534324,545.7475718,621.7291172,590.4446304,409.1355368,1185.185028,434.0179064,754.2074183,532.5848543,613.4805408,988.1505789,963.3501965,929.0847823,829.537912,886.2003856,869.5449933,626.7702772,999.4373498,1260.460322,916.1511747,285.3716961,883.1135225,905.7365045,841.7922848,884.326088,1083.227339,429.0467839,987.3030786,581.2125445,1041.364259,742.5985715,1009.619077,951.2581561,615.7370066,567.5487877,802.3096175,689.0556213,771.4938769,795.9284182,759.3491686
CYTIDINE,896.7816098,920.3959566,558.1738685,899.006203,718.006885,577.4677259,1034.843878,1061.218633,954.5780252,1317.447624,1146.552682,794.4203966,1210.347787,866.5997779,796.9610011,899.9630665,943.2612206,1066.245917,753.7195119,943.9231192,911.4333084,928.3980052,852.1770268,773.164107,454.810823,634.8493259,510.053663,500.0175509,1014.905056,552.4439931,397.0475527,868.9149761,882.4990008,1130.404147,630.8479159,944.3717201,877.8447674,823.7563748,793.8077942,700.0223906,894.4578798,974.2482654,1154.274199,859.5731693,772.8675736,1096.689337,997.786135,1028.956705,1059.838062
Cytidine diphosphate choline (CDPcholine),437.0354453,538.0112376,444.4418646,399.6776146,404.9174994,200.3295816,334.2970782,260.2264249,331.0641871,272.3990218,410.4650972,409.6128962,367.9453999,442.2969915,340.5095541,283.5916096,330.8611549,165.8031882,481.9869387,405.8712081,341.139888,314.5710243,353.1232761,392.3874303,444.5384389,518.9052787,272.9506724,402.0955163,697.3217838,642.4179996,403.9628627,224.3590659,232.9434291,381.1047326,470.8820636,407.133802,595.1506959,550.0649743,405.1378309,333.1248008,252.1919077,380.1001866,548.0927288,398.7886901,441.4212894,423.2928033,350.6045083,290.1745611,385.5315695
CYTOSINE,134.660862,181.0975608,156.2243031,133.9996873,155.8070595,150.1813931,148.5291218,148.7761087,155.6150326,288.6980987,166.8411175,141.5287441,191.5518231,127.305512,133.4994703,148.9483252,143.9242673,175.4840858,116.3679888,178.7040886,118.199079,127.4286666,117.5542746,126.0893362,116.4451001,128.4237006,100.0742766,111.4776799,129.5806247,136.4186702,137.1406934,158.1038805,138.7090882,161.9296478,116.0128494,137.507892,141.084726,120.6600298,139.1409077,94.64364472,127.9500868,185.7315148,133.575338,134.2469962,144.5611278,137.6348114,153.8728434,164.9917374,174.0460358
