,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
LysoPE(18:0/0:0),3898.03597,4778.835875,3670.664627,4368.187521,4016.926071,4555.946836,4718.12897,4511.375443,4474.640828,5236.642236,4030.952612,5579.78273,4060.324885,3828.88413,4368.411142,4245.459944,4581.868697,4347.155895,4067.251864,4029.192501,4366.732495,4087.367228,4020.513588,4230.466536,4413.155013,4280.432769,4675.884815,4575.778392,4486.555936,4208.557105,4455.857549,3976.788984,3849.666608,3876.637356,4150.882636,4066.409606,4038.882649,3989.228656,4368.130858,4586.509074,3864.420203,3729.34107,4210.752034,4288.69077,4488.917755,4617.371644,4436.733643,4396.034297,4635.0414
LysoPE(22:6/0:0),625934.1813,600719.6608,608266.2089,577503.2225,609713.4594,608173.3318,612534.2678,649937.5769,568665.616,684871.7857,582077.194,617305.3955,599548.7433,608277.9124,577377.5798,604396.1641,606848.526,620674.9346,581615.3592,585591.2074,606631.8071,582054.0683,624535.2801,620508.9032,615378.1869,575004.9634,602461.3991,637488.1256,609609.3798,599432.659,618447.7793,629254.4284,600560.3331,604461.7253,590753.6838,592010.1662,577230.3282,592764.2098,599369.9715,635269.5572,606596.8129,583969.572,619955.5086,581495.5692,605521.0274,633467.1497,613820.811,647268.4797,647599.6311
LysoPI(18:0/0:0),3334.028294,3398.421742,3130.608451,2821.914033,4326.024483,2869.491827,2793.585807,3333.866685,2683.441841,2885.281464,2993.977569,3104.890489,2911.570717,3306.69467,3008.467604,3170.703616,3050.281386,2537.649077,3295.839262,3781.009607,3240.151263,3884.689282,3725.548496,3772.973061,4483.430243,3458.162393,3712.569132,3480.206448,4006.60081,3601.973714,3683.130681,4209.421998,3831.255738,3564.909848,3496.706656,2993.533613,3382.023561,3524.837891,3851.69115,3584.322776,3342.879274,3806.711317,3524.405979,3140.824554,3476.78149,3519.398989,3267.796739,3353.391521,3305.034528
Lysyl-Leucine,345.3488338,287.4719377,299.2952786,372.2572208,257.3476581,257.1243646,351.0986638,429.8801061,392.8132977,635.4028972,332.5376588,500.2188266,340.3641351,374.8673626,486.7818993,443.9790887,365.5592649,641.1148197,361.6862175,477.2724109,339.6263561,379.936152,374.2165868,361.3201238,338.5621181,328.8542716,414.2514464,362.1226948,487.1088636,330.5246522,358.4992268,324.6182455,384.5750154,360.8760407,397.5394022,383.0487204,381.8838113,333.3910906,394.0506029,430.1299397,501.7121896,506.6932223,376.1197287,385.9361775,371.66515,401.3010131,432.3325075,424.8781971,505.5005999
Lysyl-Proline,33.68689528,40.85070147,32.26287854,59.2400309,66.58975699,70.16311659,79.66360891,93.34826539,13.08206964,79.71217251,35.66499329,76.30241394,45.43002319,68.52861579,14.71519353,59.81434025,34.4165776,155.8625357,24.91033798,14.01497234,61.67091162,47.2897127,40.89237448,56.01552561,38.32415771,21.64028931,32.40787672,2.594238281,17.38372004,21.4076589,20.01998913,76.60233804,125.3764092,39.16719045,28.5464421,25.90589927,15.2002213,18.0774757,61.29438876,71.49125544,69.45396844,18.05912781,29.08985073,36.12302352,38.96865857,32.79824877,44.04872875,44.885455,39.3795011
METHACHOLINE,2276.664285,6933.196797,2973.249154,2908.98007,10617.62058,16325.7095,3562.612874,5236.207105,15201.98174,17899.04978,3995.485653,2925.632375,5406.066829,3335.914722,2732.655023,4226.670732,5535.615552,13655.61589,2011.264747,3227.142465,2759.459378,2220.092116,2334.014759,2332.133799,5202.827726,5265.421891,6648.733597,9171.525057,8761.764861,4916.857362,3801.930511,1207.073191,2018.134927,4591.69101,1463.697819,1680.093955,2645.959088,2350.901823,1565.833369,2938.110599,3888.399303,4792.204613,8631.210342,4023.425875,4284.385223,6542.357701,3761.539399,5424.700237,5378.219192
Methionine sulfoxide,1250.533438,922.5199503,944.2861655,758.7857616,663.9061936,737.5110991,784.974307,624.9087727,935.5706393,858.7865162,668.1049206,695.7531028,734.8395625,499.6337006,1341.169556,863.7088176,1005.448105,945.7930637,801.4449069,1502.110932,943.1570931,833.4971739,1027.154544,1015.70489,902.1066574,984.7556841,1153.925993,1879.374357,1131.55896,1289.956101,1398.417823,886.033224,995.1246875,1184.47044,1221.550132,878.4018845,1868.697891,1256.289093,806.1075803,1217.405671,953.4653735,939.5314396,1246.300581,1167.063511,995.206305,1235.204593,946.962439,1015.296069,867.0804081
Methyl linoleate,3400.156757,3950.243183,2470.619567,5044.909645,3119.21335,5100.254432,2981.801241,4475.64528,622.0074736,5234.611928,4254.042256,5323.894462,4648.904182,4176.213927,2714.73038,2266.885502,4479.361161,3283.049374,3700.613404,3016.457468,3145.517038,2704.719472,1462.24823,3261.974494,3921.041102,3456.727253,2438.166281,2386.813043,2118.451133,2778.759793,3785.306188,3184.20827,2433.39079,3378.226823,1985.644363,4107.483142,2530.277167,2685.097168,5828.567021,3199.044429,3704.139739,3052.131434,4077.948575,3858.894263,3660.925779,3797.460906,3804.646678,4187.533882,4761.905991
MG(0:0/22:6/0:0),34553.496,36372.80856,31675.46037,37086.78302,35391.17727,34317.70482,34986.47544,41166.20097,37752.64561,43037.99561,33978.13942,34053.44781,39012.96959,32862.80499,32509.93905,37192.79311,31328.28148,35238.17224,30080.44356,33697.73302,40511.78723,36299.7429,37557.98494,35827.09434,38463.49956,37413.56394,36889.45789,33045.01934,37070.98197,38174.25092,37181.91051,39132.85896,38580.05012,32306.55189,33597.80581,39650.66455,29901.0887,38716.22753,32570.53102,35880.36646,37284.33613,37344.83033,41808.34678,37108.52151,41648.36085,38897.0137,36820.33881,37059.37098,39898.69669
N-(1-Deoxy-1-fructosyl)alanine,226.9170147,206.3024025,173.9644182,192.2260484,228.9784431,201.0398004,200.4017129,221.5365311,182.796972,288.7001314,199.7577669,267.2251403,222.676247,213.1992804,178.7031097,200.2174044,226.7311061,186.8881172,171.9711128,224.9697898,241.7519992,258.9230102,218.1304832,250.9445119,193.0549133,210.2324777,189.6555436,192.7650412,207.1909985,235.7147946,238.7068764,217.8536546,233.8656661,188.0498051,190.8799325,229.4882842,193.2013563,233.155109,237.5529529,221.8582708,252.8154878,200.3792034,225.6178855,219.3596492,201.4422349,253.2700183,260.8854386,242.8993112,233.5895192
"N,N-dimethyl-Safingol",246.9174228,241.6591047,400.3709398,317.3448751,230.4013099,383.4989465,286.6107432,207.8459308,228.6560673,192.4484568,274.4295787,369.7317014,235.3503593,350.8494555,301.9387869,280.6743833,342.3691274,268.1662401,155.515764,210.0687224,397.2591442,224.4513116,235.5489606,269.5257743,337.7819693,187.4531492,304.6068251,367.9963706,254.7444408,160.4429295,285.9258729,174.8006209,208.8493609,286.1182591,282.6745581,192.3126898,326.510254,211.9182587,300.3357836,313.9378989,228.4338809,204.2229898,304.9893107,236.6146595,242.774375,278.1725643,289.5034806,315.8799723,361.5772399
N1-Acetylspermidine,80.54221927,59.39867425,65.73698533,89.02656399,48.99552894,99.11098217,117.481916,94.15077061,70.28591714,93.52349337,99.79965721,79.40109257,171.5009796,78.68792737,77.80935717,92.77842139,106.7750777,77.89326525,93.37851709,136.5268327,62.68509078,80.75458752,149.360883,88.04314863,199.316236,67.65093862,61.58265686,111.3390957,72.91394043,119.8065522,48.66848755,105.5497949,84.67996991,38.00651588,146.1208557,143.8800512,56.21636983,115.832538,48.00335247,75.19702095,111.8686891,195.0245499,91.67670822,78.31115818,135.956001,106.2100229,80.98031616,82.97700357,71.13935083
N-ACETYL-L-ASPARTIC ACID,15896.07159,9707.532327,12616.93442,10506.55062,14477.09263,12442.1406,11597.77009,10814.87255,10969.86234,11154.92567,9758.1913,11107.10305,11314.2476,9847.20298,13629.48932,13065.35038,13124.98489,11301.55447,11367.52293,13780.92565,13862.89214,13889.8624,12456.09788,13969.76555,13636.97221,10344.80911,14084.56718,18781.84686,14573.90101,20879.84334,16826.31912,13276.04556,12829.7972,13439.12671,14823.118,15403.55711,15114.87712,17604.10011,12980.93563,14080.10351,11183.14882,11928.56215,15702.62037,16695.58348,12976.80222,12781.49191,12804.3564,12807.79583,12791.92605
N-ACETYLNEURAMINATE,1363.54961,1356.739445,1042.642603,1238.469287,1347.604793,1186.065992,1272.455948,1373.670927,1228.304594,1623.363282,1194.006551,1515.41208,1355.611332,1238.749642,1220.898895,1262.490786,1450.031383,1078.119294,1190.254147,1289.382534,1515.979768,1523.713695,1386.67732,1514.046703,1208.033551,1327.324911,1300.707971,1184.715694,1327.562451,1480.199548,1443.401756,1247.955124,1310.497782,1201.40189,1341.174152,1704.180441,1369.873449,1426.871041,1396.892325,1475.600167,1559.916522,1368.977297,1548.694067,1323.270587,1437.886504,1419.345279,1459.641123,1519.110307,1480.846335
"NE,NE,NE-TRIMETHYLLYSINE",577.1991339,465.3388104,433.3717346,484.9199991,487.7595819,476.6562228,500.4133304,574.4702103,551.9347954,685.6679361,422.0548509,517.6603596,501.5649625,471.3434404,409.0367187,540.4274047,507.8656794,397.7001514,469.2453896,491.0127371,450.2173762,504.7178325,478.7074707,624.6444815,513.774387,517.6238454,560.6672531,550.4705681,455.6846105,565.7427283,470.2934948,569.6117332,470.8369939,463.7108309,462.495416,607.9131792,515.1871563,571.6639806,495.6959905,456.3696592,476.0882893,486.183602,452.1596953,458.5775632,619.6680838,554.9449865,507.3094491,523.4727114,604.5865704
NICOTINAMIDE,294.9007922,373.036532,387.7152428,319.4419032,271.3389204,352.9512736,294.6678781,390.2295152,283.4441082,323.4271186,277.2884739,487.4358923,363.4129929,418.4145892,300.8383253,354.0769162,413.0599186,240.99689,299.9739813,346.4511949,375.0812682,300.697876,298.1394555,312.0174281,370.6046932,246.228626,242.630483,384.1886842,337.2779326,296.5364003,362.2483475,225.5425208,210.6795045,311.6303344,340.8414491,336.7913378,362.0922494,235.4445582,227.5701169,237.9370595,286.5133418,270.9635266,245.9896489,242.170897,383.9803653,330.9590685,325.7483663,520.2294335,284.4482332
Cer(d18:1/16:0)( N-Palmitoylsphingosine),22316.11176,21970.16035,24348.38336,24328.92665,27706.62433,29689.09837,24766.43351,29186.04738,17071.0452,45758.61399,24407.22076,37999.24413,26208.53782,24230.64254,22566.1188,25619.52655,29460.20354,37630.69032,22698.01159,18997.70841,19869.79954,22450.80706,17155.39603,19583.60305,21872.85974,17957.21556,18267.98329,17815.98833,17358.82345,25302.01204,21508.85331,18818.73555,23746.44018,23715.28834,18808.33865,30710.78445,17464.70443,19405.65683,24449.32766,27460.66216,22495.85196,19373.82106,21610.41506,26901.65234,25700.51214,26408.2458,27447.21681,27181.50467,29001.73355
Octadecanamide,76.42986825,99.68262319,176.0384195,111.3228666,49.05186486,57.82131958,135.667839,96.80926704,91.68259598,109.5433826,94.74014571,143.7107117,91.99627468,87.2170262,115.5150714,112.9596183,71.40464783,110.0986142,66.00223637,36.99439991,58.03334262,28.51158094,40.67390496,41.90968629,13.50880432,34.94384813,78.15317778,97.19512589,35.23072766,45.20957947,57.88993586,22.91112577,33.43802088,51.65524292,24.96531677,114.1209417,40.04228993,45.77749533,7.938903809,70.79553353,138.736908,48.51434337,47.88311768,75.7589426,85.41853189,81.30780517,88.12445968,83.21495008,65.1055487
Octadecenoylcarnitine,6700.82059,7308.558025,5496.021088,7019.091112,4528.056057,5441.034295,7750.84758,7634.692271,8135.03889,10292.88748,6805.520864,9524.827757,6857.754346,5990.277528,5847.289686,7155.107739,7796.593986,9412.887499,6609.529576,4798.569277,6360.271557,5730.160651,6969.018648,6279.003435,5974.914833,5204.699376,6555.009522,6700.381848,5508.539314,4123.318786,6782.156101,5867.036511,4926.594877,4550.594649,5917.557036,6651.816838,6431.812116,6834.147811,5321.945304,8277.616262,6931.163807,4926.318456,6739.044163,5890.624568,6905.49166,6932.078214,7309.34374,7959.120577,8040.523883
OCTADECYLPHOSPHOCHOLINE,567.5114058,824.2981405,1052.527919,1156.488341,896.031785,1067.30764,1143.391345,1133.931075,1063.294516,1580.655849,1011.238282,1391.945326,998.4472336,900.410513,717.5146037,922.194656,856.5721172,1264.87897,1048.869073,673.3249405,413.141914,778.5468073,478.7413021,480.3129077,459.6071908,511.9175293,483.4942237,493.3327377,441.4644352,945.4342612,873.2016615,575.7863296,729.2593069,720.1346255,600.0049083,1091.551117,601.8775799,743.6711989,638.1846598,748.1359963,843.2058365,378.624925,759.6868402,1014.906586,1193.194702,923.254076,923.643545,1060.960824,1157.928743
Oleamide,1522.437657,922.9734642,1602.460279,1258.703965,1561.264516,424.3335531,1667.363961,1627.010949,1215.742254,974.9198612,1017.843244,445.2499125,515.2636629,1407.8311,1843.771648,2204.103599,930.4757375,1281.267372,966.0097351,988.9289824,1032.749648,1249.475493,444.1749763,482.9982048,515.9066997,296.9186271,724.7717035,250.3560113,1175.242832,575.1941519,1039.676417,1265.572986,870.4078416,961.0843826,350.8656089,1130.587634,1258.568016,469.775392,368.7460704,745.0553931,640.3153358,562.9997182,520.9697889,957.2157867,975.3663913,983.0100923,989.4724538,1204.268554,1082.087761
Oleic Acid ethyl ester,986.0044502,1504.814439,784.2992913,2629.574823,988.0664194,2754.378653,1152.321357,1745.686568,133.5959611,2911.336568,2503.558663,2552.849183,1929.476908,2103.019773,806.5858675,608.1455978,1847.811973,1024.976766,1771.884491,848.0383403,944.5109346,918.3638819,286.1050789,1397.301567,871.5885616,1123.404268,456.7551824,492.8003163,655.2618045,726.8024315,1146.449179,710.7615212,641.2990769,1400.047238,319.8748622,1286.523175,489.9407222,592.3471282,1521.796027,722.3144303,1182.595685,1175.73975,1173.009083,1329.034478,1258.898729,1229.3077,1289.511588,1397.001233,1556.797094
PA(17:0/0:0),19.05027283,568.9509261,22.00828415,17.51793324,16.14013508,372.1775893,39.74214377,44.44336663,73.58336854,71.09535689,38.45744874,60.10893233,33.91566756,81.99798915,27.04469878,25.21767593,9.494224212,506.037121,30.13221667,6.420920872,0.421981901,49.5589078,687.9814934,116.9552862,136.0032831,87.98011476,0.92726611,11.07393558,245.1551538,42.31063883,74.98189499,514.5470373,15.41602486,76.00639489,41.42036871,27.01766755,126.5259817,38.68562594,46.77078737,43.41081792,98.52415685,152.3631805,31.52058033,112.4751256,135.6440726,122.6664948,124.53331,149.0964728,148.1075352
PA(24:0/21:0),4437.741976,5753.051159,4162.412673,7109.079525,3893.721234,5095.256759,5012.991101,5261.728172,6485.972944,5816.776319,5900.412606,4590.26206,5719.278828,5040.054976,4670.036663,5162.171918,4674.058048,4758.18399,5643.604102,4348.587029,4001.546416,3967.000454,5325.782521,4324.59359,4118.863625,5556.247431,5152.399667,5159.412944,4476.453029,4346.372212,4517.59124,5096.088503,4123.656464,4725.095385,5474.189809,5994.648528,5661.753622,6381.659656,4783.839667,5411.446778,6031.482476,5305.724611,4702.865349,4899.846506,5365.43043,5365.580768,5366.96372,4852.636982,5030.84015
Palmitic Acid ethyl ester,508.9801166,645.3205166,206.128276,681.3895987,463.3138123,798.1309977,383.966582,656.4276804,32.39931943,913.455398,785.6993296,830.7920227,776.7767557,732.0466799,263.719208,188.0878629,591.2856296,393.1112994,570.1035785,377.9264209,464.9631798,371.7459224,59.22439623,703.0433311,583.8932699,602.1554035,252.0475345,216.9410285,297.4132681,369.5786677,773.4869101,409.8750575,415.7702792,545.3470226,114.6690773,682.789371,221.9505966,328.1671539,836.8215161,258.0043282,440.9066214,493.8689285,700.5805264,572.0558445,486.4788113,403.3358612,559.2192838,563.7928988,621.8850382
Palmitoyl carnitine,21099.66301,15793.28869,14471.09343,21370.15264,14868.93423,12645.49698,18109.17102,21076.39017,15111.02805,30092.57657,17962.21323,16732.57996,13740.50333,12015.14157,17212.21187,19016.14702,18569.46577,17281.7243,13694.76266,14198.02231,16990.02546,16129.93128,15868.5175,13509.9897,12887.36069,11959.45828,18845.18354,21098.89521,12357.74305,9917.04251,14838.96287,14797.11487,13118.57054,11902.2846,17454.50795,15920.00763,14098.22184,13865.09282,14760.79085,17752.04818,16290.24359,12196.83199,13217.25085,14115.47387,14793.91121,17266.21706,16195.10488,16500.60369,21797.41302
PC(16:0/18:2),2708.004786,2736.260073,3058.41641,3365.699233,2968.722554,3044.970429,2580.759302,3073.106236,3639.27548,2466.029799,2913.694408,2776.808979,3463.847582,3223.993941,3691.924258,3270.71051,3208.612957,3343.271794,3824.474359,3592.374048,2724.423055,3733.132759,3458.429968,3253.568821,3640.522537,4081.632566,3480.739475,3317.827839,3575.231769,3516.987908,3291.773384,4044.575088,3432.627242,3060.238193,3656.914921,4173.304361,3593.958552,4697.82465,3312.201069,3263.723675,3610.796037,4208.585125,3322.432899,3687.486022,3569.251913,3433.398868,3210.297599,2805.762591,2796.968119
PC(22:2/20:5),54.58120775,114.991518,118.3283823,163.0591426,86.60789919,132.7073679,52.89418504,29.97073317,157.4987085,232.8087525,169.8134642,213.2777865,96.2366333,182.2511582,125.1739502,52.91256714,78.01252847,172.5928805,127.9866042,41.69433594,57.18341064,68.89413428,69.7552742,32.64505005,17.65188599,70.54180908,78.09625053,24.59487915,43.83642578,81.8966792,67.39212036,18.18884277,67.55032149,74.7776886,64.11234499,121.8831177,89.26223707,193.1655398,48.39828632,55.77685288,172.8939742,92.7857842,115.4348028,39.04330444,133.0693265,111.2198057,107.4656942,57.2270813,111.8727904
PC(22:6/18:2),8376.770408,7457.757052,8016.721516,8168.426581,7927.536326,7284.967349,7591.370954,9603.271156,8998.012385,9728.390082,7544.975998,7874.071944,9128.659401,7967.810781,8112.861061,8341.600571,8379.190247,8396.776893,8817.464866,8801.223081,8215.301708,8561.416898,8417.481961,8825.789081,8283.323468,9442.894208,8543.591159,8596.64704,8343.604731,10166.66147,7926.327169,9229.428364,9098.627175,7977.691321,8189.287913,11084.54541,8176.945306,10930.41529,7936.977865,8746.03466,9077.38468,9777.11636,8434.143792,10701.52625,9245.024694,9238.849949,8528.138687,8783.694427,8625.062977
PC(24:1/18:4),3352.922021,3385.020832,5611.374272,5080.71328,4051.466166,6484.161616,5582.941654,4657.882386,4711.560249,4954.40955,5611.804793,6367.966801,4268.087556,6331.5828,4925.686101,5769.785771,4859.552736,5054.203399,3340.887419,3717.078979,3471.933598,3532.011991,3526.090293,3454.398912,3476.624783,3402.595028,3054.944029,3299.097546,3289.323654,4069.350031,3325.130869,3775.034696,3270.564796,3524.694661,3757.884372,3568.089163,3500.798911,2907.037945,3602.800193,3579.658423,3626.573108,3017.333025,3074.73596,3442.940225,3426.349377,3728.567531,3652.589339,3689.478765,4241.289404
PC(22:0/18:3),3910.330689,4629.850047,3623.575744,3804.184843,3011.663773,2235.088777,2907.377545,3889.311783,3595.940271,2977.999056,3980.424144,2808.203863,4287.329944,2565.141675,2692.221218,2904.782909,2435.693505,2822.906163,4789.852555,3506.457208,3813.436706,2955.76175,3351.324505,3140.003091,3879.201373,4138.156311,3985.181876,3053.972518,3672.764697,2313.549694,3184.305196,3363.080773,3986.594517,5107.225241,3920.302183,2759.973409,3454.216414,3834.902757,3259.026226,2819.869748,5611.073502,3892.181663,4302.056139,2619.945353,3691.569348,3940.147858,4152.891397,3626.567354,2958.765518
PC(16:0/20:1),136424.3459,120229.2587,92712.27069,90295.27645,101844.4044,98130.79163,102036.1706,98826.33693,113830.7025,79887.94458,100634.9676,80008.60369,107629.8443,103845.872,102498.87,98538.97271,91670.46312,111919.7182,110847.1738,129924.2376,131810.0852,127563.3781,132174.7121,134913.9167,136964.2618,136029.7328,130837.6608,138534.1795,128007.9292,95251.47128,126320.698,138102.001,134601.6955,118833.5215,126718.9024,89697.18491,124198.9009,128486.5031,129810.9495,126273.7917,116813.5263,131362.2152,134338.2422,107318.8773,114169.4666,120309.9569,117191.5237,112753.13,114400.5165
PC(16:0/22:1),82511.53111,80148.47296,61313.94365,67709.36936,61259.64513,61900.43269,69171.71489,64976.75207,74135.78144,49335.64801,65556.9584,57162.36426,65563.49217,70169.05898,63439.1015,61673.24414,61436.56193,71415.71056,75171.13011,78223.96771,89717.76346,76573.2675,78922.33146,77257.8535,78770.6196,83437.68239,83896.72331,83743.16376,76150.86672,55978.43529,86008.74485,77911.1538,66924.06233,71766.40473,80576.40372,59986.92991,82805.96255,76822.38119,77727.52234,80503.86818,79244.33721,83558.84437,82648.97502,71713.91329,73473.48366,70726.63887,74065.84292,80669.45393,76758.79848
PC(18:0/20:4),3139.845039,3230.547492,2510.924351,3358.807927,2663.539296,2721.010877,3700.186639,3323.530644,4269.234018,4551.754142,3473.450796,3628.511141,3699.880164,3305.628896,3079.89325,3597.87101,2804.42816,3567.785997,3186.351777,2611.89353,2943.580776,2912.899661,3523.979641,3219.192336,2625.25589,2838.550205,2891.268209,3304.286812,2555.351396,2644.282972,3035.495417,2868.598023,2925.133799,2651.253911,2666.782842,3124.272162,3044.912413,3405.925786,2384.770662,3101.083866,3263.347335,3257.521625,3276.043131,3037.023788,3053.032558,3448.482164,3341.109798,3175.042245,3359.923941
PE(16:0/0:0),83981.73853,86689.35718,75722.89938,71402.70931,77453.61481,72815.26913,81728.96978,81705.93542,78165.47496,93253.11009,72383.93767,102159.248,77486.86228,75987.75642,69451.93927,76830.13088,86563.10294,67929.92079,89928.80292,76748.48207,86314.37507,89944.61663,81716.60663,83745.84862,87567.75111,72920.78362,94773.18674,91563.06288,77038.16547,71640.69772,87396.50555,73599.06479,79213.7189,80744.71318,72881.12217,95491.84376,82986.71382,91509.9454,82037.41998,76722.49108,82577.50224,74869.2981,87569.45523,72371.68035,83425.33121,82030.37013,88421.21932,90585.18181,94580.08578
PE(17:1/0:0),1312.014534,1627.517351,1219.950192,1552.332494,967.6289086,1351.008788,1538.987117,1318.134131,1384.51646,1774.349918,1475.048939,1823.316348,1467.037377,1287.727379,968.4336762,1358.115868,1383.271236,1461.001396,1365.576196,1085.155775,1221.229963,1305.519586,1412.201039,1237.973827,1200.79818,1315.505475,1508.849903,1496.272541,1190.487345,897.4321763,1343.207579,1156.705144,1164.7031,1138.466352,1203.584968,1286.436214,1343.262758,1437.173344,1105.865656,1557.307372,1595.322067,1105.357633,1127.239149,1163.644273,1465.930762,1396.983773,1528.313431,1547.131877,1566.704393
PE(18:0/22:2),1813.251296,2058.623603,1793.464883,1922.734579,1677.238167,1788.072735,1781.064194,1864.911545,2219.972442,2464.449421,2041.447255,2060.05411,1853.043201,1752.717217,2076.611164,2036.44334,1961.040158,1951.502345,1767.238932,1862.991774,2052.406555,2092.436761,2104.192573,2068.812924,1780.603877,1908.195984,2140.580706,2082.175254,1929.733551,1812.415429,1967.044094,2027.800311,1593.107885,1463.737989,1939.557583,2192.764291,2150.87743,2053.58692,1676.616376,1969.041468,2345.865156,2166.616666,2265.684616,1868.905856,1837.57919,1968.250057,2025.15458,2146.513926,2069.817809
PE(19:1/0:0),5669.752287,6290.930599,5018.299455,5851.580393,5304.579518,5364.518811,6518.17067,6602.348097,6300.490596,8641.375551,5348.02242,8180.180997,5929.797314,5205.862945,5518.801221,5645.062796,6545.627428,6746.364621,5361.057311,5553.694932,6519.554438,6136.397196,6335.643143,6138.887192,6735.000609,6319.014508,7300.060104,6764.23631,6405.968443,5802.324735,6743.635368,5865.337829,5386.99011,5223.075072,5984.773345,5927.965477,6111.577696,6401.288417,6311.088209,6875.496275,6244.609409,4881.167122,6600.222403,5749.841342,6095.995924,6520.918046,6748.333258,7103.779833,7773.776103
PE(22:2/20:5),32478.06509,28903.90758,31554.22161,29237.33256,30865.90511,29350.84542,30866.44706,35649.07542,27356.8418,38909.9243,29331.30143,34896.37123,32021.85641,31273.59976,33398.46078,35392.87282,35597.78495,34943.1484,31774.86166,31299.04476,30986.59357,32882.80883,30639.86557,33011.72031,30895.49083,32562.06648,30462.13032,31022.25034,29141.69609,36820.81836,33137.62092,32144.36825,32107.32602,27709.69118,31557.71007,34974.37997,29618.15562,36251.96948,29372.18832,36211.69404,33330.90327,33120.81394,32542.19725,33674.10017,33233.32695,32891.66042,32023.93859,34068.8724,33891.15713
PE(22:4/15:0),2725.60822,2633.867994,3156.663329,4056.359627,2724.851986,4405.877241,3548.680797,2964.605974,2911.679693,3720.432272,3133.319746,4183.862393,3201.83749,3555.119106,3022.616264,3278.489125,3946.519892,2856.032549,2425.960899,2976.997746,2910.32145,3264.457255,4123.966271,2895.490399,2225.878086,2200.477503,2511.199311,3021.481681,2796.19228,3536.46845,2439.660945,2815.055026,2665.700252,2303.97672,2271.332697,3176.502568,3103.998633,2392.207878,2607.273947,2705.143992,2578.167921,2346.916354,2301.121511,2764.303639,2768.774241,2765.924921,2874.0849,2849.961697,3029.273616
PE(22:6/22:6),28816.15507,25254.89324,28196.62586,25365.17053,31354.18766,30899.82204,27978.24318,29914.951,23351.3339,31745.92893,28333.30069,31178.27338,25557.8043,28544.23451,30877.77354,28267.65162,32913.67686,33300.97621,27355.23515,27542.72974,28779.395,28041.12988,25083.22756,32025.37549,29755.61981,27757.35178,26348.17728,28104.68874,27983.68057,31371.58525,31347.19591,29023.40714,27937.44334,26981.88287,32914.07736,30768.59833,26288.09752,30951.21687,29297.44754,31643.25166,31174.86331,25945.53173,29846.53034,28511.41529,29607.35618,29532.64659,29891.28206,32235.60382,30996.16131
PE(24:0/22:4),1764.128439,1943.196302,2139.874211,1581.549869,1959.744028,2327.513592,1685.81374,1411.409659,1989.973521,968.5716704,1843.871529,1327.283912,1661.110917,2284.419252,1901.242665,1526.750983,1778.767625,1500.888469,1542.360915,2098.214624,1996.139505,2163.123607,1951.404801,1902.170737,2186.191041,2245.427519,1954.681654,1933.24431,2277.57324,1614.04013,1938.886945,2365.350252,1881.726495,2223.164567,2383.741502,1170.967902,2090.200392,1567.481658,2805.274231,1910.120907,1948.3831,1935.765139,1781.587259,1560.524371,1891.085207,1624.188165,1801.265273,1722.3612,1569.354664
PE(16:0/22:4),368.7930561,299.4990766,254.138316,246.2159473,167.952187,252.8888642,338.5477394,332.9253605,263.5868855,231.6533423,252.7594656,199.8033743,392.9703753,364.9800814,340.7706902,358.187762,322.6254374,360.7531442,206.9085797,459.712755,377.7575397,416.7975406,853.5429241,352.4085358,343.2794816,455.5575273,420.6254599,351.5134549,399.1086543,250.2389278,259.728818,676.7939545,438.8089542,211.1278788,250.5855093,232.6575864,359.2992648,392.0020126,251.7596225,315.8865055,247.2547528,643.822434,351.0257921,430.7413177,279.0571466,307.1549758,311.0782324,235.7345605,258.3072611
PE(16:0/0:0)-iso2,1240.855064,1342.582276,1256.310979,1364.293087,1452.504836,1510.678783,1692.045212,1289.880743,1359.452745,1544.971526,1174.416064,1794.662577,1281.057695,1335.801411,1558.351513,1323.452127,1827.328313,1339.753171,1288.833282,1518.627458,1435.635666,1428.201741,1476.846261,1546.379439,1590.58229,1170.572457,1686.315381,1544.157946,1740.121726,1509.352921,1634.751005,1254.186429,1197.59514,1351.442077,1629.720169,1425.865515,1425.613835,1408.572073,1460.994217,1367.795837,1254.836332,1142.76037,1236.53371,1487.543524,1391.205174,1432.166381,1423.773185,1494.01054,1624.466654
